Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Yummy Food,https://www.crunchbase.com/organization/yummy-food,"Biotechnology, Events, Nutrition","Prague, Hlavni mesto Praha, Czech Republic",Yummy helps busy people to find the way of healthier eating habits and save time during working hours.,"1,764,504",,Closed,2013-01-01,year,,,2014-12-31,day,For Profit,http://yummyfood.cz/,Yummy helps busy people to find the way of healthier eating habits and save time during working hours. Yummy provides a solution how to enjoy quality and nutritious lunch at the desk. We also offer companies quality untraditional catering for any meeting/event.  Corporate responsibility - bio and eco product as much as possible! Yummy supports local suppliers and good Czech products.,Seed,10000,USD,10000
Alpha medical,https://www.crunchbase.com/organization/alpha-medical,"Biotechnology, Health Care, Medical","Bratislava, Bratislava, Slovakia (Slovak Republic)","Alpha medical offers diagnostics services through large-scale laboratories, satellite laboratories, pathological centers.","1,782,125",,Active,1977-01-01,year,2017-02-09,day,,,For Profit,https://www.alphamedical.sk/,"Alpha medical offers diagnostics services through large-scale laboratories, satellite laboratories, pathological centers, and field offices in Slovak Republic, Czech Republic, and Poland. The company provides IVD clinical testing services through its laboratories. It offers clinic biochemistry, hematology and transfusion, clinic immunology and allergology, clinic microbiology, medical genetics, pathological anatomy, and other services to private physicians, public and private hospitals, and medical clinics. ",M&A,,,
International Cannabis and Cannabinoids Institute,https://www.crunchbase.com/organization/international-cannabis-and-cannabinoids-institute,"Biotechnology, Cannabis, Clinical Trials, Health Care, Medical, Product Research","Prague, Hlavni mesto Praha, Czech Republic",International Cannabis and Cannabinoids Institute provides research and development services on medical uses of cannabis.,"1,789,381",,Active,2015-01-01,year,,,,,For Profit,https://www.icci.science/en/,"International Cannabis and Cannabinoids Institute provides research and development services on medical uses of cannabis. It offers evidence-based solutions and government-regulated certifications to cannabinoids. International Cannabis and Cannabinoids Institute is based in Prague, Czech Republic.",,,,
Primecell,https://www.crunchbase.com/organization/primecell,"Biotechnology, Clinical Trials, Health Care, Therapeutics","Prague, Hlavni mesto Praha, Czech Republic","PrimeCell develops regenerative medicine, modern therapy, and related medicinal products that improve people's quality of life.","1,792,501",$1M to $10M,Active,2007-01-01,year,,,,,For Profit,https://www.primecell.eu/,"PrimeCell specializes in the production and development of medicinal products based on human cells to improve the quality of human life. PrimeCell researches regenerative medicine and stem cells. PrimeCell's primary focus is on the development of somatic-cell therapy products for cartilage replacement, tissue engineering products, stem cell treatment products, cell carriers and nanomaterials, new devices for bioimplantology, and cell carrier production, as well as cell testing and diagnostic products.",,,,
Vestigen,https://www.crunchbase.com/organization/vestigen,Biotechnology,"Bratislava, Bratislava, Slovakia (Slovak Republic)",Vestigen Portable diagnostic instruments for health and environmental monitoring.,"1,797,658",,Active,2013-01-01,year,,,,,For Profit,http://www.vestigen.com/,"Vestigen team has experience from across three continents, constantly learning and bringing home the best inspiration. They methodically study the field of DNA applications, MEMS technology and biosensor design to stay on the edge.",,,,
NEUROCONSAN,https://www.crunchbase.com/organization/neuroconsan,"Biotechnology, Health Care, Medical","Bratislava, Bratislava, Slovakia (Slovak Republic)",Motion-based Diagnostics and Therapy Innovation in Neurology and Rehabilitation,"1,889,509",,Active,2016-01-01,year,,,,,For Profit,http://www.neuroconsan.com,Motion-based Diagnostics and Therapy Innovation in Neurology and Rehabilitation,Seed,,USD,
Cytokine,https://www.crunchbase.com/organization/cytokine,"Biotechnology, Health Care","Prague, Hlavni mesto Praha, Czech Republic",Cytokine is a biomedical company that offers treatments for osteoarthritis.,"1,897,216",,Active,2020-05-13,day,,,,,For Profit,https://cytokinebio.com/,Cytokine is a biomedical company focusing on the discovery and clinical testing of biological drugs and medicinal technologies. It also offers a new investigational biological medicinal product for the treatment of osteoarthritis symptoms.,Seed,,USD,
CF Plus Chemicals,https://www.crunchbase.com/organization/cf-plus-chemicals,Biotechnology,"Brno, Jihomoravsky kraj, Czech Republic",Togni reagent; fluoroalkylation reagent; fluoroalkylated building blocks for life sciences and material sciences,"1,927,288",Less than $1M,Active,2014-10-01,day,,,,,For Profit,http://www.cfplus.cz,"The company CF Plus Chemicals, an ETH Zurich spin-off, offers customers nucleophilic and electrophilic fluoroalkylation reagents (especially Togni reagents) and fluoroalkylated building blocks for R&D in life-sciences and material sciences. The company is specialized on rare fluoroalkylated motifs.",,,,
LABtechnik,https://www.crunchbase.com/organization/labtechnik,"Analytics, Biotechnology, Medical Device, Test and Measurement","Brno, Jihomoravsky kraj, Czech Republic","LABtechnik seller of laboratory, analytical and medical equipment.","1,956,907",Less than $1M,Active,1997-01-01,day,,,,,For Profit,http://www.labtechnik.cz,,,,,
Bioster,https://www.crunchbase.com/organization/bioster,"Biotechnology, Health Care, Medical","Veverska Bityska, Jihomoravsky kraj, Czech Republic","Bioster offers products for wound treatment, stomatology, and surgery and provides microbiological laboratory and packing services.","2,053,988",$1M to $10M,Active,1972-01-01,year,,,,,For Profit,http://www.bioster.eu/,,,,,
Protean,https://www.crunchbase.com/organization/protean-0db8,"Artificial Intelligence (AI), Biopharma, Biotechnology, Manufacturing","Ceske Budejovice, Jihocesky kraj, Czech Republic",Protean is a production of artificial and native recombinant proteins.,"2,198,102",Less than $1M,Active,2008-09-16,day,,,,,For Profit,https://www.protean.bio/,,,,,
Lab Mark,https://www.crunchbase.com/organization/lab-mark,"Biotechnology, Health Care","Prague, Hlavni mesto Praha, Czech Republic",Lab Mark is a distributor in the field of clinical laboratory diagnostics and molecular biology.,"2,221,207",$1M to $10M,Active,1998-01-01,year,,,,,For Profit,https://www.labmark.cz,"Lab Mark is a supplier of medical diagnostics and cell biology. They provide reagents, biochemicals, antibodies, sero controls, ngal, elisa, PCR, and other products such as centrifuges, homogenizers, electrophoresis, and spectrophotometers.",,,,
Genomac International,https://www.crunchbase.com/organization/genomac-international,Biotechnology,"Prague, Hlavni mesto Praha, Czech Republic",A life sciences company and an accredited DNA laboratory,"2,275,880",,Active,2001-09-01,day,,,,,For Profit,http://www.genomac.com,,,,,
BIOCEV,https://www.crunchbase.com/organization/biocev,Biotechnology,"Vestec, Hlavni mesto Praha, Czech Republic",BIOCEV  is an european scientific centre of excellence in biotechnology and biomedicine.,"2,381,406",,Active,2011-01-01,year,,,,,For Profit,http://www.biocev.eu,"BIOCEV is a joint project of six institutes of the Academy of Sciences of the Czech Republic (Institute of Molecular Genetics, Biotechnology Institute, Institute of Microbiology, Institute of Physiology, Institute of Experimental Medicine and Institute of Macromolecular Chemistry) and two faculties of Charles University in Prague (Faculty of Science and First Faculty of Medicine) is the realization of a science center of excellence in the fields of biotechnology and biomedicine. The main source of funding for the construction of the Center is the European Regional Development Fund, from which the funds are provided through the  Operational Program Research and Development for Innovation from Priority Axis 1 - European Centers of Excellence.",,,,
VD Biotech eshop,https://www.crunchbase.com/organization/vd-biotech-eshop,"Biotechnology, Health Care, Medical, Online Portals, Retail","Ledce, Kralovehradecky kraj, Czech Republic",IVD Biotech eshop acts as distributor for diagnostic tests and related products.,"2,428,073",Less than $1M,Active,2005-04-11,day,,,,,For Profit,https://www.tehotenskytest-ivd.cz/content/4-o-nas,,,,,
Imunoglukan,https://www.crunchbase.com/organization/imunoglukan,"Alternative Medicine, Biotechnology, Pharmaceutical","Bratislava, Bratislava, Slovakia (Slovak Republic)","Imunoglukan is a biotechnology company that focuses on the development, production and sale of nutritional supplements and products.","2,477,976",$1M to $10M,Active,2010-01-01,day,,,,,For Profit,http://www.imunoglukan.com,,,,,
Agrocultur Bio,https://www.crunchbase.com/organization/agrocultur-bio,"Agriculture, Biotechnology, Manufacturing, Wholesale","Nitra, Nitra, Slovakia (Slovak Republic)","Agrocultur Bio manufactures biological fertilizers for wholesalers, retailers and growers.","2,826,404",Less than $1M,Active,2001-01-01,day,,,,,For Profit,http://www.agrocultur.sk,,,,,
Laboratoriumsmedizin MVZ Leverkusen,https://www.crunchbase.com/organization/laboratoriumsmedizin-mvz-leverkusen,"Biotechnology, Health Care, Medical Device","Prague, Hlavni mesto Praha, Czech Republic",Laboratoriumsmedizin MVZ Leverkusen operates as a microbiological laboratory. ,"2,888,180",,Active,1960-01-01,year,2010-12-31,day,,,For Profit,http://www.labor-leverkusen.de,"Laboratoriumsmedizin MVZ Leverkusen operates as a microbiological laboratory. The company was founded in 1960 and is based in Leverkusen, Germany.",M&A,,,
Photothera Labs,https://www.crunchbase.com/organization/photothera-labs,"Biotechnology, Information Technology, Medical","Celakovice, Stredocesky kraj, Czech Republic","Photothera Labs is working on research, development, and testing of medical devices developed by ELON Technologies.","2,912,227",,Active,2015-01-01,year,,,,,For Profit,https://www.photothera.org/,"Photothera Labs is working on research, development, and testing of medical devices developed by ELON Technologies.",,,,
Regional Centre of Advanced Technologies and Materials,https://www.crunchbase.com/organization/regional-centre-of-advanced-technologies-and-materials,"Biotechnology, Education","Olomouc, Olomoucky kraj, Czech Republic","RCPTM is a scientific and research centre connected to the Faculty of Science, Palacký University, Olomouc.","2,976,677",,Active,2010-01-01,year,,,,,For Profit,http://www.rcptm.com/,"The Regional Centre of Advanced Technologies and Materials (RCPTM) is a scientific and research centre connected to the Faculty of Science, Palacký University, Olomouc. Its chief objective is to produce superlative research and to transfer high-tech products and technologies to medical, industrial and environmental practice with a pronounced emphasis on connecting the Centre to international networks and collaborations.",,,,
Virtubio,https://www.crunchbase.com/organization/virtubio,Biotechnology,"Prague, Hlavni mesto Praha, Czech Republic",Virtubio develops simulations for HE assessment and development,"3,054,127",,Active,2015-11-05,day,,,,,For Profit,http://www.virtub.io/en/,,,,,
GMProject,https://www.crunchbase.com/organization/gmproject,"Biotechnology, Pharmaceutical, Robotics","Opava, Moravskoslezsky kraj, Czech Republic","GMProject provides robotics solutions for pharmaceutical, biotechnology and chemical production.","3,127,053",$1M to $10M,Active,1994-03-13,day,,,,,For Profit,https://www.gmproject.cz/,,,,,
Gendiagnostica Bratislava s.r.o.,https://www.crunchbase.com/organization/gendiagnostica-bratislava-s-r-o,Biotechnology,"Bratislava, Bratislava, Slovakia (Slovak Republic)",Gendiagnostica Bratislava s.r.o. provides genetic testing used for the detection of cardiovascular.,"3,273,182",,Active,2004-01-01,year,2014-07-03,day,,,For Profit,,"Gendiagnostica Bratislava s.r.o. provides genetic testing used for the detection of cardiovascular, cancer diseases, and hereditary predispositions.",M&A,,,
