Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Maverick BioMetals,https://www.crunchbase.com/organization/maverick-biometals,"Biotechnology, Life Science, Precious Metals","San Francisco, California, United States",Maverick BioMetals is a biotechnology business that is working to improve lithium processing.,"17,625",$1M to $10M,Active,2022-01-01,year,,,,,For Profit,https://www.maverickbiometals.com,"Maverick BioMetals is a biotechnology business that is working to improve lithium processing. Founded in 2022 and is based in San Francisco, CA.",,9643534,USD,9643534
Photys Therapeutics,https://www.crunchbase.com/organization/photys-therapeutics,Biotechnology,"Cambridge, Massachusetts, United States",Photys Therapeutics’ proprietary bifunctional small molecules platform unlocks fine-tuned control of protein modifications.,"17,791",$10M to $50M,Active,2021-01-01,year,,,,,For Profit,https://www.photys.com/,"Photys Therapeutics’ proprietary bifunctional small molecules platform unlocks fine-tuned control of protein post-translational modifications, going beyond degradation to restore protein function, repair signaling, and amplify endogenous disease-fighting mechanisms. Photys was co-founded by the Broad Institute’s leading bifunctional chemist, Amit Choudhary, and the Longwood Fund, alongside a scientific advisory board comprised of distinguished scientists and drug developers – MIT’s Angela Koehler, Salk’s Tony Hunter, Berkeley’s Dan Nomura, MPM’s Wendy Young, and Dana Farber’s Eric Fischer.",Early Stage Venture,75000000,USD,75000000
"OmniAb, Inc.",https://www.crunchbase.com/organization/omniab,"Biotechnology, Information Technology","Emeryville, California, United States",OmniAb® provides access to diverse antibody repertoires and screening technologies to enable discovery of next-generation therapeutics.,"17,848",$1M to $10M,Active,2021-02-01,month,2022-11-02,day,,,For Profit,http://www.omniab.com/,"About OmniAb® OmniAb’s discovery platform provides pharmaceutical industry partners access to diverse antibody repertoires and high-throughput screening technologies to enable discovery of next-generation therapeutics. At the heart of the OmniAb platform is the Biological Intelligence™ (BI) of our proprietary transgenic animals, including OmniRat®, OmniChicken® and OmniMouse® that have been genetically modified to generate antibodies with human sequences to facilitate development of human therapeutic candidates. OmniFlic® (transgenic rat) and OmniClic® (transgenic chicken) address industry needs for bispecific antibody applications though a common light chain approach, and OmniTaur™ features unique structural attributes of cow antibodies for complex targets. We believe the OmniAb animals comprise the most diverse host systems available in the industry and they are optimally leveraged through computational antigen design and immunization methods, paired with high-throughput single B cell phenotypic screening and mining of next-generation sequencing datasets with custom algorithms to identify fully human antibodies with superior performance and developability characteristics. These proprietary technologies are joined with and leverage OmniDeep™, which is a suite of in silico tools for therapeutic discovery and optimization that are woven throughout OmniAb’s various technologies and capabilities. Additionally, an established core competency focused on ion channels and transporters further differentiates OmniAb’s technology and creates opportunities in many emerging target classes. OmniAb antibodies have been leveraged across modalities, including bispecific antibodies, antibody-drug conjugates and others. The OmniAb suite of technologies span from BI-powered repertoire generation to cutting-edge antibody discovery and optimization offering a highly efficient and customizable end-to-end solution for the growing discovery needs of the global pharmaceutical industry. For more information, please visit www.omniab.com.",IPO,70000000,USD,70000000
Artyc,https://www.crunchbase.com/organization/artyc,"Biotechnology, Logistics, Medical, Transportation","San Francisco, California, United States","Artyc offers cold shipping of biotech, pharmaceutical, and medical goods.","18,014",,Active,2021-01-01,year,,,,,For Profit,http://www.shipartyc.com/,"Artyc offers cold shipping of biotech, pharmaceutical, and medical goods. The company provides sustainable cold shipping solutions for biotech, pharmaceutical, and medical goods. Their refrigerant-free, reusable, active cooling containers enable businesses to benefit from lower shipping costs and temperature monitoring in their logistics operations.",Early Stage Venture,10682580,USD,10682580
Avstera Therapeutics,https://www.crunchbase.com/organization/avstera-therapeutics,"Biotechnology, Health Care, Medical, Oncology, Therapeutics","Philadelphia, Pennsylvania, United States",Avstera Therapeutics is an oncology-focused biotech company that fulfil unmet needs of cancer patients.,"18,057",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://avstera.com/,"Avstera Therapeutics is an oncology-focused biotech company that fulfil unmet needs of cancer patients. Founded in 2021, with a focus on foundational science, Avstera leverages cutting edge approaches to tackle key immunological challenges seen in the tumor microenvironment.  Avstera also is proud to be collaborating with top cancer researchers at both Georgetown University and the University of Pennsylvania.",,9550000,USD,9550000
Function Oncology,https://www.crunchbase.com/organization/function-oncology,"Biotechnology, Genetics, Oncology, Precision Medicine, Therapeutics","San Diego, California, United States",Function Oncology is a precision medicine company advancing a CRISPR-powered personalized functional genomics platform.,"18,354",$1M to $10M,Active,2023-01-01,year,,,,,For Profit,https://functiononcology.com,Function Oncology is a precision medicine company advancing a CRISPR-powered personalized functional genomics platform to transform the future of targeted cancer treatment.,Early Stage Venture,28000000,USD,28000000
Stellaromics,https://www.crunchbase.com/organization/stellaromics,"3D Technology, Biotechnology","Natick, Massachusetts, United States",Stellaromics is a biotechnology company that specializes in 3D in situ multi-omic analysis technology.,"18,591",$1M to $10M,Active,2022-01-01,year,,,,,For Profit,https://www.stellaromics.com/,,Early Stage Venture,25000000,USD,25000000
Nexo Therapeutics,https://www.crunchbase.com/organization/nexo-therapeutics,"Biotechnology, Life Science, Therapeutics","Littleton, Colorado, United States",Nexo Therapeutics offers treatments for some of cancer's most intractable targets.,"19,641",$1M to $10M,Active,2022-01-01,year,,,,,For Profit,https://www.nexotx.com,Nexo Therapeutics is a small molecule oncology company dedicated to the discovery and development of new drugs for cancer patients who currently lack meaningful therapies.,Early Stage Venture,60000000,USD,60000000
AI Proteins,https://www.crunchbase.com/organization/ai-proteins,"Artificial Intelligence (AI), Biotechnology, Therapeutics","Boston, Massachusetts, United States",AI Proteins is a biotechnology company that focuses on designing and engineering of synthetic miniprotein therapeutics.,"19,817",$10M to $50M,Active,2021-11-01,day,,,,,For Profit,http://aiproteins.com/,"AI Proteins is a biotechnology company that focuses on the design and engineering of synthetic mini protein therapeutics. The company was founded in 2021 and is headquartered in Boston, Massachusetts.",Seed,18200000,USD,18200000
Protein Evolution,https://www.crunchbase.com/organization/protein-evolution,"Biotechnology, Chemical Engineering","New Haven, Connecticut, United States",Protein Evolution is a biotech company ushering in a new era of sustainable and circular plastics.,"19,969",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://protein-evolution.com,"Protein Evolution is a biotech company ushering in a new era of sustainable and circular plastics. The company technology converts end-of-life textile and plastic waste into the building blocks for new textile and plastic products by combining advances in natural science and artificial intelligence. Protein Evolution is assisting businesses, communities, and governments in meeting their sustainability goals while reducing their reliance on fossil fuels.",Seed,20000000,USD,20000000
hC Bioscience,https://www.crunchbase.com/organization/hc-bioscience,"Biotechnology, Health Care, Life Science","Cambridge, Massachusetts, United States",HC Bioscience is an innovator and pioneer of protein editing using context agnostic engineered tRNA.,"20,340",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://hcbioscience.com/,HC Bioscience is an innovator and pioneer of protein editing using context agnostic engineered tRNA. Their First in Class approach for protein editing advances beyond genome editing to direct modification of the proteome.,Early Stage Venture,40000000,USD,40000000
Superluminal Medicines,https://www.crunchbase.com/organization/superluminal-medicines,"Biotechnology, Medical, Pharmaceutical","Boston, Massachusetts, United States",Superluminal Medicines is a generative biological and chemical company accelerating new possibilities in drug discovery and development.,"20,531",$1M to $10M,Active,2022-01-01,year,,,,,For Profit,https://www.superluminalrx.com,"Superluminal Medicines is a generative biological and chemical company accelerating new possibilities in drug discovery and development. Its platform creates candidate-ready compounds with speed using a comprehensive combination of deep biology and chemistry expertise, machine learning, and proprietary big data infrastructure.",Seed,33000000,USD,33000000
Bioveritas,https://www.crunchbase.com/organization/bioveritas,"Biotechnology, Natural Resources","Bryan, Texas, United States",BioVeritas is a bio-based ingredients company.,"20,619",,Active,2021-01-01,year,2021-01-01,day,,,For Profit,https://www.bioveritas.com/,"BioVeritas is a company that uses fermentation to upcycle food and agricultural waste into ingredients and other applications. This microbial consortia resembles the ruminant gastrointestinal tracts of different ruminant species, where these organic acids are likewise created by fermentation by advantageous microbes. The streams they process are recycled to reduce waste. In addition to producing potable water and compost, this process also produces biological carbon dioxide. They involve in food preservation, human health, animal health, and industrial materials.",M&A,65000000,USD,65000000
BiomEdit,https://www.crunchbase.com/organization/biomedit,Biotechnology,"Fishers, Indiana, United States",Microbiome Innovation for Animal Health,"21,092",$1M to $10M,Active,2022-01-01,year,,,,,For Profit,https://www.biomedit.com/,"BiomEdit is an innovation company that discovers, designs, and develops novel probiotics, microbiome derived bioactives, and engineered microbial medicines to address unmet needs in animal health. Our ambition is to create solutions to some of the most important problems in animal agriculture and food security by leveraging the potential of the microbiome.  BiomEdit’s technology is based on a unique platform that utilizes high-throughput sequencing and data analytics to rapidly discover and screen novel probiotic species and bioactive molecules. These can then be engineered to confer thermostability, enhanced production of beneficial metabolites, or expression of immune modulating proteins. These probiotics and microbially-derived compounds represent the next generation of products designed to promote animal health without the use of antibiotics.",Early Stage Venture,48500000,USD,48500000
Aurion Biotechnologies,https://www.crunchbase.com/organization/aurion-biotechnologies,"Biopharma, Biotechnology, Health Care, Medical","Seattle, Washington, United States",Aurion Biotechnologies is a clinical-stage biotech company.,"21,292",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://aurionbiotech.com,"Based in Seattle, Boston and Tokyo, Aurion Biotech is a clinical-stage biotech company. Our mission is to cure leading forms of blindness and transform the lives of millions of patients, by developing a platform of advanced therapies to treat ocular diseases. Our first candidate is for the treatment of corneal edema, and one of the first clinically validated cell therapies for corneal care. Healthy cells from a donor cornea are cultured in a novel, multi-step, proprietary and patented process. Cells from a single donor can be used to treat more than 100 recipient eyes. In clinical trials in Japan, patients have experienced significant and durable improvements in key measures of corneal health: visual acuity, corneal endothelial cell density and corneal thickness.",,120000000,USD,120000000
Capacity Bio,https://www.crunchbase.com/organization/capacity-bio,"Biotechnology, Life Science, Medical","Palo Alto, California, United States",Capacity Bio is a therapeutics company that is focused on mitophagy.,"21,412",,Active,2021-01-01,year,,,,,For Profit,https://www.capacitybio.com/,Capacity Bio is a therapeutics company that is focused on mitophagy. Capacity Bio is developing the most comprehensive and advanced mitophagy therapeutics and development platform for the purpose of restoring mitochondrial quality control in disease.,Early Stage Venture,35000000,USD,35000000
Belharra Therapeutics,https://www.crunchbase.com/organization/belharra-therapeutics,"Biotechnology, Chemical, Therapeutics","San Diego, California, United States",Belharra Therapeutics disrupts the drug discovery paradigm with its novel photoaffinity-based chemoproteomics platform.,"21,771",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.belharratx.com,"Belharra Therapeutics is a privately held drug discovery company that is disrupting the drug discovery paradigm with its novel photoaffinity-based chemoproteomics platform. Belharra scientists can identify small molecule drug candidates for any binding site, on any protein, in any conformational state, and in any cell type using its chemoproteomics platform.  Belharra is based in the San Francisco Bay Area, with its primary lab and offices in San Diego.",Early Stage Venture,50000000,USD,50000000
VedaBio,https://www.crunchbase.com/organization/vedabio,"Biotechnology, Medical","San Diego, California, United States",VedaBio innovative platform for near-instant molecular detection.,"21,955",,Active,2021-01-01,year,,,,,For Profit,https://vedabio.com,VedaBio innovative platform for near-instant molecular detection of multiplexed analytes delivers best-in-class accuracy without the requirement for target amplification transforming molecular biology.,Early Stage Venture,40000000,USD,40000000
Montara Therapeutics,https://www.crunchbase.com/organization/montara-therapeutics,"Biopharma, Biotechnology, Medical, Wellness","San Francisco, California, United States",Montara Therapeutics is a biotechnology company.,"22,015",,Active,2022-01-01,year,,,,,For Profit,,,,8000011,USD,8000011
Hyku,https://www.crunchbase.com/organization/hyku-fef5,"Biopharma, Biotechnology, Life Science","Lexington, Kentucky, United States",Hyku is a biotech company that develops precise covalent targeting of disease-causing proteins.,"22,180",,Active,2021-01-01,year,,,,,For Profit,https://www.hykubiosciences.com,"Hyku is a biotech company that develops precise covalent targeting of disease-causing proteins. The Hyku platform identifies molecules that covalently bind non-cysteine amino acids to aid in the creation of innovative medicines that can address present issues with a variety of disease targets, such as selectivity, druggability, and resistance.",Seed,56000000,USD,56000000
Sedare Biosciences,https://www.crunchbase.com/organization/sedare-biosciences,"Biotechnology, Life Science, SaaS, Software","Palo Alto, California, United States",Sedare Biosciences is a technology company.,"22,375",,Active,2023-01-01,year,,,,,For Profit,,,Seed,2500000,USD,2500000
K36 Therapeutics,https://www.crunchbase.com/organization/k36-therapeutics,"Biotechnology, Therapeutics","Cambridge, Massachusetts, United States",K36 Therapeutics translate epigenetic modulation of oncogenic pathways into small molecule therapies.,"22,798",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.k36tx.com,K36 Therapeutics translate epigenetic modulation of oncogenic pathways into small molecule therapies.,Early Stage Venture,100000000,USD,100000000
Persist AI,https://www.crunchbase.com/organization/persist-ai,"Artificial Intelligence (AI), Biotechnology, Machine Learning","Woodland, California, United States",Persist AI is a biotechnology company that builds long-acting microsphere formulations.,"23,240",,Active,2022-01-01,year,,,,,For Profit,https://www.persist-ai.com,"Persist assist pharmaceutical companies in developing long-acting formulations 50% faster. Because the formulation development process is manual and relies on scientific intuition, it takes a pharmaceutical company 5-10 years to develop a long acting formulation for a drug. This effort is divided into five years of pre-clinical development and five years of clinical testing. Their goal is to use machine learning and automation to reduce the time required for pre-clinical formulation development to three months, making the formulation development process 50% faster.",Seed,4500000,USD,4500000
Aether Therapeutics,https://www.crunchbase.com/organization/aether-therapeutics,"Addiction Treatment, Alternative Medicine, Biopharma, Biotechnology","Austin, Texas, United States",Aether Therapeutics is a biotechnology compound that develops pharmaceutical compound to treat addiction and withdrawal symptoms.,"23,616",,Active,2022-01-01,year,,,,,For Profit,https://www.aethertherapeutics.com/,,,4078010,USD,4078010
Alterome Therapeutics,https://www.crunchbase.com/organization/alterome-therapeutics,"Biopharma, Biotechnology, Pharmaceutical","San Diego, California, United States",Alterome Therapeutics is a biopharmaceutical company developing alteration-specific targeted therapies.,"23,645",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.alterome.com,Alterome Therapeutics is a precision oncology biotech developing alteration-specific therapeutics to address high value and validated oncogenic drivers.,Early Stage Venture,99000000,USD,99000000
Neurosnap,https://www.crunchbase.com/organization/neurosnap,"Artificial Intelligence (AI), Biotechnology, Life Science, Machine Learning, Pharmaceutical","Wilmington, Delaware, United States",Neurosnap is a fully end-to-end suite of machine learning tools designed to easily integrate into your biology and pharmaceutical pipelines.,"23,818",,Active,2022-08-01,day,,,,,For Profit,https://neurosnap.ai/,"Tools like AlphaFold2 have revolutionized the way we biologists do our research, but unfortunately accessing them isn't always that straightforward. Neurosnap is a fully end-to-end suite of machine learning tools designed to easily integrate into your synthetic biology, pharmaceutical, and medical pipelines.",Seed,300000,USD,300000
Conceivable Life Sciences,https://www.crunchbase.com/organization/conceivable-life-sciences,"Biotechnology, Life Science, Medical","New York, New York, United States",Conceivable Life Sciences is building the first fully automated IVF lab to fully democratize access to IVF.,"24,043",$1M to $10M,Active,2022-01-01,year,,,,,For Profit,https://www.conceivable.life/,Conceivable Life Sciences is building the first fully automated IVF lab to democratize access to IVF.,Seed,20000000,USD,20000000
Paratus Sciences,https://www.crunchbase.com/organization/paratus-sciences,"Biotechnology, Health Care","New York, New York, United States",Paratus Sciences is dedicated to advancing human health and health security by comprehending the biology of bats.,"24,570",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.paratussciences.com/,Paratus Sciences is dedicated to advancing human health and health security by comprehending the biology of bats.,Early Stage Venture,100000000,USD,100000000
Galatea Bio,https://www.crunchbase.com/organization/galatea-bio,"Artificial Intelligence (AI), Big Data, Biopharma, Biotechnology, Health Care, Life Science, Machine Learning, Medical, Pharmaceutical","Hialeah, Florida, United States",Galatea Bio’s mission is to drive groundbreaking discoveries in healthcare by pairing genetic diversity with cutting-edge data analytics.,"24,742",,Active,2021-01-01,year,,,,,For Profit,https://www.galatea.bio/,"Galatea Bio, a US-based biotechnology company was founder by Carlos Bustamante, Nicholas Katsanis and Alexander Ioannidis. Our mission is to drive groundbreaking discoveries in healthcare by pairing genetic diversity with cutting-edge data analytics. Our passion is fueled by a focus on populations historically underrepresented in genetics research. We achieve this by leveraging our world-class clinical network and biobank, cutting-edge algorithms, and innovative analyses to discover and validate new tests, treatments, and cures that will improve the lives of all.",Early Stage Venture,17000000,USD,17000000
Metaphore Biotechnologies,https://www.crunchbase.com/organization/metaphore-biotechnologies,"Biotechnology, Product Research, Therapeutics","Cambridge, Massachusetts, United States",Metaphore Biotechnologies is a firm that uses biomimicry and machine learning to unlock the revolutionary therapeutic.,"24,776",,Active,2021-01-01,year,,,,,For Profit,https://metaphorebio.com,"Metaphore Biotechnologies use biomimicry and machine learning to unveil the revolutionary medicinal potential of functional molecular mimics. The MIMiCTM platform, developed by the business, is a computationally driven bio platform for developing novel therapies in which function, specificity, and selectivity may be optimized. Metaphore is dedicated to uncovering previously inaccessible pharmacological targets and achieving breakthroughs that exceed today's medications for maximum patient effect.",,50000000,USD,50000000
Robigo,https://www.crunchbase.com/organization/robigo,"Agriculture, Biotechnology, Environmental Engineering","Cambridge, Massachusetts, United States",Robigo is a biomanufacturing company engineering microbes to create more sustainable crop protection solutions.,"24,972",,Active,2021-01-01,year,,,,,For Profit,https://www.robigo.bio/,Robigo is a biomanufacturing company engineering microbes to create more sustainable crop protection solutions.,Seed,8000000,USD,8000000
AIRNA,https://www.crunchbase.com/organization/airna,"Biotechnology, Health Care, Medical","Cambridge, Massachusetts, United States",AIRNA is a biotech company that is pioneering RNA editing therapies to improve the health of individuals.,"25,024",,Active,2021-01-01,year,,,,,For Profit,https://airna.com,AIRNA is a biotech company that is pioneering RNA editing therapies to improve the health of individuals suffering from both rare and common ailments.,Early Stage Venture,30000000,USD,30000000
CorriXR Therapeutics,https://www.crunchbase.com/organization/corrixr-therapeutics,"Biotechnology, Health Care, Therapeutics","Wilmington, Delaware, United States",CorriXR Therapeutics is a biotechnology company.,"25,027",,Active,2022-01-01,year,,,,,For Profit,https://www.corrixr.com/,"CorriXR Therapeutics is a biotechnology company. The company is headquartered in Wilmington, Delaware, United States.",,6525179,USD,6525179
Nanite,https://www.crunchbase.com/organization/nanite-018f,"Artificial Intelligence (AI), Biotechnology, Genetics, Life Science","Boston, Massachusetts, United States",Nanite is a non-viral gene delivery company of the next generation.,"25,397",,Active,2021-01-01,year,,,,,For Profit,https://www.nanitebio.com,Nanite is a non-viral gene delivery company that is developing a new class of programmable polymer nanoparticles for a variety of applications and indications.,Seed,8000000,USD,8000000
Sirius Therapeutics,https://www.crunchbase.com/organization/sirius-therapeutics,"Biotechnology, Pharmaceutical, Therapeutics","San Diego, California, United States",Sirius Therapeutics is an innovative biotechnology company that focuses on RNAi therapies for cardiovascular diseases.,"25,398",,Active,2021-01-01,year,,,,,For Profit,https://www.siriusrna.com,Sirius Therapeutics is an innovative biotechnology company that focuses on RNAi therapies for cardiovascular diseases.,Early Stage Venture,60000000,USD,60000000
ProJenX,https://www.crunchbase.com/organization/projenx,"Biopharma, Biotechnology, Health Care, Therapeutics","New Suffolk, New York, United States",ProJenX is a biopharmaceutical company that develops novel small molecule therapeutics that target motor neuron degenerative pathways.,"25,633",,Active,2021-01-01,year,,,,,For Profit,https://projenx.com,"ProJenX is a biopharmaceutical company that develops novel small molecule therapeutics that target motor neuron degenerative pathways. The company was founded in 2021 and is headquartered in Nissequogue, New York.",Early Stage Venture,20100000,USD,20100000
Biohaven,https://www.crunchbase.com/organization/biohaven,"Biopharma, Biotechnology, Health Care","New Haven, Connecticut, United States",Biohaven is a clinical-stage biopharmaceutical company that discovers and develops therapies for people with debilitating diseases.,"25,853",,Active,2022-01-01,year,2017-05-05,day,,,For Profit,https://www.biohaven.com,,IPO,258700000,USD,258700000
Switch Bioworks,https://www.crunchbase.com/organization/switch-bioworks,"Agriculture, AgTech, Biotechnology, CleanTech","San Carlos, California, United States",Switch Bioworks produces sustainable nitrogen fertilizer by reprogramming naturally occurring symbiotic microbes to produce fertilizers.,"26,087",$1M to $10M,Active,2022-01-01,year,,,,,For Profit,https://www.switchbioworks.com/,,Seed,8100000,USD,8100000
Human Immunology Biosciences,https://www.crunchbase.com/organization/human-immunology-biosciences,"Biotechnology, Life Science, Medical, Product Research, Therapeutics","San Francisco, California, United States",Human Immunology Biosciences is a biotechnology company focused on developing therapies for immune-mediated diseases.,"26,441",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://hibio.com,"HI-Bio was established on the premise that treatments for immune-mediated illnesses have the potential to provide patients with better outcomes.  Many IMDs are caused by immune system cells, such as mast cells, neutrophils, plasma cells, and more, which are dysfunctional. These cells are in charge of crucial processes and functions. With the use of medicines, HI-efforts Bio uses a precision medicine strategy to target, modify or deplete key cellular disease drivers. HI-Bio was established in 2021 in San Francisco, California.",Early Stage Venture,215000000,USD,215000000
Aperiam Bio,https://www.crunchbase.com/organization/aperiam-bio,"Biotechnology, Health Care, Therapeutics","Austin, Texas, United States","Aperiam Bio partners with enzyme engineers to create and share stabilized, solubilized, and catalytically optimized proteins.","27,916",,Active,2021-01-01,year,,,,,For Profit,https://aperiambio.com/,"Aperiam Bio partners with enzyme engineers and distributors to create and share stabilized, solubilized, and catalytically optimized proteins. The company was founded in 2021 and is headquartered in Austin, Texas, United States.",Seed,12660002,USD,12660002
Celeris Therapeutics,https://www.crunchbase.com/organization/celeris-therapeutics,"Artificial Intelligence (AI), Biotechnology, Information Technology, Life Science, Pharmaceutical","Menlo Park, California, United States",Harnessing deep learning and lab automation to accelerate drug discovery in targeted protein degradation.,"27,943",$1M to $10M,Active,2021-01-01,month,,,,,For Profit,https://www.celeristx.com,"Celeris Therapeutics is an AI-first drug discovery company that develops proximity-inducing compounds (PICs), focusing on PIC degraders for diseases with high unmet medical needs, such as Parkinson's and various types of cancers. Celeris Therapeutics has developed the Celeris One platform to streamline the development of degraders and, most importantly, rationalize their design. Celeris One leverages structure-based geometric deep learning to prioritize specific E3 ligases, design linkers, and select the most active compounds for synthesis. An in-house automated lab quickly generates experimental data for additional optimization cycles.   Celeris Therapeutics collaborates with pharma and biotech companies to jointly discover and develop small-molecule degrader medicines for all therapeutic areas. It is also developing an in-house drug pipeline. Celeris Therapeutics has offices in Menlo Park, CA, and Graz, Austria.",,16500000,EUR,16982404
Alga Biosciences,https://www.crunchbase.com/organization/alga-biosciences,"Biotechnology, Farming, Life Science","San Francisco, California, United States",Alga Biosciences is eliminating enteric methane emissions at scale.,"27,987",,Active,2021-07-19,day,,,,,For Profit,https://www.alga.bio/,"Alga Biosciences is a feed additive intended to eliminate agricultural methane emissions by cattle using algae. They use biochemistry to eliminate enteric methane emissions and provide natural red seaweed and feed additives, enabling farmers to save money and the community to fight against climate change and slow global warming.",Seed,4000000,USD,4000000
Solu Therapeutics,https://www.crunchbase.com/organization/solu-therapeutics,"Biotechnology, Therapeutics","Boston, Massachusetts, United States",Solu Therapeutics is a precision-medicine-focused company developing therapeutics to eliminate disease-driving cells.,"28,116",,Active,2022-01-01,year,,,,,For Profit,https://solutherapeutics.com,Solu Therapeutics is a precision-medicine-focused company developing therapeutics to eliminate disease-driving cells.,Seed,31000000,USD,31000000
Excellos,https://www.crunchbase.com/organization/excellos,"Biotechnology, Health Care, Life Science, Medical, Product Research","San Diego, California, United States","Excellos is a developer and manufacturer of cell, gene therapies.","28,161",,Active,2021-01-01,year,,,,,For Profit,https://www.excellos.com,"Excellos is a developer and manufacturer of cell and gene therapies intended to facilitate the advancement of advanced therapies. The company offers development and clinical manufacturing for CAR-T, tumor-infiltrating lymphocyte therapy, and immunotherapy, enabling clients to realize the potential of these powerful therapeutics and saving patients' lives. They focus on providing cGMP cellular products and services to scientists and physicians working with cell and gene therapies, as well as process development and manufacturing expertise. The mission is to accelerate the development of cellular therapies and enable these powerful medications to reach their full potential, saving lives now and improving lives tomorrow. establishing a new benchmark in the industry.",,19999999,USD,19999999
Kincell Bio,https://www.crunchbase.com/organization/kincell-bio,"Biopharma, Biotechnology, Pharmaceutical","Gainesville, Florida, United States",Kincell Bio collaborates with cell therapy developers by using considerable scientific experience and industry understanding.,"28,291",,Active,2023-01-01,year,,,,,For Profit,https://kincellbio.com,"Kincell Bio collaborates with cell therapy developers by using considerable scientific experience and industry understanding. Transparency, accountability, and accuracy are essential to what makes us a reliable partner for process and analytical development, CMC assistance, and high-quality clinical cell therapy manufacturing services.",Early Stage Venture,36000000,USD,36000000
Marlinspike Therapeutics,https://www.crunchbase.com/organization/marlinspike-therapeutics,"Biotechnology, Health Care, Therapeutics","Cambridge, Massachusetts, United States",Marlinspike Therapeutics is a biotechnology company operating in stealth mode.,"28,325",,Active,2022-01-01,year,,,,,For Profit,,"Marlinspike Therapeutics is a biotechnology company operating in stealth mode. The company was founded in 2021 and is headquartered in Cambridge, Massachusetts, United States.",,3500000,USD,3500000
LTZ Therapeutics,https://www.crunchbase.com/organization/ltz-therapeutics,"Biotechnology, Health Care, Medical","San Francisco, California, United States",LTZ develops novel immunotherapies to treat patients that suffer from cancer and other diseases with an unmet clinical need.,"28,511",,Active,2022-01-01,year,,,,,For Profit,http://www.ltztherapeutics.com/,LTZ develops novel immunotherapies to treat patients that suffer from cancer and other diseases with an unmet clinical need.,Seed,27000000,USD,27000000
Mindstate Design Labs,https://www.crunchbase.com/organization/mindstate-design-labs,"Biotechnology, Health Care, Therapeutics","Pittsburgh, Pennsylvania, United States",Mindstate Design Labs is a preclinical-stage biotechnology company developing the next generation of psychedelic-inspired therapeutics.,"28,655",,Active,2021-01-01,year,,,,,For Profit,https://www.mindstate.design,Mindstate Design Labs is a preclinical-stage biotechnology company developing the next generation of psychedelic-inspired therapeutics for intractable mental health conditions. The company maps the biological basis of the varieties of psychedelic experiences and uses that map to design therapeutic states of mind to be applied in medically supervised settings to heal the root causes of mental health disorders.,Seed,11625000,USD,11625000
Aclid,https://www.crunchbase.com/organization/aclid,"Biopharma, Biotechnology, Life Science","New York, New York, United States",Aclid is a biotechnology security and compliance automation platform.,"28,868",,Active,2021-01-01,year,,,,,For Profit,https://aclid.bio,"Aclid is a biotechnology security and compliance automation platform. Aclid is used by gene synthesis companies to verify customers, screen DNA and RNA orders for pathogenic and hazardous elements, and automate compliance inspections.",Seed,3300000,USD,3300000
Harmonic Discovery,https://www.crunchbase.com/organization/harmonic-discovery,"Biotechnology, Therapeutics","New York, New York, United States",Harmonic Discovery operates as a pharmaceutical company that develops a platform that combines computing and experimentation.,"29,160",,Active,2021-01-01,year,,,,,For Profit,https://www.harmonicdiscovery.com/,Harmonic Discovery operates as a pharmaceutical company that develops a platform that combines computing and experimentation.,Seed,8000000,USD,8000000
Normunity,https://www.crunchbase.com/organization/normunity,"Biotechnology, Medical, Oncology, Therapeutics","West Haven, Connecticut, United States",Normunity develops precision immuno-oncology medicines that enable normal immunity against cancer.,"29,415",,Active,2021-01-01,year,,,,,For Profit,https://normunity.com,"Normunity is a biotechnology company creating a new class of precision immuno-oncology medicines, called immune normalizers, that target novel mechanisms that free the body’s normal immunity against cancer. Based on an ongoing, interactive academic-biotech alliance with the lab of Dr. Lieping Chen at Yale School of Medicine, Normunity is targeting newly-discovered mechanisms of immune disruption in cancer based on proprietary discovery platforms that elucidate the complex interactions between human cancer and the immune system. The company is advancing an emerging pipeline of immune normalizers, including initial drug programs that target mechanisms that drive the exclusion of T-cells from immune-sensitive tumors and other mechanisms that are barriers to normal immune function in cancer. Normunity is located in Boston, Massachusetts and West Haven, Connecticut.",Early Stage Venture,65000000,USD,65000000
