Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Wobble Genomics,https://www.crunchbase.com/organization/wobble-genomics,Biotechnology,"Edinburgh, Edinburgh, City of, United Kingdom",Wobble Genomics specializes in maximizing RNA and DNA sequencing efficiency for the discovery and detection of nucleic acid biomarkers.,"71,240",,Active,2021-01-01,year,,,,,For Profit,https://www.wobblegenomics.com/,Wobble Genomics specializes in maximizing RNA and DNA sequencing efficiency for the discovery and detection of nucleic acid biomarkers.,Seed,2047171,USD,2047171
BugBiome,https://www.crunchbase.com/organization/bugbiome,"Biotechnology, Life Science","London, England, United Kingdom",BugBiome is a biotech start-up harnessing the microbiome for pest protection,"72,236",,Active,2021-10-26,day,,,,,For Profit,https://bugbiome.com,BugBiome is a biotech start-up harnessing the microbiome for pest protection,Seed,150000,GBP,188367
Dyneval,https://www.crunchbase.com/organization/dyneval,Biotechnology,"Edinburgh, Edinburgh, City of, United Kingdom",Dyneval is a biotechnology start-up.,"73,321",,Active,2020-01-01,year,,,,,For Profit,https://www.dyneval.com/,Dyneval is a provider of portable technology for cattle semen analysis.,,2465000,GBP,3270908
Really Clever,https://www.crunchbase.com/organization/really-clever,Biotechnology,"Nottingham, Nottingham, United Kingdom",Really Clever is a fungal discovery platform pioneering new solutions to some of the planet's most pressing problems,"73,518",,Active,2021-01-01,year,,,,,For Profit,http://www.reallyclever.co,"Really Clever is a fungal discovery platform that develops innovative biomaterials. The company's technology enables businesses to utilize fungi by matching fungal properties with potential sustainable applications. Fungi are the ideal bridge to a sustainable future because they produce clean, affordable, and desirable products with a wide range of uses and low energy requirements.",Seed,958993,USD,958993
Epitopea,https://www.crunchbase.com/organization/epitopea,"Biotechnology, Life Science, Therapeutics","Cambridge, Cambridgeshire, United Kingdom",Epitopea is a transatlantic cancer immunotherapeutics company.,"75,309",,Active,2021-01-01,year,,,,,For Profit,https://www.epitopea.com,"Epitopea is a transatlantic biotechnology company developing transformational immunotherapies to treat cancer by targeting a new class of antigens that are broadly shared between patients with the same cancer indication. Cryptigen™ TSAs are discovered by a proprietary approach deploying immunopetidomics, mass spectrometry, genomics, and bioinformatics, which allows the identification of conserved, aberrantly-expressed, tumour-specific antigens, hidden in cancer's 'junk' DNA. These hidden Cryptigen™ TSAs have been identified by research led by Drs. Claude Perreault and Pierre Thibault at the Institute for Research in Immunology and Cancer at Université de Montréal.",Seed,10300000,GBP,13119114
Alt Atlas Ltd.,https://www.crunchbase.com/organization/alt-atlas-ltd,"Alternative Protein, Artificial Intelligence (AI), B2B, Biotechnology, Machine Learning, Software","London, England, United Kingdom",Developing an AI-digital manufacturing platform to unlock the potential of cell cultivation,"75,721",,Active,2021-01-01,year,,,,,For Profit,https://alt-atlas.com/,"Alt Atlas is developing an AI-digital manufacturing platform linked to cell lines and smart tools allowing to reach production states faster and in a cost-effective way. Platform technology. B2B. Phase I: Cultivated meat. Phase II: Biotech (in-vitro toxicology testing, disease modeling). After almost a decade and billions invested, cultivated meat is still not in the market. According to GFI and New Harvest (main NPOs), AI is an underused tool in the field and is set to solve the complex multi-variable multi-factor scale-up challenge. In addition to that, the lack of relevant cell lines (cultivated meat starter material) is lacking and that is preventing innovation in the field. Product: Novel cell lines (non-GMO, multiple animal species) and how to use them (customized AI-based services). Alt Atlas is a technology enabler. Customers: cultivated meat B2C companies (producing the meat). The team has over 70 years of relevant combined experience at top universities, multinational food and agritech corporations and in building a StartUp in the field. The team members have: developed bioinformatic software platforms and tools, established state-of the art stem cell lines to improve human health and pioneered the cultivated meat ecosystem in Latin America.",Seed,255000,USD,255000
Vitarka Therapeutics,https://www.crunchbase.com/organization/vitarka-therapeutics,"Biotechnology, Health Care, Life Science, Medical","London, England, United Kingdom",Vitarka Therapeutics develops medical technology and solutions for various types of cancer.,"75,783",,Active,2021-01-01,year,,,,,For Profit,https://vitarka.co.uk/,"Vitarka Therapeutics develops medical technology and solutions for various types of cancer. It is based in London, United Kingdom.",Seed,1270000,GBP,1579626
Nodus Oncology,https://www.crunchbase.com/organization/nodus-oncology,"Biotechnology, Oncology","Snodland, Kent, United Kingdom",Nodus Oncology Developing the DDR targeting therapies.,"76,649",,Active,2022-01-01,year,,,,,For Profit,https://www.nodusoncology.com/,Nodus Oncology Developing the DDR targeting therapies.,Seed,2400000,GBP,2892995
Glamorous AI,https://www.crunchbase.com/organization/glamorous-ai,"Artificial Intelligence (AI), Biotechnology, Health Care, Medical","London, England, United Kingdom",Glamorous AI is a developer of an artificial intelligence-based drug discovery platform.,"77,976",,Active,2020-01-01,year,2021-10-28,day,,,For Profit,https://www.glamorous.ai/,"Glamorous AI is a developer of an artificial intelligence-based drug discovery platform. The company's platform specializes in the research of medicines from the preceding experimental results, identifies and assimilates multiple subtle and complex compounds.",M&A,440000,USD,440000
AMPLY Discovery,https://www.crunchbase.com/organization/amply-discovery,"Artificial Intelligence (AI), Biotechnology, Health Care, Pharmaceutical","Belfast, Belfast, United Kingdom",AMPLY uses machine learning and synthetic biology to mine vast biological data to discover novel drug and nutraceutical candidates.,"78,567",,Active,2021-02-01,month,,,,,For Profit,https://amplydiscovery.com/,"AMPLY deploys machine learning and synthetic biology to mine vast biological data to discover novel drug and nutraceutical candidates. Using a proprietary in silico and in vitro platform we discover first-in-class molecules. AMPLY is helping tackle some of humankind's greatest challenges such as cancer, metabolic diseases, and MDR infections.",Seed,1033114,USD,1033114
ProtonDx,https://www.crunchbase.com/organization/protondx,"Biotechnology, Consulting, Health Care, Health Diagnostics","London, England, United Kingdom",ProtonDx is a health technology company.,"80,287",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://protondx.com,"ProtonDx is a diagnostic platform that provides molecular testing services. They combine speed, sensitivity, specificity, and convenience to differentiate and detect multiple pathogens from the sample. They respond to customer inquiries by contact form and email.",,365000,GBP,396335
PlantSea,https://www.crunchbase.com/organization/plantsea,"Aquaculture, Biotechnology, Plastics and Rubber Manufacturing, Recycling, Sustainability","Gaerwen, Isle of Anglesey, United Kingdom",PlantSea manufactures and develops sustainable products using seaweed and aquaculture materials.,"80,975",,Active,2020-01-01,year,,,,,For Profit,https://www.plantsea.co.uk/,"PlantSea manufactures and develops sustainable products using seaweed and aquaculture materials. It offers bioplastics items as biodegradable alternatives. PlantSea is based in Gaerwen, England.",Seed,689415,GBP,839449
Cellsway,https://www.crunchbase.com/organization/cellsway,"Biotechnology, Health Care","Nether Alderley, Cheshire, United Kingdom",Cellsway is developing liquid biopsy platform which uses a simple blood sample for monitoring cancer.,"84,387",,Active,2020-01-01,year,,,,,For Profit,https://cellsway.com/,"Cellsway is a liquid biopsy company that was created to provide quick cancer CTC detection methods. The business's technology, which is minimally invasive and uses a straightforward blood sample for cancer monitoring, enables healthcare professionals to heal their patients and enhance their quality of life. focuses on the development of microfluidics and lab-on-a-chip technologies for biomedical purposes.",Seed,1200000,EUR,1269444
Ocean Bio,https://www.crunchbase.com/organization/ocean-bio,"Biopharma, Biotechnology, Life Science, Neuroscience, Pharmaceutical","Bristol, Bristol, City of, United Kingdom",GPCR drug discovery company focused on restoring neurotransmission with precision serotonin modulators.,"85,240",,Active,2021-04-21,day,,,,,For Profit,,,Seed,2000000,USD,2000000
HydRegen,https://www.crunchbase.com/organization/hydregen,"Biopharma, Biotechnology, Manufacturing","Oxford, Oxfordshire, United Kingdom",HydRegen is a biotechnology company that provides sustainable solutions for chemical manufacturing.,"85,269",,Active,2020-01-01,year,,,,,For Profit,https://hydregenoxford.com,"HydRegen is a biotechnology company that provides sustainable solutions for chemical manufacturing.  HydRegen was founded in 2020 and was headquartered in Oxford, United Kingdom.",Seed,2600000,GBP,3242550
VacV Biotech,https://www.crunchbase.com/organization/vacv-biotech,"Biotechnology, Health Care, Life Science, Medical","London, England, United Kingdom",VacV Biotech develops an oncolytic virus platform based on the vaccinia virus.,"85,469",,Active,2022-01-01,year,,,,,For Profit,https://vacvbtx.com/,"VacV Biotherapeutics develops an oncolytic virus platform based on the vaccinia virus. The platform genetically modifies the oncolytic virus, which improves its specificity to tumors, reduces neurotoxicity, enhances the therapeutic effect, and greatly increases the production of extracellular enveloped virus (EEV). It has higher safety and efficiency and can be administered by intravenous injection.",,3000000,USD,3000000
Herlab,https://www.crunchbase.com/organization/herlab,"Biotechnology, Food and Beverage, Product Research","Saltash, Cornwall, United Kingdom",Herlab is a biotechnology company that specializes in producing recombinant proteins using synthetic biology and artificial intelligence.,"91,160",,Active,2022-01-01,year,,,,,For Profit,https://www.herlab.bio/,,Seed,230000,USD,230000
Digistain,https://www.crunchbase.com/organization/digistain,"Biotechnology, Health Care, Health Diagnostics, Medical Device","London, England, United Kingdom",Digistain uses infrared scanning to determine which breast cancer patients are fit for chemotherapy.,"92,383",,Active,2020-01-01,year,,,,,For Profit,https://digistain.co.uk,"Digistain uses infrared scanning to determine which breast cancer patients are fit for chemotherapy. The company was founded in 2020 and is headquartered in London, England, United Kingdom.",Seed,125000,USD,125000
Apertura Gene Therapy,https://www.crunchbase.com/organization/apertura-gene-therapy,"Biotechnology, Health Care, Medical","Newyork, Argyll and Bute, United Kingdom",Apertura Gene Therapy is a biotechnology company that treats debilitating diseases with limited options.,"92,678",,Active,2021-01-01,year,,,,,For Profit,https://aperturagtx.com/,"Apertura Gene Therapy offers treatment options for debilitating diseases with few options. It is in a unique position to develop genetic medicines by simultaneously engineering AAV capsids, regulatory elements, and payloads to overcome current gene therapy limitations. They are dedicated to the advancement of gene therapy and believe that by collaborating with corporate and academic partners, patients, and disease.",Early Stage Venture,67000000,USD,67000000
Alethiomics,https://www.crunchbase.com/organization/alethiomics,"Biotechnology, Therapeutics","Headington, Oxfordshire, United Kingdom",Alethiomics is a biotech company harnessing the power of single-cell multi-omic technology to discover & develop treatment for blood cancer.,"93,003",,Active,2021-01-01,year,,,,,For Profit,https://www.alethiomics.com,Alethiomics is a pre-clinical biotech company harnessing the power of single-cell multi-omic technology to discover and develop life-changing treatments for patients with blood cancer.,Seed,6000000,GBP,7957201
Crossr,https://www.crunchbase.com/organization/crossr,"Biopharma, Biotechnology, Pharmaceutical","London, England, United Kingdom",Crossr is a pharmaceutical company that operates a no-code operating platform that executes drug discovery.,"95,709",,Active,2021-01-01,year,,,,,For Profit,https://www.crossr.co.uk,"Crossr is a pharmaceutical company that operates a no-code operating platform that executes drug discovery. Crossr was founded in 2021 and was headquartered in London, United Kingdom.",Seed,150000,GBP,197100
Pheon Therapeutics,https://www.crunchbase.com/organization/pheon-therapeutics,"Biotechnology, Life Science, Medical, Therapeutics","London, England, United Kingdom",Pheon Therapeutics is an Antibody-Drug Conjugate (ADC) specialist that creates ADCs for a variety of difficult-to-treat cancers.,"99,416",,Active,2022-01-01,year,,,,,For Profit,https://pheontx.com,"Pheon Therapeutics is an Antibody-Drug Conjugate (ADC) specialist that creates ADCs for a variety of difficult-to-treat cancers. Its lead program is a first-in-class ADC against a novel target that is highly expressed in solid tumors across a broad range of hard-to-treat cancer types. The company was founded in 2022 and is based in London, England.",Early Stage Venture,68000000,USD,68000000
Tay Therapeutics,https://www.crunchbase.com/organization/tay-therapeutics,"Biopharma, Biotechnology, Health Care, Health Diagnostics","Dundee, Dundee City, United Kingdom",Tay Therapeutics is a drug discovery company that develops the next generation of topical and oral therapies for inflammatory conditions.,"100,091",,Active,2020-01-01,year,,,,,For Profit,https://taytherapeutics.com/,,Seed,1600000,GBP,2178783
Emm,https://www.crunchbase.com/organization/emm-126f,Biotechnology,"London, England, United Kingdom",Emm is developing the next generation of bio-wearables for better healthcare,"101,170",,Active,2020-01-01,year,,,,,For Profit,https://www.emm.co/about-us-we-are-emm-tech,Emm is developing the next generation of consumer health tools to manage your health on your terms. We want to empower everyone to change the quality of their life by inherently understanding their health though technology and specialist knowledge.,Seed,891000,GBP,1065608
Imperagen,https://www.crunchbase.com/organization/imperagen,"Artificial Intelligence (AI), Biotechnology, Life Science","Manchester, Manchester, United Kingdom","Imperagen is a biotechnology research company focused on enzyme engineering, artificial intelligence, and synthetic biology.","102,606",,Active,2021-01-01,year,,,,,For Profit,https://imperagen.com/,,Seed,3500000,GBP,4250270
DataClue Genomics,https://www.crunchbase.com/organization/dataclue-genomics,"Artificial Intelligence (AI), Biotechnology, Data Management, Genetics, Health Care, Health Insurance, Life Science, Machine Learning, Medical","London, England, United Kingdom","An AI-for-AI genomics platform focusing on standardisation, insight extraction, and biomarkers discovery - Genomics data management","102,708",,Active,2021-08-01,day,,,,,For Profit,,"An AI-for-AI genomics platform focusing on standardisation, insight extraction, and biomarkers discovery > Genomics data management for hospitals and universities (research Depts.)  > Cross-analysHuman-in-the-loop genomics AI toolkit for researchers and clinicians  e imputed genomics from several sources >",Seed,2000000,GBP,2779198
Cellexcel,https://www.crunchbase.com/organization/cellexcel,"Biotechnology, Manufacturing","Norwich, Norfolk, United Kingdom",Cellexcel is a biomaterials research company that develops technology for enhancement of water resistance of biomaterials.,"107,944",,Active,2021-01-01,year,,,,,For Profit,https://cellexcel.co.uk/,Cellexcel is a biomaterials research company that develops technology for enhancement of water resistance of biomaterials.,Seed,320000,GBP,451461
Kesmalea Therapeutics,https://www.crunchbase.com/organization/kesmalea-therapeutics,"Biotechnology, Life Science, Medical","London, England, United Kingdom",Kesmalea Therapeutics is a biotech startup focusing on the discovery of novel protein degraders.,"110,941",,Active,2020-01-01,year,,,,,For Profit,,Kesmalea Therapeutics is a biotech startup focusing on the discovery of novel protein degrades. The company also provides an alternative approach for therapeutics with ‘PROTAC-like’ actions.,,470000,EUR,569360
TherageniX,https://www.crunchbase.com/organization/theragenix,"Biotechnology, Health Care, Life Science","London, England, United Kingdom",TherageniX delivers genes that direct the body to make necessary proteins or substances that aid in tissue regeneration.,"112,447",,Active,2022-01-01,year,,,,,For Profit,https://theragenix.health,"TherageniX delivers genes that direct the body to make necessary proteins or substances that aid in tissue regeneration using patented technology. TherageniX's technology employs a proprietary non-viral delivery system to distribute targeted regeneration factor genes (e.g., VEGF and BMP for vascularization and osteogenesis, respectively) as well as autologous bone marrow cells from the patient.",,995000,GBP,1260782
ŌGI Bio,https://www.crunchbase.com/organization/ōgi-bio,"Biopharma, Biotechnology","Edinburgh, Edinburgh, City of, United Kingdom",ŌGI Bio is a Biotechnology Research company.,"113,197",,Active,2020-01-01,year,,,,,For Profit,https://www.ogibio.com,ŌGI Bio is a newly formed start-up company from The University of Edinburgh with the mission to revolutionize the way that microbes are grown and managed.,Seed,1000000,GBP,1232588
CipherX,https://www.crunchbase.com/organization/cipherx,"Biotechnology, Information Technology","London, England, United Kingdom",CipherX is a tattoo device that allows users to design and create own tattoo with minimal pain and faster healing process.,"116,414",,Active,2021-01-01,year,,,,,For Profit,https://www.cipherx.tech/,,Seed,340000,GBP,437104
ThirtyFiveBio,https://www.crunchbase.com/organization/thirtyfivebio,Biotechnology,"Abingdon, Oxfordshire, United Kingdom",ThirtyFiveBio is a biotechnology agency,"116,584",,Active,2021-01-01,year,,,,,For Profit,https://30fivebio.com,,,495000,GBP,618236
Isomorphic Laboratories,https://www.crunchbase.com/organization/isomorphic-laboratories,"Artificial Intelligence (AI), Biotechnology, Medical","London, England, United Kingdom",Isomorphic Laboratories specializes in the drug discovery process with an AI-first approach.,"119,335",,Active,2021-01-01,year,,,,,For Profit,https://www.isomorphiclabs.com,,,,,
Fitabeo Therapeutics,https://www.crunchbase.com/organization/fitabeo-therapeutics,"Biotechnology, Health Care, Medical","Edinburgh, Edinburgh, City of, United Kingdom",Fitabeo Therapeutics develops and commercializes innovative medicines.,"123,108",,Active,2022-01-01,year,,,,,For Profit,http://www.fitabeo.com,,,100000,GBP,123460
Byosen Limited,https://www.crunchbase.com/organization/byosen-limited,Biotechnology,"London, England, United Kingdom",Medtech Precision Care Platform for Youth Neuropsychiatric and Psychosomatic Disorders,"124,975",,Active,2021-05-10,day,,,,,For Profit,https://www.byosen.com,"Precision medicine platform uses wearable, chemical sensing and AI to quantify emotional mental states.",Seed,250000,GBP,295576
Metallo Bio,https://www.crunchbase.com/organization/metallo-bio,"Biopharma, Biotechnology, Medical, Therapeutics","Sheffield, Sheffield, United Kingdom",Metallo Bio's focus is on the development of two lead chemicals that represent a pioneering new class of antibiotics.,"127,288",,Active,2021-03-01,month,,,,,For Profit,http://www.metallobio.com,"Metallo Bio's focus is on the development of two lead chemicals that represent a pioneering new class of antibiotics, with the goal of addressing the rising issue of antimicrobial resistance.",Seed,330000,GBP,370888
Aramune Technologies,https://www.crunchbase.com/organization/aramune-technologies,"Biotechnology, Life Science","Belfast, Belfast, United Kingdom","Aramune Technologies is developing natural, plant derived feed materials which can be mixed with standard animal feeds.","133,433",,Active,2021-01-01,year,,,,,For Profit,https://www.aramune.com/,"Aramune Technologies is developing natural, plant derived feed materials which can be mixed with standard animal feeds to replace antimicrobial agents and promote growth.",Seed,1100000,GBP,1417090
Wastewater Fuels,https://www.crunchbase.com/organization/wastewater-fuels,"Biotechnology, Environmental Consulting","Coventry, Coventry, United Kingdom",Wastewater Fuels are microbial electrolysis cells that produce green hydrogen from wastewater.,"135,994",,Active,2021-01-01,year,,,,,For Profit,https://www.wastewaterfuels.com,"Wastewater Fuels is on a mission to transform our collective approach to wastewater treatment. By extracting chemical energy from a variety of wastewaters, including domestic sewage and industrial food wastes, we are transforming an expensive, energy-intensive industry into a net energy producer.",,100000,GBP,120369
AccuStem Sciences,https://www.crunchbase.com/organization/accustem-sciences,Biotechnology,"London, England, United Kingdom",AccuStem Sciences is a life sciences company dedicated to optimizing outcomes for all patients with cancer.,"139,301",$1M to $10M,Active,2020-01-01,year,2022-03-04,day,,,For Profit,https://accustem.com,AccuStem Sciences is a life sciences company dedicated to optimizing outcomes for all patients with cancer.,IPO,2675940,USD,2675940
Gaia's Farming Co.,https://www.crunchbase.com/organization/gaia-s-farming-co,"Biotechnology, Cannabis, Food and Beverage, Food Processing","London, England, United Kingdom","Biotech startup utilising Mother Earth's most sustainable plant, hemp, for her environmental, health and material benefits.","141,137",,Active,2020-10-27,day,,,,,For Profit,http://www.gaiasfarming.co,"Gaia's Farming is a biotech that offers hemp-based milk alternatives. The company works with experts in microbiology, farming, and processing industries to create its products. Gaia's Farming products can be used in coffee, tea, cereal, and smoothies.",Seed,750000,GBP,916413
PandMe,https://www.crunchbase.com/organization/pandme-c4a0,"Biotechnology, Genetics, Natural Language Processing","London, England, United Kingdom","PandMe is a DNA testing technology company that enables its users to access their ancestry, genealogy, and inherited traits.","141,155",,Active,2021-04-01,day,,,,,For Profit,https://pandme.co,"PandMe is a human genome research company enabling users to study their ancestry, genealogy, and inherited traits. PandMe allows its clients/users to study their ancestry, genealogy, and inherited traits. The company also markets to researchers and scientists, for whom they provide neatly categorized and easily searchable data.",Seed,2100000,USD,2100000
Corryn Biotechnologies,https://www.crunchbase.com/organization/corryn-biotechnologies,"Biotechnology, Medical, Medical Device","Morriston, Swansea, United Kingdom",Corryn is a biotechnology company that develops wound dressing devices to redefine the chronic and complex wound care.,"145,216",,Active,2021-01-01,year,,,,,For Profit,https://www.corryn.co.uk/,"Corryn is a biotechnology company that develops Heals device, a contactless approach to redefine the chronic and complex wound care.",,50000,GBP,63461
Inspira Pharmaceuticals,https://www.crunchbase.com/organization/inspira-pharmaceuticals,"Biopharma, Biotechnology, Clinical Trials, Health Care, Medical","London, England, United Kingdom",Inspira Pharmaceuticals conducts research and development on treating respiratory diseases.,"147,550",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://www.inspiraph.com/,Inspira Pharmaceuticals conducts research and development on treating respiratory diseases. It aims to create technology for therapy and medicines for prevention. Inspira Pharmeceuticals was founded in 2020 and is located in London.,,377218,GBP,519731
Kairos Biotech,https://www.crunchbase.com/organization/kairos-biotech,"Biotechnology, Therapeutics","Denbigh, Denbighshire, United Kingdom",Kairos Biotech is an early stage company focusing on proprietary small molecule discovery applied to diagnostics and immunotherapy.,"152,774",,Active,2021-01-01,year,,,,,For Profit,https://kairosbiotech.com/,Kairos Biotech is an early stage company focusing on proprietary small molecule discovery applied to diagnostics and immunotherapy.,Seed,1000000,EUR,1101275
Pinpoint Molecular,https://www.crunchbase.com/organization/pinpoint-molecular,"Biotechnology, Health Care, Health Diagnostics, Medical, Medical Device","London, England, United Kingdom","Pinpoint Molecular develops and offers point-of-care solutions, locations and equipment.","164,872",,Active,2022-01-01,year,,,,,For Profit,https://pinpointmolecular.com/,"Pinpoint Molecular develops and offers point-of-care solutions, locations and equipment. It provides kits and medical diagnostic laboratories on detecting infectious diseases. Pinpoint Molecular is based in London, England.",Seed,150000,GBP,180255
Pangea Botanica,https://www.crunchbase.com/organization/pangea-botanica,"Bioinformatics, Biopharma, Biotechnology","Sevenoaks, Kent, United Kingdom",Pangea Botanica is a biotechnology research organization that offers drug discovery and development services.,"166,775",,Active,2021-01-01,year,,,,,For Profit,https://www.pangeabotanica.com,"Pangea Botanica helps to accelerate the discovery and development of therapeutics for patients by using naturally occurring compounds and traditional remedies, while preserving ethnobotanical knowledge and ecosystems. It is a biotechnology research organisation that offers drug discovery and development services.",Early Stage Venture,,USD,
coding.bio,https://www.crunchbase.com/organization/coding-bio,"Artificial Intelligence (AI), Biotechnology, Life Science, Therapeutics","Oxford, Oxfordshire, United Kingdom",ML-Based Design of CAR-T Cell Therapies,"171,992",,Active,2020-01-01,year,,,,,For Profit,https://www.coding.bio,"Coding.bio provides AI for cell therapies through automation and computation. They work at the intersection of computation, synthetic biology, and cell therapy. They also provide curative therapeutics for patients.",Seed,,USD,
Apoha,https://www.crunchbase.com/organization/apoha,"Biotechnology, Life Science, Medical","London, England, United Kingdom",Apoha is a stealth stage start-up.,"175,535",,Active,2021-04-19,day,,,,,For Profit,https://www.apoha.com,,Seed,,USD,
New Wave Biotech,https://www.crunchbase.com/organization/new-wave-biotech,"Advanced Materials, Alternative Protein, Biotechnology, Machine Learning, SaaS, Software","London, England, United Kingdom",New Wave Biotech creates bioprocess optimisation software to accelerate R&D and reduce production cost of alt protein and Synbio products.,"178,310",,Active,2022-06-01,month,,,,,For Profit,https://www.newwavebiotech.com/,"New Wave Biotech develops downstream process optimisation software to help alternative protein and other synthetic biology products get to market quicker, cheaper and more sustainably. Using computational modelling and AI, their software conducts virtual experiments on billions of potential processes and learns from experimental data to provide recommendations for optimisation, helping biomanufacturers accelerate R&D and reduce production costs.",,,USD,
Ignota Labs,https://www.crunchbase.com/organization/ignota-labs,"Artificial Intelligence (AI), Biotechnology, Health Care, Life Science, Pharmaceutical","London, England, United Kingdom",Ignota Labs recognizes that safety errors during the drug discovery process.,"184,939",,Active,2021-01-01,year,,,,,For Profit,https://ignotalabs.ai,"Ignota Labs recognizes that safety errors during the drug discovery process can result in expensive setbacks and delays in bringing life-changing medications to market. Ignota Labs world leading AI methods, which include deep learning and machine learning approaches, are intended to examine complicated molecular data and provide accurate toxicity predictions.",Seed,,GBP,
BioZeroc,https://www.crunchbase.com/organization/biozeroc,"Biotechnology, Chemical Engineering, Nanotechnology, Sustainability","Cambridge, Cambridgeshire, United Kingdom","BioZeroc is a biotechnology company that specializes in biotech, nanotech, and chemical science for construction industries.","194,250",,Active,2021-01-01,year,,,,,For Profit,https://www.biozeroc.com/,,Seed,,USD,
Infinitopes,https://www.crunchbase.com/organization/infinitopes,Biotechnology,"Oxford, Oxfordshire, United Kingdom",Infinitopes is developer of vaccines for the treatment of cancer,"195,432",,Active,2021-01-01,year,,,,,For Profit,https://infinitopes.com,"Infinitopes is a cancer research organization whose mission is to strengthen the immune system so that it can stop metastases and save lives. The company's platform creates healthcare systems and therapy designs to integrate high-efficiency vector delivery systems with optimal tumor target identification technologies in early-stage clinical trials, allowing patients to prevent cancer and tumors from taking their lives",,,USD,
The Brkfst Club,https://www.crunchbase.com/organization/the-brkfst-club,"Apps, Biotechnology, Cannabis, Consumer Goods, E-Commerce, FinTech, Food and Beverage, Life Science","London, England, United Kingdom",The Brkfst Club focuses on gathering like-minded individuals to invest in ground breaking ideas.,"196,253",,Active,2021-07-15,day,,,,,For Profit,https://brkfst.club/,,,,,
CoSyne Therapeutics,https://www.crunchbase.com/organization/cosyne-therapeutics,"Artificial Intelligence (AI), Biotechnology, Therapeutics","London, England, United Kingdom","CoSyne Therapeutics is a biotechnology company that uses polymathic AI for drug discovery and development, focusing on patient welfare.","196,372",,Active,2021-01-01,year,,,,,For Profit,https://www.cosyne.com/,"CoSyne Therapeutics operates in the biotechnology industry, focusing on drug discovery. The company utilizes polymathic AI to revolutionize the way medicines are discovered and developed. Their mission is to aid patients suffering from devastating diseases, prioritizing patient welfare above all else. CoSyne Therapeutics is also involved in the field of Synthetic Lethality. They aim to identify novel therapeutic opportunities that traditional methods may not capture. The company also offers job opportunities in various roles such as Senior ML Researcher in Genomics and Lead ML Researcher in Chemistry AI.",,,,
Etcembly,https://www.crunchbase.com/organization/etcembly,"Biotechnology, Machine Learning","Hanwell, Oxfordshire, United Kingdom",Etcembly is building the worlds largest machine learning database and unmatched immunology.,"205,828",,Active,2020-01-01,year,,,,,For Profit,https://www.etcembly.com/,Etcembly is building the world’s largest machine learning database and unmatched immunology expertise to deliver the safest and most powerful TCR immunotherapies through rapid computer-assisted engineering.,,,,
DS Bio,https://www.crunchbase.com/organization/ds-bio,Biotechnology,"London, England, United Kingdom",DS Bio operates as a biotechnology company.,"210,448",,Active,2020-07-02,day,,,,,For Profit,,DS Bio operates as a biotechnology company.,Seed,26595,USD,26595
Scindo,https://www.crunchbase.com/organization/scindo,"Biotechnology, CleanTech, GreenTech, Recycling","London, England, United Kingdom",Biotechnology company,"220,469",,Active,2020-04-01,month,,,,,For Profit,https://www.scindo.bio,"Scindo is a cleantech start-up developing cutting edge enzyme system to enable sustainable feedstocks to replace petrochemical ingredients in a number of industries. This includes upcycling plastic waste into high-value molecules, as well as turning agricultural feedstocks into natural ingredients.",Seed,,USD,
Turing Biosystems,https://www.crunchbase.com/organization/turing-biosystems,"Artificial Intelligence (AI), Biotechnology, Medical","London, England, United Kingdom",Turing Biosystems develops software that analyzes clinical and biological data to design treatments for patients.,"222,471",,Active,2020-01-01,year,,,,,For Profit,https://turing.bio,"Turing Biosystems concentrates on the problems of severe toxicities and elevated failure rates in immunotherapy, cell, and gene therapy. The platform is based on a revolutionary interpretable AI that uses automated reasoning and current technology. Their platform integrates all accessible multimodal data and details on a patient or cohort, including metadata, medical records, and other data.",Seed,,USD,
Nmible,https://www.crunchbase.com/organization/nmible,Biotechnology,"Harrow, Harrow, United Kingdom",Nmible provides clinical trial participant reimbursement solutions to the life sciences industry.,"224,711",,Active,2020-01-01,year,,,,,For Profit,https://www.nmible.com,,,,,
