Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Affinidi,https://www.crunchbase.com/organization/affinidi,"Identity Management, Information Technology, Software","Singapore, Central Region, Singapore","Affinidi specializes in creating and sharing digital identities, credentials and data for individuals & organizations.","115,750",Active,2020-01-01,year,,,,,For Profit,https://www.affinidi.com/,,,,,
DotYeti.com,https://www.crunchbase.com/organization/dotyeti-com,"Graphic Design, Software","Singapore, Central Region, Singapore",Unlimited design for a flat monthly fee,"118,617",Active,2020-01-01,day,2024-01-26,day,,,For Profit,https://www.dotyeti.com,"DotYeti is the most creative, on-demand unlimited graphic design platform for a flat monthly fee. From (re)branding, logos to social media posts, ads, animations, print media, and much more. DotYeti has made it cheaper and faster to achieve every kind of creative need for every kind of business. Founded in 2020, DotYeti is still a young company but has the vision to make remote work accessible & affordable. DotYeti found its roots in a results-driven digital agency. The founders experienced that their clients were more than ever in need of creatives, but the process of producing high-quality graphic design was expensive, slow, and inefficient. It was time to step up the game. Our goal became to support and take over all the graphic design needs for SMEs, agencies, and other marketing teams. We developed the DotYeti platform to structure and automate the design flow. Moreover, we provide a personal, creative team to ensure high-quality designs that match the client’s branding. This resulted in a highly efficient, yet simple way to produce any kind of graphic design. On top of all, we keep the price very affordable.",M&A,,USD,
Technicorum,https://www.crunchbase.com/organization/technicorum,Information Technology,"Singapore, Central Region, Singapore",Technicorum is an Information Technology and Services group of companies specializing in Digital Assets.,"120,914",Active,2020-01-01,year,,,,,For Profit,https://www.technicorum.com/,Technicorum is an Information Technology and Services group of companies specializing in Digital Assets.,,6000000,USD,6000000
Travelbex,https://www.crunchbase.com/organization/travelbex,"Business Travel, Information Technology, Software, Travel","Singapore, Central Region, Singapore","Business Travel Exchange, Aggregator, Super Apps","122,529",Active,2020-01-01,year,,,,,For Profit,https://travelbex.com,"We are the first truly independent and neutral travel platforms that enable all participants in the travel, tourism, transportation and entertainment industry to collaborate and transact business.",Early Stage Venture,4000000,SGD,2869461
Independents,https://www.crunchbase.com/organization/independents,"Advertising, Artificial Intelligence (AI), Marketing","Singapore, Central Region, Singapore","Independents hopes to connect and match independent advertising and creative teams to fit brands' needs, using AI.","122,943",Active,2020-01-01,year,,,,,For Profit,https://independents.ai/,"Independents provides advertising services. Their services include creative, marketing, advertising, branding, martech, technology, AI, data science. Their customers' inquiries are addressed through phone, email, and online applications.",Seed,200000,USD,200000
DAOventures,https://www.crunchbase.com/organization/daoventures,"Decentralized Finance (DeFi), Financial Services, Impact Investing, Information Technology, Metaverse, Web3","Singapore, Central Region, Singapore","DAOventures is a web3 ventures studio that focuses on decentralized finance(DeFi), Metaverse, NFTs and more.","123,779",Active,2020-01-01,year,,,,,For Profit,https://www.daoventures.co/,"DAOventures is a web3 ventures studio that focuses on decentralized finance(DeFi), Metaverse, NFTs, and more. DAOventures invest in, mentor, and incubate teams creating innovations, and solving problems of the web3 world.",Seed,120000,USD,120000
Magloy Tech,https://www.crunchbase.com/organization/magloy-tech,"Health Care, Medical Device","Singapore, Central Region, Singapore",Magloy Tech specialize in the development of customized magnesium-based alloys that can be used to develop bioresorbable medical devices.,"124,179",Active,2020-01-01,year,,,,,For Profit,,"Magloy Tech is a spin-off from the National University of Singapore co-founded by a team of material scientists. We specialize in the development of customized magnesium-based alloys that can be used to develop bioresorbable medical devices. Currently used osteosynthesis implants for fracture fixation procedures are made of titanium or steel and need to be removed by a revision surgery following healing and if they trigger side effects like pain and necrosis. This brings an imperative physical, financial, and emotional burden to the patient. To alleviate this problem, novel materials are being developed that: a) display controlled degradation and resorption by the patient, b) possess necessary load-bearing strength to re-align and support the fracture region, and c) are made up of biocompatible elements. Biodegradable implants commercially available in the market are synthetic polymers having low strength with application constrained to non-load-bearing veterinary and human orthopedic fixation procedures. Further, currently developed bioresorbable magnesium implants contain significant amounts of Rare-Earth Elements that are expensive and capable of causing latent toxicity in the human body. Magloy Tech has developed OrthoMag, a disruptive material for developing bioresorbable magnesium implants for temporary implant applications. Through a patented green manufacturing process, we have obtained material that: a) is formed only by carefully chosen endogenous elements, b) does not create unacceptable cytotoxicity at cells, tissues, and organ levels, c) possesses superior mechanical properties assisting in functional healing of bone, and d) controlled degradation over a period of time.",Seed,700000,SGD,517172
Inligo Networks,https://www.crunchbase.com/organization/inligo-networks,"Internet, Telecommunications, Wireless","Singapore, Central Region, Singapore","Inligo Networks is a telecommunications company that designs, deploys, and operates networks.","125,058",Active,2020-01-01,year,,,,,For Profit,https://www.inligonetworks.com,,Early Stage Venture,250000,USD,250000
KOCO,https://www.crunchbase.com/organization/koco,"Education, Management Consulting","Singapore, Central Region, Singapore","KOCO is an active education community for parents, children, and educators.","126,473",Active,2020-01-01,year,,,,,For Profit,https://kocopaper.com/home,"KOCO is an active education community for parents, children, and educators.",Seed,700000,SGD,520720
Dear Doc,https://www.crunchbase.com/organization/dear-doc,Health Care,"Singapore, Central Region, Singapore",Dear Doc is simplifying & personalizing healthcare for women in Asia,"128,417",Active,2020-01-01,year,,,,,For Profit,https://www.dear-doc.com,,Seed,20000,USD,20000
SGRecycle,https://www.crunchbase.com/organization/sgrecycle,"Environmental Consulting, Recycling","Singapore, Central Region, Singapore",SGRecycle is a Singapore-based green technology start-up that collects waste paper and in return for reward points.,"128,924",Active,2020-01-01,year,,,,,For Profit,https://www.sgrecycle.com/,SGRecycle is a Singapore-based green technology start-up that collects waste paper and in return for reward points.,Seed,1400000,USD,1400000
Moma Protocol,https://www.crunchbase.com/organization/moma-protocol,Financial Services,"Singapore, Central Region, Singapore","Moma Protocol, an innovative solution to solve scalability, liquidity and speculation needs in the current DeFi lending market","132,631",Active,2020-01-01,year,,,,,For Profit,https://moma.finance/,"Moma Protocol creates, manages, accelerates, and aggregates lending markets through a proprietary smart contract factory, creating an ecosystem that allows for the infinite expansion of lending liquidity and market diversity. Moma Protocol was incubated and supported by Lichang, a community App with over a million registered users. Since the protocol's concept inception, the concept of ""improving the scalability of the DeFi lending market"" has been favored by the crypto market and recognized by the community.",Seed,2250000,USD,2250000
Navigate Commodities,https://www.crunchbase.com/organization/navigate-commodities,"Digital Marketing, Mining","Singapore, Central Region, Singapore",Navigate Commodities is a commodity markets smoothly with award-winning data visualization & analytics.,"136,269",Active,2020-01-01,year,,,,,For Profit,https://navigatecommodities.com/,Navigate Commodities is a commodity market smoothly with award-winning data visualization & analytics.,Seed,541000,SGD,382278
Sendjoy,https://www.crunchbase.com/organization/sendjoy,"Media and Entertainment, Social Media","Singapore, Central Region, Singapore",Book personalised gifts made by content creators to surprise your loved ones,"136,736",Active,2020-01-01,year,,,,,For Profit,https://www.sendjoynow.com,"sendjoynow.com is a platform where everybody can book personalised video gifts from creators, to surprise their loved ones.  We currently have musicians, actors, comedians, artists on the platform, and their mission is to spread joy; through words of encouragement for a milestone in life, or sing a song to get through tough times. We want to touch people's lives through personalised entertainment; to remind people that it's still important to say ""I care about you"" out loud to your loved ones. Incubated at IMDA Pixel, we are a young startup founded by two ex-media execs. We are a creative and funny duo. Don't be shy to reach out to us, we look forward to hearing from you!",Seed,150000,USD,150000
Gentree Fund,https://www.crunchbase.com/organization/gentree-fund,,"Singapore, Central Region, Singapore",Gentree Fund is a sector-agnostic fund which focuses on investments into early-stage B2C and B2B companies.,"151,566",Active,2020-01-01,year,,,,,For Profit,http://www.gentree.asia/,Gentree Fund is a sector-agnostic fund that focuses on investments into early-stage B2C and B2B companies.Gentree Fund aims to provide them with financial and commercial support to grow within the Philippines.,,,,
PretePop,https://www.crunchbase.com/organization/pretepop,"Events, Retail, Virtualization","Singapore, Central Region, Singapore",PretePop is a platform that enables digital retail events.,"152,037",Active,2020-01-01,year,,,,,For Profit,https://www.pretepop.com,,Seed,100000,USD,100000
Digital Edge DC,https://www.crunchbase.com/organization/digital-edge-dc,Data Center,"Singapore, Central Region, Singapore",Digital Edge DC focus on acquiring and developing carrier-neutral data centers and related digital infrastructure assets.,"153,712",Active,2020-01-01,year,,,,,For Profit,https://www.digitaledgedc.com/,"Digital Edge is a data center company focused on the Asia-Pacific region. Backed by Stonepeak Infrastructure Partners, Digital Edge is led by a seasoned senior management team with decades of industry experience in data center, Internet, and telecom in the Asia-Pacific region. Digital Edge aims to bring new options to the market, making infrastructure deployment easy and efficient at a lowered cost.",Private Equity,,USD,
Raydium,https://www.crunchbase.com/organization/raydium,"Apps, Blockchain, Financial Services","Singapore, Central Region, Singapore",Light-speed swaps. Next-level liquidity. Friction-less yield.,"155,092",Active,2020-01-01,year,,,,,For Profit,https://raydium.io/,"Raydium is an automated market maker (AMM) built on the Solana blockchain which leverages the central order book of the Serum decentralized exchange (DEX) to enable lightning-fast trades, shared liquidity and new features for earning yield.",Seed,,USD,
SIL Finance,https://www.crunchbase.com/organization/sil-finance,"Asset Management, Financial Services, FinTech","Singapore, Central Region, Singapore",SIL Finance is a decentralized automatic investment platform providing users with DeFi financial management services.,"159,217",Active,2020-01-01,year,,,,,For Profit,https://sil.finance,"SIL Finance is a decentralized automatic investment platform providing users with DeFi financial management services. SIL Finance provides dual-token liquidity for variable swaps, automatic LP matching, and automatic compound interests. It selects and configures products that best suit the interests of users, making complex liquidity mining to become simple. The SIL’s model is unique in the DeFi market, it’s single-sided functionality is solely contributed by users, the product gives all the possible choices back to the community, and is way more open than yield products.",,1300000,USD,1300000
NSG Ventures,https://www.crunchbase.com/organization/nsg-ventures,"Biotechnology, Finance, Lending, Venture Capital","Singapore, Central Region, Singapore",NSG Ventures is a biotech venture capital firm.,"164,543",Active,2020-01-01,year,,,,,For Profit,https://nsg.ventures,,,,,
Altara Ventures,https://www.crunchbase.com/organization/altara-ventures,Health Care,"Singapore, Central Region, Singapore","Altara Ventures aims to invest in the fintech, consumer, enterprise software, logistics, healthcare and edutech verticals.","166,920",Active,2020-01-01,year,,,,,For Profit,https://altaraventures.com/,"Altara Ventures aims to invest in the fintech, consumer, enterprise software, logistics, healthcare and edutech verticals.",,,,
MyAsia VC,https://www.crunchbase.com/organization/myasia-vc,,"Singapore, Central Region, Singapore",MyAsiaVC is a sector-agnostic fund that seeks opportunities to disrupt established companies in order to build category-defining businesses.,"167,784",Active,2020-01-01,year,,,,,For Profit,https://myasiavc.com/,MyAsiaVC is a sector-agnostic fund that seeks opportunities to disrupt established companies in order to build category-defining businesses. They also invest in businesses that benefit from the second- or third-order effects of these developments.,,,,
Quantbox Research,https://www.crunchbase.com/organization/quantbox-research,"Financial Exchanges, Financial Services, Trading Platform","Singapore, Central Region, Singapore",Quantbox Research is a high-frequency trading firm that offers systematic alpha research and electronic market-making on various exchanges.,"167,903",Active,2020-01-01,year,,,,,For Profit,https://www.quantboxresearch.com/,,,,,
Lyra Ventures,https://www.crunchbase.com/organization/lyra-ventures,Financial Services,"Singapore, Central Region, Singapore",Lyra Ventures is a Venture capital firm investing in early stage companies that use innovative technology.,"169,644",Active,2020-01-01,year,,,,,For Profit,http://www.lyra-ventures.com,"Lyra Ventures is an early stage venture capital firm investing globally in companies that use innovative technology to reinvent the business of fashion and retail. Our investment focus is broadly defined, enabling us to invest in pioneering businesses across the fashion value chain including alternative materials, new retail models, brand concepts and SaaS businesses.  We see ourselves as more than just a path to capital. With deep domain expertise within our team and network of advisors, our entrepreneurs gain access to knowledge accumulated from leading global fashion players and an extensive Asia network, especially in Japan and South East Asia. We back visionary and disciplined entrepreneurs whose companies have proven product-market fit and are ready to scale.",,,,
DOOT,https://www.crunchbase.com/organization/doot-867d,"Information Technology, Internet, Software","Singapore, Central Region, Singapore",World’s First iD Messenger with Real-Time Authentication & Sharing,"173,890",Active,2020-01-01,year,,,,,For Profit,https://www.idoot.in,"DOOT vision is to lead the industry in delivering an end-to-end iD management and real-time authentication experience that is secure, seamless and efficient. The concept relies on digital management and validation of identity, and controlled access to this information by the various public and private stakeholders on an authorized-to-know basis, using the DOOT 1iD platform & SVAN. The concept involves the use of a trusted, digital identity, biometric recognition technology and a collaborative identity management platform. It will be supported by the development of a trust framework among the different stakeholders.",Seed,50000,USD,50000
Avniro Group,https://www.crunchbase.com/organization/avniro-group,"B2B, Information Technology, SaaS, Software","Singapore, Central Region, Singapore","Avniro Group creates a global portfolio of private label B2B SaaS, media, and high-tech businesses.","174,217",Active,2020-01-01,year,,,,,For Profit,https://www.avniro.com,"Avniro Group creates a global portfolio of private label B2B SaaS, media, and high-tech businesses. Avniro Group was founded in 2020 by Deepak Nachnani.",,,,
Trustana,https://www.crunchbase.com/organization/trustana,"B2B, Marketplace, Trading Platform, Wholesale","Singapore, Central Region, Singapore",Trustana is a curated marketplace with verifiable and reputable international trade partners.,"174,251",Active,2020-01-01,year,,,,,For Profit,https://www.trustana.com,,,,,
Friz,https://www.crunchbase.com/organization/feige-27e7,"Content Creators, Freelance, Software","Singapore, Central Region, Singapore","Friz is helping hustlers, independents and freelancers to create an online brand and get hired.","175,962",Active,2020-01-01,year,,,,,For Profit,https://www.usefriz.com,"Friz is helping hustlers, independents and freelancers to create an online brand and get hired.  Friz is an online profile that will help you build the credibility you need to get hired and get paid online. No more pdf resumes, multiple links and outdated, ugly, personal websites required to convert all your leads.",Seed,,USD,
Aavegotchi,https://www.crunchbase.com/organization/aavegotchi,"Asset Management, Cryptocurrency, Non-Fungible Token (NFT)","Singapore, Central Region, Singapore","DeFi-staked Crypto Collectibles  Collect, compete, and combine your Aavegotchis for the ultimate gamified DeFi experience!","176,359",Active,2020-01-01,year,,,,,For Profit,https://aavegotchi.com,"Aavegotchi (GHST) is a DeFi-focused non-fungible token (NFT) that runs on the Aave protocol. Simply put, Aavegotchis are game avatars that can be used as DeFi collateral to earn staking rewards. Like CryptoKitties, the tokens have differentiating qualities such as body color and personality. Being a staked asset, its owner can liquidate the tokens at any time. Unfortunately, liquidating the NFTs means you lose your Gotchi.",Seed,,USD,
TiNDLE,https://www.crunchbase.com/organization/tindle,Food and Beverage,"Singapore, Central Region, Singapore",TiNDLE is a food-tech business which provides plant based chicken delicacy.,"177,122",Active,2020-01-01,year,,,,,For Profit,https://tindle.com/,TiNDLE is a food-tech business which provides plant based chicken delicacy.,Seed,,USD,
DigiAlly,https://www.crunchbase.com/organization/digially,"FinTech, Lending, Small and Medium Businesses","Singapore, Central Region, Singapore",DigiAlly We streamline trust between SME and Financial Institutions via our Reliability Score,"184,236",Active,2020-01-01,year,,,,,For Profit,https://www.digiallyglobal.com,,,,USD,
StraitsX,https://www.crunchbase.com/organization/straitsx,"FinTech, Infrastructure, Payments, Virtual Currency","Singapore, Central Region, Singapore",StraitsX is the payments infrastructure for the digital asset space.,"188,974",Active,2020-01-01,year,2022-08-30,day,,,For Profit,https://www.straitsx.com,"StraitsX offers personal and business accounts to deposit, hold, and withdraw funds as well as connect accounts to digital asset platforms. Business accounts can also access B2B API-enabled payments rails for digital asset platforms and issue the Singapore dollar-backed stablecoin, XSGD.",M&A,,,
Seshboard,https://www.crunchbase.com/organization/seshboard,"Education, Information Technology, Software","Singapore, Central Region, Singapore",Seshboard is an online training workshop platform that makes virtual workshops as engaging and productive as in-person ones.,"189,099",Active,2020-01-01,year,,,,,For Profit,https://www.seshboard.com/,"We at Seshboard have an ambitious mission: to empower the most engaging and effective training in the world, wherever you are in the world. Seshboard is headquartered in Central Region, Singapore.",Seed,100000,USD,100000
BIB Cryptocurrency Exchange,https://www.crunchbase.com/organization/bib-cryptocurrency-exchange,"Blockchain, Cryptocurrency, Financial Services, Web3","Singapore, Central Region, Singapore",BIB Cryptocurrency Exchange is a platform that provides cryptocurrency services to businesses.,"201,849",Active,2020-01-01,year,,,,,For Profit,https://www.bibvip.com,"BIB Exchange is the world's first crypto exchange with a Web3 ecosystem. It was founded in September 2021 in British Virgin Islands and has successfully acquired the MSB license of the United States. As a professional digital financial service provider, BIB Exchange (abbreviated as ‘BIB’) is in all respects equipped with services to cater over 2 million users worldwide with an average daily asset turnover of more than $1 billion USD along with digital assets amounted to $500 million under custody. The aforesaid success could be achieved at such a progressive pace predominantly by virtue of the fact that BIB Exchange is supported by an international financial group which provides digital asset payment services to more than 500,000 companies globally. Its capability in filling the technical gap between digital assets trading and electronic payment assures BIB to have a seamless and stable business system. This is undoubtedly a powerful driving force for the research and development of blockchain technology, asset trading as well as international business management.  Besides the United States, BIB is actively expanding its market as a legalized crypto exchange in countries including Canada, Republic of Seychelles, Republic of Malta, Singapore, Philippines, Thailand, Australia, etc.",,,,
Aroa Ventures,https://www.crunchbase.com/organization/aroa-ventures,,"Singapore, Central Region, Singapore","Aroa Ventures is an investment initiative of Ritesh Agarwal's family office, focused on supporting the startup ecosystem.","202,700",Active,2020-01-01,year,,,,,For Profit,https://www.aroaventures.com/,"Aroa Ventures is an investment initiative of Ritesh Agarwal's family office, focused on supporting the startup ecosystem.",,,,
Evren,https://www.crunchbase.com/organization/entsecure,"B2B, Cyber Security, Enterprise Software, Information Technology, Operating Systems, SaaS","Singapore, Central Region, Singapore",Evren simplify corporate IT management and empower end-users.,"203,303",Active,2020-01-01,year,,,,,For Profit,https://www.evren.co/,"We help enterprises improve productivity by simplifying IT & Security processes for their workforce, so teams can focus on what matters—growing the business and staying competitive.",,,,
APY.vision,https://www.crunchbase.com/organization/apy-vision,"Analytics, Blockchain, Developer APIs, FinTech","Singapore, Central Region, Singapore",APY.vision is a Historical P+L tool in #DeFi for tracking LP & rewards cross-chain.,"205,609",Active,2020-01-01,year,,,,,For Profit,https://apy.vision,APY.vision  is a Data platform that tracks liquidity pool gains and impermanent loss for DeFi investors and protocols.,Seed,,USD,
Bitcastle Exchange,https://www.crunchbase.com/organization/bitcastle,"Cryptocurrency, Financial Services, Prediction Markets, Trading Platform","Singapore, Central Region, Singapore",Bitcastle Exchange is a secure crypto asset exchange for trading cryptocurrency.,"210,541",Active,2020-01-01,year,,,,,For Profit,https://bitcastle.io,,,,,
Aicadium,https://www.crunchbase.com/organization/aicadium,"Artificial Intelligence (AI), Information Services, Information Technology, Machine Learning","Singapore, Central Region, Singapore",Aicadium is a global technology company founded by Temasek and dedicated to creating and scaling AI solutions.,"212,514",Active,2020-01-01,year,,,,,For Profit,https://aicadium.ai/,"Aicadium is a global technology company dedicated to creating and scaling AI solutions by leveraging deep expertise and a common machine learning platform. As Temasek's global centre of excellence in Artificial Intelligence, It partner with companies to build and operationalize impactful AI solutions across a wide variety of industries and use cases. It places the highest priority on the responsible adoption, development, and delivery of AI technologies and solutions, with the goal of delivering improved business outcomes that usher in a more resilient and inclusive world.",,,,
Neobael,https://www.crunchbase.com/organization/neobael,E-Learning,"Singapore, Central Region, Singapore","Neobael provides online STEAM workshops for primary-age learners, inspiring confidence to solve real-world problems.","212,584",Active,2020-01-01,year,,,,,For Profit,https://www.neobael.com/,"Neobael provides online STEAM workshops for primary-age learners, inspiring confidence to solve real-world problems.",Seed,215000,USD,215000
Proxtera,https://www.crunchbase.com/organization/proxtera,"Finance, Financial Exchanges, Trading Platform","Singapore, Central Region, Singapore",Proxtera offers network of wholesale marketplaces and trade related digital services.,"212,938",Active,2020-01-01,year,,,,,For Profit,https://proxtera.com/,"Proxtera is a trading network platform designed to facilitate cross-border trade and uplift small and medium enterprises. It uses artificial intelligence to discover prices and sales opportunities, access supply chains, and utilize digital and financial technologies.",Seed,,USD,
HydroNeo,https://www.crunchbase.com/organization/hydroneo,"AgTech, Aquaculture, Farming, Internet of Things, Software","Singapore, Central Region, Singapore",HydroNeo solves inefficiency along the shrimp industry’s value chain based on our leading farm-embedded Smart Farm System.,"214,924",Active,2020-01-01,year,,,,,For Profit,https://hydroneo.net,HydroNeo believe that it is time to bring the futur to shrimp farmers worldwide. hydroneo comprehensive Smart Farm Management System will change the way shrimp farming has been done in the past and will tackle some of the biggest challenges the industry is facing.hydroneo see ourselves as the trusted partner of shrimp farmers by providing state of the art technology and offering one-stop solutions while creating value for customers and the environment.,Seed,,USD,
Peptobiotics,https://www.crunchbase.com/organization/peptobiotics,"Agriculture, AgTech, Biotechnology, Livestock","Singapore, Central Region, Singapore",Peptobiotics is a synbio startup that develops livestock disease prevention biotechnology.,"215,042",Active,2020-01-01,year,,,,,For Profit,https://peptobiotics.com/,"Peptobiotics is a synbio startup that develops livestock disease prevention biotechnology for sustainable Agri productivity.  The company makes agriculture more productive, humane, and sustainable by promoting growth and protecting against pathogens using a new type of antibiotic alternative that does not cause resistance.",Seed,,USD,
Claritas HealthTech,https://www.crunchbase.com/organization/claritas-healthtech,"Artificial Intelligence (AI), Biotechnology, Information Technology, Machine Learning, Software","Singapore, Central Region, Singapore","Claritas HealthTech conducts research and development in the fields of image enhancement, machine vision and artificial intelligence.","215,259",Active,2020-01-01,year,,,,,For Profit,https://claritashealthtech.com/,"Claritas conducts research and development in the fields of image enhancement, machine vision and artificial intelligence (“AI”) with a focus on medical image processing and AI assisted interpretation.",,,,
Homeez,https://www.crunchbase.com/organization/homeez,"Internet, Internet of Things, Software","Singapore, Central Region, Singapore",Homeez is a renotech platform that connects homeowners to direct suppliers.,"215,941",Active,2020-01-01,year,,,,,For Profit,https://www.homeez.com,,,,,
Seraya Partners,https://www.crunchbase.com/organization/seraya-partners,"Asset Management, Financial Services, Wealth Management","Singapore, Central Region, Singapore","Seraya Partners is an investment firm that offers wealth and asset management, financial planning, consulting, and investment strategies.","219,406",Active,2020-01-01,year,,,,,For Profit,https://www.serayapartners.com,,,,,
Six Atomic,https://www.crunchbase.com/organization/six-atomic,Apparel,"Singapore, Central Region, Singapore",Six Atomic is revolutionising the global apparel industry by enabling a real-time supply chain through their advanced AI solutions.,"220,178",Active,2020-01-01,year,,,,,For Profit,https://www.sixatomic.com,"Six Atomic is revolutionising the global apparel industry by enabling a real-time supply chain through their advanced AI solutions. Their automated 3D simulation and size grading capabilities underpin a new approach to rapid product development, reducing time and resource costs, and allowing for instantaneous creation and visualisation of product designs, through to production integration. With their custom modular design libraries and AI design tools, new production-ready SKUs can be generated in seconds, responding to real-time trends and customer preferences. This approach empowers apparel brands to react swiftly to market changes and customer demands. Six Atomic’s technologies are driving a major part of enterprise apparel brands’ digital transformation worldwide.",,,,
Jixie,https://www.crunchbase.com/organization/jixie,"Advertising, Big Data, Data Mining, Internet","Singapore, Central Region, Singapore",Jixie provides the tools to manage different in-stream/out-stream/display advertising demand sources.,"222,186",Active,2020-01-01,year,,,,,For Profit,https://www.jixie.io,Jixie performance hub is a one-stop-shop for publishers and media owners. They understand the uniqueness of each market in Asia and aim to empower publishers with the tools and resources they need to regain control of their data.,,,,
Dekoo,https://www.crunchbase.com/organization/dekoo,"Internet, Search Engine, Software","Singapore, Central Region, Singapore","Dekoo is Asia's global search engine company and techgiant with unique search and unbiased results with Tier-4 Datacenters, CDN Technologies","223,335",Active,2020-01-01,year,,,,,For Profit,https://www.dekoo.asia/,"Dekoo is a global technology giant in the search engine industry, emerging as Asia's largest search engine company from singapore. With a commitment to providing unique search experiences, it stands out from the crowd by offering unbiased results through its proprietary search algorithms. Unlike other search engines, Dekoo Search Engine prides itself on delivering better local search results, ensuring that users find exactly what they're looking for. With a zero manipulation policy, users can trust the authenticity and relevance of the results. Moreover, Dekoo Search Engine recognizes the pivotal role of digital startups in driving the growth of digital economies globally. By supporting and promoting these innovative ventures, Dekoo Search Engine plays a vital role in fostering the digital ecosystem and contributing to the overall expansion of economies across the world.",,,,
DeFiChain,https://www.crunchbase.com/organization/defichain,Decentralized Finance (DeFi),"Singapore, Central Region, Singapore",DeFiChain is a blockchain that is enabling DeFi (Decentralized Finance) on Bitcoin.,"227,692",Active,2020-01-01,year,,,,,For Profit,https://defichain.com/,,,,,
SHOPLIVE,https://www.crunchbase.com/organization/shoplive,"Artificial Intelligence (AI), B2B, Messaging, SaaS","Singapore, Central Region, Singapore","SHOPLIVE is a software development company that delivers real-time messaging, AI/ML, and live-streaming SaaS solutions to empower companies.","229,650",Active,2020-01-01,year,,,,,For Profit,https://www.shoplive.cloud,,,,,
Good Worker,https://www.crunchbase.com/organization/good-worker,"Email, Recruiting, Staffing Agency","Singapore, Central Region, Singapore",GoodWorker is a job matching platform that connects blue-collar workers and potential employers in India with one another.,"230,326",Active,2020-01-01,year,,,,,For Profit,https://www.goodworker.in/,,,,,
ATLAS ANALYTICS,https://www.crunchbase.com/organization/atlas-analytics,"Consulting, Information Technology","Singapore, Central Region, Singapore",ATLAS ANALYTICS is an It consulting firm.,"230,839",Active,2020-01-01,year,,,,,For Profit,https://www.atlasanalytics.co,,,,,
Ocktolife,https://www.crunchbase.com/organization/ocktolife,"Employee Benefits, Health Care, Insurance, Software","Singapore, Central Region, Singapore",Ocktolife provides cloud-based employee benefits administration and apps solutions for healthcare industries.,"231,093",Active,2020-01-01,year,,,,,For Profit,http://www.ocktolife.com,,,,,
DFYN Network,https://www.crunchbase.com/organization/dfyn-network,"Blockchain, Cryptocurrency, Trading Platform, Web3","Singapore, Central Region, Singapore",Dfyn is a multi-chain AMM DEX which is building to be an inter-connected AMM with nodes spread on different blockchains,"234,627",Active,2020-01-01,year,,,,,For Profit,https://dfyn.network/,"Dfyn is a multi-chain AMM DEX which is building to be an inter-connected AMM with nodes spread on different blockchains and those AMMs will be able to share liquidity and enable cross-chain swaps. Dfyn is a true multi-chain AMM optimized for the cross-chain universe. Polygon instance deployed of Dfyn is a gasless exchange where users have to just sign the transactions and none of the fees is passed to users. With Dfyn nodes spread across multiple Layer 1 and Layer 2 blockchains, Dfyn will act as a multi-chain DEX. This will allow Dfyn to plug into a liquidity super-mesh, enabling users to perform their asset trades seamlessly on several blockchains from a single interface. Dfyn will also build a decentralized swap station to swap large assets natively like BTC, ETH, ADA in a non-custodial way. An ultra-fast gasless AMM optimized for the multi blockchain universe, Dfyn AMM will address traditional AMM DEX issues, such as impermanent loss, as well as provide enhanced trader analytics.",Seed,,USD,
VentureCap Insights,https://www.crunchbase.com/organization/venturecap-insights,"Financial Services, Software","Singapore, Central Region, Singapore","The only source for accurate, comprehensive and up to date information on fundraising, valuations and financials for start-ups","235,790",Active,2020-01-01,month,,,,,For Profit,https://www.venturecapinsights.com/,"Venturecap Insights is the only source for accurate and comprehensive financial information on start-ups in Southeast Asia. While other platforms crawl the web for information, Venturecap Insights gets all of its data from the company registries, the only source of truth. It pulls the  information on thousands of start-ups every day, so it is also the  only platform that is truly up to date. And it’s the only platform that has valuations, cap tables and financials of start-ups. It also has the information on every investor, even angels, with the exact amount they invested in each company, at each round. You can also see fund performance, as it shows the amount invested by each investor, and the value of each investment now, based on the last round share price While the accuracy of the web crawling platforms on the limited information they have, ie funds raised, is less than 60%, all of data in Venturecap Insights is 100% accurate.",,,,
Beacon Fund,https://www.crunchbase.com/organization/beacon-fund,,"Singapore, Central Region, Singapore",Beacon Fund is an investment firm that works for women.,"235,849",Active,2020-01-01,year,,,,,For Profit,https://beaconfund.com/,"Beacon Fund is an investment firm that works for women. We provide fit-for-purpose financing for women-owned businesses and businesses that primarily and intentionally serve women and girls. Our geographic focus is Indonesia, the Philippines, and Vietnam, with opportunistic investments elsewhere in Southeast Asia.",,,,
R8 Capital,https://www.crunchbase.com/organization/r8-capital,Decentralized Finance (DeFi),"Singapore, Central Region, Singapore",R8 Capital is a crypto asset fund focusing on Decentralized Finance (Defi) and Web 3.0.,"239,633",Active,2020-01-01,year,,,,,For Profit,http://www.r8.capital/,R8 Capital is a crypto asset fund focusing on Decentralized Finance (Defi) and Web 3.0.,,,,
