Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
MCI,https://www.crunchbase.com/organization/mci-c1e4,"Human Resources, Recruiting, Staffing Agency","Singapore, Central Region, Singapore",MCI is a recruiting agency that provides regular and flexible staffing solutions to business partners.,"617,666",Active,2006-01-01,year,,,,,For Profit,https://mci.com.sg,,,,,
Datgel,https://www.crunchbase.com/organization/datgel,"Information Technology, Software","Singapore, Central Region, Singapore",Datgel is a software products and services designed .,"628,083",Active,2005-01-01,year,,,,,For Profit,https://www.datgel.com/,"Datgel offers a full range of software products and services designed to meet the data management needs of the geotechnical and geoenvironmental professional. Not only are we Bentley’s reseller and product expert for gINT products in Oceania, South East Asia, Middle East, Hong Kong and Macau but we are also a Bentley Developer Partner providing technical support, training, product customisation and software development services.",,,,
Aiken Digital,https://www.crunchbase.com/organization/aiken-digital,"Artificial Intelligence (AI), Information Technology, UX Design","Singapore, Central Region, Singapore",Aiken Digital develops technology solutions powered by AI.,"629,319",Active,2005-01-01,year,,,,,For Profit,https://www.aikendigital.com,,,,,
Asia Waterjet Equipment,https://www.crunchbase.com/organization/asia-waterjet-equipment,"Industrial, Industrial Automation, Machinery Manufacturing, Manufacturing, Water","Singapore, Central Region, Singapore",Asia Waterjet Equipment provides a supply of water blast products and accessories.,"630,422",Active,2006-01-01,year,,,,,For Profit,https://asiawaterjet.com/,Asia Waterjet Equipment provides a supply of water blast products and accessories. They complement their range of water jet pumps with automation and robotics for hands-free cleaning and cleaning without human intervention. Their goal is to improve safety and ease communication within the industry. Providing site visits and detailed meetings with their experienced technical staff to fully understand the task and expected outcomes is the first step to building a sustainable relationship.,,,,
Crystal Offshore,https://www.crunchbase.com/organization/crystal-offshore,"Fuel, Product Design","Singapore, Central Region, Singapore",Crystal Offshore is a logistics company that provides services for marine and offshore industries.,"654,654",Active,2005-01-01,year,,,,,For Profit,http://www.crystaloffshore.com,,,,,
Masterscan Engineering,https://www.crunchbase.com/organization/masterscan-engineering,"Industrial, Industrial Engineering, Quality Assurance, Training","Singapore, Central Region, Singapore","Masterscan Engineering is an industrial company that offers tube inspection, training, and quality assurance services.","656,813",Active,2005-01-01,year,,,,,For Profit,https://www.masterscan.com.sg,,,,,
The POP Company Pte. Ltd.,https://www.crunchbase.com/organization/the-pop-company-pte-ltd,"Software, Web Development","Singapore, Central Region, Singapore",The POP Company Pte. Ltd is a provider of Web-based and mobile solutions for the consumer goods industry.,"663,046",Active,2006-01-01,year,2014-12-02,day,,,For Profit,http://www.thepopcompany.com,"The POP Company Pte. Ltd is a provider of Web-based and mobile solutions for the consumer goods industry. Back in the early nineties, we started our retail journey in the Chinese consumer packaged goods industry as owners of a company that sold premium dairy products. We gained hands-on experience managing large-scale sales, merchandising and promotion teams in a massively challenging and fast-changing environment. Not having the luxury of lavish advertising budgets, we decided to focus our attention on honing our in-store execution ability as the company's main competitive advantage. To realise this advantage, we clearly defined what we wanted to achieve in-store and then managed our field staff to execute accordingly. It enabled us to become one of the top-selling brands in the category, and the number one brand in eastern China. Recognising our strengths and weaknesses, we decided to sell the company and start a new company that offered outsourced field sales and merchandising services to consumer goods manufacturers. We decided as well to take our in-store execution management ability to the next level. We did so by developing basic but effective IT solutions to better plan, manage and monitor the in-store efforts we made on behalf of our Clients. The system we built provided unparralled transparancy to manufacturers who typically had little or no visibility at all as to what actually happened at all the tens of thousands of shop floors across the country.",M&A,,,
MXGuarddog,https://www.crunchbase.com/organization/mxguarddog,"Email, Internet, Security, Software","Singapore, Central Region, Singapore",MX Guarddog has been a leading provider of anti-spam and anti-virus solutions for email since 2006.,"668,378",Active,2006-01-01,year,,,,,For Profit,https://www.mxguarddog.com/,MX Guarddog has been a leading provider of anti-spam and anti-virus solutions for email since 2006. Their hosted solution requires no software installation and no changes to your email clients. Setup takes only a few minutes with any standard SMTP server regardless if located on-premises or with your favorite hosting company.,,,,
eBUS Media Networks,https://www.crunchbase.com/organization/ebus-media-networks,"Software, Video","Singapore, Central Region, Singapore","eBUS Media Networks is a Singapore-based company that provides TV commercials, management, and production for brands and agencies.","676,919",Active,2005-01-01,year,,,,,For Profit,http://www.ebus.tv,"eBUS makes TV commercial distribution, management and production easy for brands, agencies and broadcasters across Asia Pacific. eBUS is an industry leading cloud computing software development firm, developing video content management and distribution technology for the media industry. Throughout Asia, TV Commercials were only physically delivered to Broadcasters using plastic polycarbonate video tapes. eBUS has eliminated the need for traditional video delivery methods and digibeta tape production. eBUSdelivery is a cloud based solution that digitally delivers TV Commercials to Broadcasters, Web and Mobile media using the Internet.  The result: flexibility, faster delivery, safer delivery, higher quality delivery, saves money, manages all stock footage and estimated to reduce the impact on the environment by more than 95%.",,,,
Maxicon Container Line,https://www.crunchbase.com/organization/maxicon-6f98,"Freight Service, Logistics, Shipping, Transportation","Singapore, Central Region, Singapore",Maxicon Container Line is a logistics company that specializes in container load shipping and project cargo services.,"683,904",Active,2006-01-01,year,,,,,For Profit,https://maxiconline.com,,,,,
Magma Studios,https://www.crunchbase.com/organization/magma-studios,"Augmented Reality, Education, Mobile Apps, Serious Games, Speech Recognition, Video Games, Virtual Reality","Singapore, Central Region, Singapore","Magma Studios’ mission is to help major media, retail brands and government agencies.","687,448",Closed,2005-08-10,day,2005-08-10,day,2020-01-07,day,For Profit,http://www.magma-studios.com,,M&A,,,
GSA Education,https://www.crunchbase.com/organization/gsa-education,"EdTech, Education, Information Technology","Singapore, Central Region, Singapore",GSA is an education technology company.,"688,620",Active,2005-01-01,year,,,,,For Profit,https://www.gsa.education,GSA Education provides web-based and open-source technologies to educational institutions. Their solutions help teachers transform online resources into activity/assessment content for classroom usage.,,,,
Alef Digital,https://www.crunchbase.com/organization/alef-digital,"Information Technology, Internet, Mobile, Mobile Apps","Singapore, Central Region, Singapore","Alef Digital creates internet, mobile, and desktop solutions for corporate clients.","692,554",Active,2006-01-01,year,,,,,For Profit,http://www.aleph-labs.com,,,,,
Inaani Pte. Ltd.,https://www.crunchbase.com/organization/inaani-pte-ltd,"Information Technology, Telecommunications, VoIP","Singapore, Central Region, Singapore",Inaani is a global retail and wholesale VoIP Service Provider functioning worldwide.,"694,226",Active,2006-01-01,year,,,,,For Profit,https://www.inaani.com/,"Inaani is a global retail and wholesale VoIP Service Provider with over 10 years of trusted diligent presence across the globe. INAANI has emerged as one of the leading Mobile VoIP service Providers for assuring the decent quality of VoIP solution. Inaani has been providing supreme quality 24X7 dedicated customer support to ensure that the customers can relish the best service for their business. The company believes in perfection and authenticate the service quality before providing services to their valuable consumers. Inaani has been dealing with a web of organic retail network with 1.5+ million subscribers and 800+ renowned Tier1 and Tier2 carriers like SingTel, Tata, Bharti, Telkom Malaysia, Deutsche Telekom, BICS, Verizon and many more to ensures the best quality network in IP telephony. And with the backing of a dexterous R&D team, INAANI has been marching forward ever since. History Inaani was founded in 2006 with the ultimate focus of providing utmost VoIP service to its consumers and now it has grabbed the position as a leading VoIP service provider in the VoIP market. Substantiating premium quality service to its client has always been the infrastructure of Inaani. Headquartered in Singapore, Inaani has multinational well establishment in Hong Kong, India, and UAE. Possessing a versatile structure, Inaani is competent to terminate VoIP calls, simultaneously for the retail and wholesale VoIP business.",,,,
News & Ads Monitoring Agency,https://www.crunchbase.com/organization/news-ads-monitoring-agency,"Broadcasting, News, Social Media","Singapore, Central Region, Singapore",News & Ads Monitoring Agency is a media monitoring company.,"694,627",Active,2006-01-01,day,2020-07-01,day,,,For Profit,http://namaasia.com/,,M&A,,,
BAF Spectrum,https://www.crunchbase.com/organization/baf-spectrum,,"Singapore, Central Region, Singapore",BAF Spectrum is a Singapore-based angel fund investing in Asia-based technology startups with a global highgrowth potential.,"696,355",Active,2006-01-01,year,,,,,For Profit,http://www.bafspectrum.com,,,,,
IH Digital,https://www.crunchbase.com/organization/ih-digital,"Advertising, Content Marketing, Digital Marketing, Social Media Marketing","Singapore, Central Region, Singapore",IH Digital is a digital marketing agency.,"697,282",Active,2006-01-01,day,,,,,For Profit,https://www.ihdigital.com/,,,,,
Easmed,https://www.crunchbase.com/organization/easmed,"Health Care, Medical Device, Sales","Singapore, Central Region, Singapore","Easmed is a medical device distributor providing solutions for ENT, gynecology, neurosurgery, otology, and urology.","698,712",Active,2006-01-01,year,,,,,For Profit,https://www.easmed.com/,,,,,
FlyWheelHubs,https://www.crunchbase.com/organization/flywheelhubs,"B2B, Database, Lead Generation, Marketing, Outsourcing","Singapore, Central Region, Singapore","FWH is a lead generation and sales prospecting services company that offers outsourced B2B marketing, sales support, and database services.","711,373",Active,2006-01-01,year,,,,,For Profit,https://www.flywheelhubs.com,,,,,
Aspire!,https://www.crunchbase.com/organization/aspire-7abc,"Human Resources, Recruiting, Staffing Agency, Training","Singapore, Central Region, Singapore","Aspire! is a staffing agency that provides human resources management, recruitment, training, placement, and administration services.","718,104",Active,2006-01-01,year,,,,,For Profit,https://aspiregroup.sg,,,,,
Mosque-Madrasah-Wakaf Shared Services,https://www.crunchbase.com/organization/mosque-madrasah-wakaf-shared-services,"Association, Communities, Religion","Singapore, Central Region, Singapore","MMW Shared Services is a committee formed to provide shared services like finance and accounting, HR and payroll, marcomms, and ICT.","721,345",Active,2006-01-01,year,,,,,For Profit,https://www.sharedservices.sg,"Mosque Shared Services is a committee formed by the Islamic Religious Council of Singapore to provide shared services solutions to the Mosques, Madrasah, and Wakaf in Singapore. The services and/or solutions provided are financial management and accounting, HR and payroll, manpower, marcomms, and ICT.",,,,
Experia Events,https://www.crunchbase.com/organization/experia-events,"Event Management, Event Promotion, Events","Singapore, Central Region, Singapore",Experia Events is a event managment company.,"728,035",Active,2005-01-01,year,,,,,For Profit,https://www.experiaevents.com,"Experia Events provides planning, organizing, and managing events of all sizes. They offers  large-scale trade, consumer, and community events.",,,,
TKM Engineering,https://www.crunchbase.com/organization/tkm-engineering-7bd8,"Industrial, Manufacturing, Product Design","Singapore, Central Region, Singapore","TKM Engineering designs, manufactures, supplies, and installs steel structures for residential, commercial, and industrial projects.","729,375",Active,2006-01-01,year,,,,,For Profit,https://www.tkm.com.sg,,,,,
Futuristic Store Fixtures,https://www.crunchbase.com/organization/futuristic-store-fixtures,"Facilities Support Services, Furniture, Retail","Singapore, Central Region, Singapore",Futuristic Store Fixtures is a retail store fixtures manufacturer for global brands.,"732,951",Active,2005-01-01,year,,,,,For Profit,https://www.futuristicgroup.com,Futuristic Store Fixtures is a retail store fixtures manufacturer for global brands. The company builds consistent custom store fixtures value engineered in a modular system to facilitate global roll-out.,Private Equity,,USD,
Convergence Concepts,https://www.crunchbase.com/organization/convergence-concepts,"Creative Agency, Digital Media, Event Management, Marketing","Singapore, Central Region, Singapore","Convergence Concepts is a design agency that provides digital media, event management, and marketing services.","733,061",Active,2005-01-01,year,,,,,For Profit,https://convergenceconcepts.com.sg,,,,,
M&P International Freights,https://www.crunchbase.com/organization/m-p-international-freights,"Freight Service, Logistics","Hougang, North-East Region, Singapore",M&P International Freights is a freight forwarding company.,"736,054",Active,2006-01-01,day,,,,,For Profit,https://www.mp.com.sg/,,,,,
Cambridge Industrial Trust,https://www.crunchbase.com/organization/cambridge-industrial-trust,"Automotive, Real Estate","Singapore, Central Region, Singapore",Cambridge Industrial Trust is a real estate investment trust launched and managed by Cambridge Industrial Trust Management Limited.,"737,936",Closed,2006-01-01,year,2017-01-18,day,2017-01-01,month,For Profit,http://www.cambridge-itrust.com/,"Cambridge Industrial Trust is a real estate investment trust launched and managed by Cambridge Industrial Trust Management Limited. The company invests in the real estate markets of Singapore. It invests primarily in logistics, warehousing, light industrial, car showroom and workshop to business park properties.",M&A,,,
Pegasus Travel,https://www.crunchbase.com/organization/pegasus-travel,"Tourism, Travel","Bukit Merah, Central Region, Singapore",Pegasus Travel offers you comprehensive travel advisory and management.,"737,967",Active,2006-01-01,day,,,,,For Profit,https://pegasustravel.com.sg,,,,,
tenCube,https://www.crunchbase.com/organization/tencube,"Information Technology, Mobile, Mobile Apps","Singapore, Central Region, Singapore","tenCube enables its users to remotely lock and track down a lost device, retrieve a copy of the data securely, and remotely wipe off data.","745,592",Closed,2005-01-01,year,2010-07-30,day,,none,For Profit,http://www.wavesecure.com,"May the Phone be with you!  tenCube Pte. Ltd was established in 2005 to solve the problem of people losing mobile phones. With headquarters based in Singapore, the company has a regional office in Silicon Valley, United States and in New Delhi, India.  The flagship product WaveSecure, originally developed for Police and Military use in Singapore, is today the leading mobile security product trusted by global brands such as Nokia, Sony Ericsson, SingTel and users worldwide. It provides complete protection of the mobile device, data and privacy by enabling users to remotely lock and track down a lost device, retrieve a copy of the data securely and remotely wipe off data to protect privacy.  The team has received widespread recognition for the breakthrough product, including NAVTEQ Global LBS Challenge, Mobile Monday Peer Awards, Top 10 Wireless Innovation by Frost and Sullivan, and most notably being a Top 3 Winner at Googleâ€™s Android Developer Challenge. WaveSecure has been featured in numerous print and online media, including New York Times, Asian Wall Street Journal, Inc, CNBC, The Mirror, CNET, TechCrunch, LifeHacker and more.  With a team dedicated to making a difference in millions of lives worldwide, we pride ourselves in our ability constantly innovate and deliver a proven solution to secure your phone, data and most importantly your privacy.  May the phone be with you!",M&A,,USD,
Commfront Communications,https://www.crunchbase.com/organization/commfront-communications,"Industrial Automation, Security","Woodlands, North Region, Singapore","Commfront Communications provides complete solutions for data and device connectivity, conversion, protection, extension, and research.","761,935",Active,2005-01-01,day,,,,,For Profit,https://www.commfront.com/,,,,,
Global Green International Investments,https://www.crunchbase.com/organization/global-green-international-investments,"GreenTech, Renewable Energy, Semiconductor, Sustainability, Waste Management","Singapore, Central Region, Singapore",Global Green International Investments is a zero-waste company that offers clean energy through waste-processing services and technology.,"766,225",Active,2006-01-01,year,,,,,For Profit,https://www.ggienergy.com/,,,,,
Vocanic,https://www.crunchbase.com/organization/vocanic,"Advertising, Advertising Platforms","Singapore, Central Region, Singapore","Vocanic is a full-service, digital, regional, social media marketing firm.","766,685",Closed,2005-01-01,year,2013-12-10,day,2013-01-01,year,For Profit,http://www.vocanic.com,"Vocanic is one of the pioneers in the industry, Vocanic has extensive experience in developing and executing Social Media strategies, which include Measurement, Management and Amplification of Advocacy, through the use of proprietary Social Media tools. We work on project or retainer basis with leading international, regional and local brands spanning a wide range of industries including Automotive, Retail, Finance, Travel, FMCG, Government, Transport, Health, Telecommunications and others.",M&A,,,
VR-Zone,https://www.crunchbase.com/organization/vr-zone,"Consumer Electronics, Hardware, Software","Singapore, Central Region, Singapore",VR-Zone is an online technology news publication that reports on trends in the personal computer world.,"768,676",Active,2006-01-01,year,,,,,For Profit,http://vr-zone.com/,"VR-Zone is an online technology news publication that reports on the leading trends in PC and mobile gadgets, with in-depth reviews and commentaries. The publication covers international events like CES, CeBIT, MWC, Computex and local exhibitions like CommunicAsia, IT SHOW, PC SHOW, COMEX and SITEX.",,,,
Silkroad Nickel,https://www.crunchbase.com/organization/silkroad-nickel,"Mining, Precious Metals","Singapore, Central Region, Singapore",Silkroad Nickel is a mining company.,"769,612",Active,2005-01-01,year,2018-07-30,day,,,For Profit,http://www.silkroadnickel.com,"Silkroad Nickel is a nickel ore exploration, mining, production, and sales company. They intend to grow its downstream business by transitioning from its primary nickel mining operations to a fully-integrated nickel producer that outsources its nickel mining operations.",IPO,,,
Diamond Glass Enterprise,https://www.crunchbase.com/organization/diamond-glass-enterprise,"Construction, Manufacturing, Product Design","Singapore, Central Region, Singapore","Diamond Glass Enterprise designs, manufactures, supplies, installs, and maintains architectural glass.","774,830",Active,2006-01-01,year,,,,,For Profit,https://diamondglass.com.sg,"Diamond Glass Enterprise is a designer, manufacturer, and supplier of architectural glass. They provide a design and build division, a curtain wall assembly division, a façade installation division, and a glass manufacturing and supply division. A curtain wall is an outer covering of a building in which the outer walls are non-structural.",,,,
Dr Marco,https://www.crunchbase.com/organization/dr-marco,"Health Care, Hospital, Medical","Singapore, Central Region, Singapore","DR MARCO FARIA CORREA PLASTIC SURGERY offers plastic, cosmetic, microsurgery, and reconstructive surgery services.","779,391",Active,2005-01-01,year,,,,,For Profit,https://www.drmarco.com,,,,,
Tecshkills Career Services,https://www.crunchbase.com/organization/tecshkills-career-services,"Employment, Human Resources, Recruiting, Staffing Agency","Singapore, Central Region, Singapore",Tecshkills Career Services is a manpower recruitment service company that offers staffing solutions.,"779,775",Active,2005-01-01,year,,,,,For Profit,https://techskills.com.sg,,,,,
Sunnic,https://www.crunchbase.com/organization/sunnic,"Cyber Security, Information Technology, Security","Singapore, Central Region, Singapore",Sunnic provides IT security and digital data protection solutions for government agencies.,"788,176",Active,2005-01-01,year,,,,,For Profit,https://www.sunnic-sec.com,"Sunnic offers cryptographic technology, digital identification, and IT security services. They provide regional banks and governmental organizations with digital data protection solutions. They engage in delivering data protection, cryptography key management, and access control solutions to protect their customers' critical assets.",,,,
RB Capital,https://www.crunchbase.com/organization/rb-capital-960d,"Commercial, Property Development, Real Estate","Singapore, Central Region, Singapore","RB Capital specializes in real estate acquisition and development for hospitality, commercial, and media properties.","789,310",Active,2006-01-01,year,,,,,For Profit,https://rbcapital.com.sg,,,,,
PROOF Living,https://www.crunchbase.com/organization/proof-living,"Furniture, Manufacturing, Retail, Wood Processing","Singapore, Central Region, Singapore",PROOF Living is a Furniture manufacturing company that provides Designed Furniture items.,"800,513",Active,2005-01-01,year,,,,,For Profit,https://www.proof.com.sg,"Proof Living is dedicated to showcasing home furniture and accessory collections, to bring inspiration to designers and discerning clientele of exquisite taste. They have developed showrooms and the most comprehensive catalogue of designer labels for all your needs to create a timeless and contemporary home. It is to showcase and deliver the style, quality and service because they know that design enhances one’s life experience.",,,,
Bluorbit,https://www.crunchbase.com/organization/bluorbit,"Courier Service, Logistics, Supply Chain Management","Singapore, Central Region, Singapore","Bluorbit is a logistics company that offers courier, freight forwarding, and charter services.","800,519",Active,2005-01-01,year,,,,,For Profit,https://bluorbitlogistics.com,"Bluorbit Logistics is an online-based express courier that offers same-day delivery, door-to-door delivery, and courier services. They provide seamless end-to-end logistic solutions. They offer express delivery, international courier service, door-to-door delivery, and online courier services.",,,,
Opensoft,https://www.crunchbase.com/organization/opensoft-3a09,"Human Resources, Information Services","Singapore, Central Region, Singapore",Opensoft is an information portal for human resource executives.,"809,874",Active,2006-01-01,day,,,,,For Profit,http://www.opensofthr.com/,,,,,
United Raw Material,https://www.crunchbase.com/organization/united-raw-material,"Chemical, Textiles, Wholesale","Singapore, Central Region, Singapore","United Raw Material imports, exports, and supplies textile raw materials and timber products.","810,349",Active,2006-01-01,year,,,,,For Profit,https://www.urmpl.com,,,,,
SME Capital Group,https://www.crunchbase.com/organization/sme-capital-group,"Consulting, Financial Services, Legal","Singapore, Central Region, Singapore","SME Capital Group is a financial services company that offers business, property, and machinery loans.","815,473",Active,2006-01-01,year,,,,,For Profit,https://www.smecapital.com.sg,,,,,
Huntington Partners,https://www.crunchbase.com/organization/huntington-partners,,"Singapore, Central Region, Singapore",Huntington Partners is an independent strategic advisory firm focused on the insurance and reinsurance industry.,"815,927",Active,2005-01-01,year,,,,,For Profit,http://www.huntingtonpartnersllp.com/,Huntington Partners is an independent strategic advisory firm focused on the insurance and reinsurance industry.,,,,
Blissful Brides,https://www.crunchbase.com/organization/blissful-brides,"E-Commerce, Events","Singapore, Central Region, Singapore","Launched in February 2005, BLISSFUL BRIDES is a handy, practical and comprehensive wedding guide to help create the perfect wedding.","819,960",Active,2005-01-01,year,,,,,For Profit,https://www.blissfulbrides.sg,,,,,
Sciencewerke,https://www.crunchbase.com/organization/sciencewerke,"Health Care, Medical, Medical Device, Pharmaceutical","Singapore, Central Region, Singapore","Sciencewerke provides life science, biomedical, and clinical equipment, reagents, and consumables.","820,412",Active,2005-01-01,year,,,,,For Profit,https://www.sciencewerke.com,"Sciencewerke provides instruments, reagents, consumables, and services for the scientific, clinical, biotech, and pharma communities. They also offer genomics, proteomics, cellomics, bio-imaging, and molecular diagnostics solutions. An online inquiry form is available on the company's website.",,,,
Skynapse Business Technology,https://www.crunchbase.com/organization/skynapse-business-technology,Information Technology,"Singapore, Central Region, Singapore",Skynapse Business Technology is a private limited company based out of Singapore.,"823,749",Active,2006-01-01,year,,,,,For Profit,http://www.facilitiesbooking.com/,,,,,
Galvantrix,https://www.crunchbase.com/organization/galvantrix,"Analytics, Artificial Intelligence (AI), Cloud Management, Sales Automation","Singapore, Central Region, Singapore","Galvantrix is a salesforce consulting firm that provides FSL, cloud, AI, and analytics solutions.","834,890",Active,2006-01-01,year,,,,,For Profit,https://www.galvantrix.com,,,,,
Legal Solutions,https://www.crunchbase.com/organization/legal-solutions,Consulting,"Singapore, Central Region, Singapore",Singapore law firm providing a full range of legal serevices.,"835,070",Active,2005-01-01,year,,,,,For Profit,http://www.legalsolutions.com.sg,,,,,
Travel Star,https://www.crunchbase.com/organization/travel-star,"Tourism, Travel, Travel Agency","Singapore, Central Region, Singapore","Travel Star is a travel agency that arranges VISA documentation, hotel reservations, ticketing, and education tours.","844,085",Active,2005-01-01,year,,,,,For Profit,https://travelstar.com.sg,,,,,
EA-Connect,https://www.crunchbase.com/organization/ea-connect,"Electronics, Quality Assurance, Supply Chain Management, Wholesale","Midview City, Central Region, Singapore",EA-Connect is a supplier of electro-mechanical products.,"844,687",Active,2005-01-01,year,,,,,For Profit,https://www.eaconnect.sg,,,,,
Playware Studios,https://www.crunchbase.com/organization/playware-studios-asia,"3D Technology, Computer, EdTech, Education, Gaming, Video Games","Singapore, Central Region, Singapore",Playware Studios is a 3D game developer that also holds workshops on 3D game creation.,"845,079",Active,2005-01-01,year,,,,,For Profit,http://www.playwarestudios.com,"Playware Studios is a Singapore based education technology company focused on game based learning. We want to bring games to every classroom in the world. While research has convinced educators and trainers of the effectiveness of using games in the classroom, electronic games in their current form are too expensive or too inflexible for classroom to adopt wholesale. To solve this, we have pioneered the concept of ""Gamelets"" in learning environments - the short-form game 3D immersive virtual world content - that can be easily created, distributed, played and assessed.",,,,
Microlight Sensors,https://www.crunchbase.com/organization/microlight-sensors,"Computer, Manufacturing","Singapore, Central Region, Singapore","Microlight Sensors is a Singapore company that manufactures and sells optical systems, instruments, and components for sensor technologies.","846,280",Closed,2006-01-01,year,,,,none,For Profit,http://www.mlsensors.com,"Microlight Sensors Pte Ltd., a Singapore-based company that develops, manufactures, and sells optical systems, instruments, and components for sensor technologies.",,,USD,
BLINK Design Group,https://www.crunchbase.com/organization/blink-design-group,"Architecture, Commercial, Construction, Interior Design","Singapore, Central Region, Singapore",BLINK Design Group provides interior design and architecture for buildings.,"851,385",Active,2006-01-01,year,,,,,For Profit,https://blinkdg.com,"BLINK Design Group offers interior design and architecture for buildings. They provide luxury hospitality design, interior design, building design, furniture, fixtures and accessories, resort design, urban hospitality design, architecture, and hospitality design. They create with spirit, trust, and a sense of discovery. Their destinations not only meet the operational realities of the luxury hospitality business for clients but form spaces that have a compelling sense of place and inspire connections with their guests.",,,,
3Si Technologies Singapore,https://www.crunchbase.com/organization/3si-technologies-singapore,"Homeland Security, Security","Singapore, Central Region, Singapore",3Si Technologies Singapore is a technology solutions provider of enterprise level mission critical systems in South East Asia.,"852,372",Active,2006-01-01,day,,,,,For Profit,http://www.3si.com.sg/,,,,,
Homewerkz Pte Ltd,https://www.crunchbase.com/organization/homewerkz-pte-ltd,"E-Commerce, Retail","Midview City, Central Region, Singapore",Homewerkz sets the standard for the modern showcasing as well as retailing luxurious Bathroom Accessories Singapore,"854,105",Active,2005-01-15,day,,,,,For Profit,http://www.homewerkz.com.sg/,,,,,
Esmegen Group,https://www.crunchbase.com/organization/esmegen-group,"Cloud Data Services, Information and Communications Technology (ICT), Telecommunications","Singapore, Central Region, Singapore",Esmegen Group is an information and communications technology company that provides IT network and cloud voice solutions.,"856,940",Active,2005-01-01,year,,,,,For Profit,https://www.esmegengroup.com.sg,,,,,
Global Offshore & Marine,https://www.crunchbase.com/organization/global-offshore-marine,"Manufacturing, Marine Transportation, Mechanical Engineering","Singapore, Central Region, Singapore","Global Offshore & Marine is a shipyard that specializes in structural steel fabrication, accommodation, and electrical work services.","859,435",Active,2006-01-01,year,,,,,For Profit,http://www.globalone.com.sg,,,,,
SiniMed Pte Ltd,https://www.crunchbase.com/organization/sinimed-pte-ltd,"Asset Management, Information Technology, Software, Web Design, Web Development","Singapore, Central Region, Singapore",SiniMed Pte Ltd is a boutique technology integrator providing innovative solutions for a smarter city across Asia.,"860,280",Active,2006-01-01,year,,,,,For Profit,https://www.sinimed.com/,,,,,
ACE Peripherals,https://www.crunchbase.com/organization/ace-peripherals,"Computer, Consumer Electronics, Information Technology, Software","Singapore, Central Region, Singapore","ACE Peripherals a distribution establishment for Auto-ID, Printer, Scanner, Storage, Software and Surveillance.","877,038",Active,2006-01-01,year,,,,,For Profit,http://www.aceperipherals.com,"ACE Peripherals Private Limited is an ISO 9001, UKAS Management Systems, SAC Accredited and BizSafe Certified establishment since 2006 to Value-Add and Completing Information Technology. ACE Peripherals Pte Ltd represents a set of leading brand of Input/ Output Peripherals Hardware and Software from Worldwide. With an extensive network in ASIA and EMEA channel partners, they are offering an extensive range of Computer Peripherals. Their business operations are based in Singapore (Headquarter), Malaysia and Indonesia with their  regional partnership presences are in Cambodia, Myanmar, Pakistan, Philippines and Thailand. Serving the ASIA and EMEA region, their  forte is in selecting and integrating the Most Value-Added Input/ Output Peripherals Hardware and Software to meet changing business dynamics. They are good listeners. Their professional sales consultants are there to assist and guide you from project beginning to end. It is their   desire to establish relationships with their  customers as opposed to just ""making the sale."" With their  commitment to drive business values to their  partners, ACE Peripherals Pte Ltd provides unparalleled levels of channel sales and marketing support and constantly engages the Worldwide Input/ Output Peripherals Hardware and Software Partners in technology arena. From their  central distribution facility in Singapore and vendor facilities worldwide, we offer competitive shipping to any part of the ASIA, EMEA and to international destinations as well. And, we excel in customizing your product selection to your precise specifications. We strive to create new and innovative product integration to provide excellent solutions to their  end users. ACE Peripherals Pte Ltd strongly believe in earning mutual trust from partners by delivering what we promise, sharing knowledge, continuously acquire new knowledge to create new solutions, be connected with partners to share ideas and enjoy their  friendship and cultures.",,,,
Mighty Velo,https://www.crunchbase.com/organization/mighty-velo,"Cycling, E-Commerce, Retail","Singapore, Central Region, Singapore",Mighty Velo is a bicycle shop that retails and repairs foldable bikes.,"888,705",Active,2006-01-01,year,,,,,For Profit,https://www.mightyvelo.com,,,,,
W3-O,https://www.crunchbase.com/organization/w3-o,"3D Technology, Advertising, Animation, Creative Agency, Graphic Design, UX Design","Singapore, Central Region, Singapore","W3-O is a creative agency that offers branding, graphic design, advertising, and broadcast services.","889,662",Active,2005-01-01,year,,,,,For Profit,https://www.w3-o.com,,,,,
Rongda Pacific,https://www.crunchbase.com/organization/rongda-pacific,"Architecture, Furniture, Home Renovation, Interior Design","Singapore, Central Region, Singapore","Rongda Pacific is a building contractor specializing in interior design, home renovation, and architectural design services.","894,793",Active,2006-01-01,year,,,,,For Profit,https://www.rongdacontractor.com,,,,,
BSW International,https://www.crunchbase.com/organization/bsw-international,"Architecture, Construction, Customer Service, Information Technology, Technical Support","Singapore, Central Region, Singapore","BSW International offers full-service technology integration services in a variety of industries, including IT, architecture, and building.","895,009",Active,2006-01-01,year,,,,,For Profit,https://www.bswint.com/,,,,,
ExcelGames Interactive,https://www.crunchbase.com/organization/excelgames-interactive,"Retail, Toys, Video Games","Singapore, Central Region, Singapore",ExcelGames Interactive is a distributor of video gaming products for retail and ecommerce stores.,"897,168",Active,2005-01-01,year,,,,,For Profit,https://egi.com.sg,,,,,
