Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Bloomer,https://www.crunchbase.com/organization/bloomer-app,"Commercial, Communities, Information and Communications Technology (ICT), Information Technology, Internet, Lifestyle, Mobile, News, Personal Development, Personalization","Ho Chi Minh City, NA - Vietnam, Vietnam","Contest Enetertainment App, Co-Branding with Partnerships.","430,731",Closed,2016-10-10,day,,,,none,For Profit,http://www.bloomerapp.com,"Bloomer is a fun and innovative mobile app where players compete for fame and recognition – a perpetual “Vietnam’s Got Talent” online contest on your phone. The main revenue driver is from the sales of virtual flowers, which are given to contestants by supporters, who act as judges for the contests. Players are given a limited amount of flowers for free daily, but to have an influence on the contest, they must purchase flowers on the App and Google Play Stores. The app is a magnet for micro influencers and a medium for contestants to make a name for themselves. Bloomer is a unique and powerful platform for digital marketing, where contestants competing in sponsored contests will promote advertisers’ products or services on their social networks and on our centralized in-app, besides, we have our team to run campaigns to support externally through social platforms like: Facebook, Instagram, Medium, and YouTube channels, etc. Our Youtube: https://www.youtube.com/bloomerapp Our Facebook Fanpage: http://www.fb.com/bloomerapp https://e27.co/startup/bloomer-app",,,,
Bitcoininus,https://www.crunchbase.com/organization/bitcoininus,"Cryptocurrency, Media and Entertainment, News","Ho Chi Minh City, NA - Vietnam, Vietnam",Bitcoininus offers cryptocurrency information and news.,"440,315",Active,2015-03-01,month,,,,,For Profit,https://bitcoininus.com/,,,,,
Teko,https://www.crunchbase.com/organization/teko-420e,"Commercial, Consulting, Enterprise Resource Planning (ERP)","Hanoi, NA - Vietnam, Vietnam",Teko provides consultations in finding and creating breakthroughs using technology.,"442,082",Active,2017-01-01,year,,,,,For Profit,https://teko.vn,,,,,
Bibabo,https://www.crunchbase.com/organization/bibabo,"E-Commerce, Internet","Hanoi, NA - Vietnam, Vietnam",Social Commerce Company in Vietnam. Leading Women Industry with 2+ million user using App & Website,"444,484",Active,2015-09-06,day,,,,,For Profit,https://bibabo.vn/home,,,,,
Canal Circle,https://www.crunchbase.com/organization/canal-circle,Financial Services,"Hanoi, NA - Vietnam, Vietnam",Canal Circle builds a financially inclusive ecosystem for the under served Vietnamese in rural areas.,"444,922",Active,2015-01-01,year,,,,,For Profit,https://www.canalcircle.com/,"Canal Circle is a young and talented group of entrepreneurs and engineers with a groundbreaking idea that they can change the world by lifting up people at the bottom of the pyramid, in a scalable and technology-enabled way. They work with financial institutions and brand partners to design bespoke technology solutions that serve as a channel to deliver a wide array of essential products and services to low-income communities including remote areas neglected by traditional services.",Seed,,USD,
AgileTech Vietnam,https://www.crunchbase.com/organization/agiletech-viet-nam-limited-company,"Artificial Intelligence (AI), Blockchain, Information Technology, Mobile Apps, Software, Web Development","Hanoi, NA - Vietnam, Vietnam",AgileTech is Top Software Development Companies in Vietnam with 5 years experience in providing quality IT outsourcing services.,"450,512",Active,2015-01-01,year,,,,,For Profit,https://agiletech.vn,"AgileTech is a Quality Software Company in Vietnam. We are a group of dynamic and talented programmers. Our company was founded in 2015, and until now, we have accomplished more than 80 projects for customers from more than 10 countries. We offer technical assistance to companies- especially Start-ups. Some of our services: • Website/ Mobile app development • AI/Big Data Services • Blockchain Services • Testing Services • Digital Transformation",,,,
GTV,https://www.crunchbase.com/organization/gtv-491e,"SEO, Training, Web Design","Ho Chi Minh City, NA - Vietnam, Vietnam","GTV provides SEO services, SEO training, inbound marketing, and website design services.","451,058",Active,2016-01-01,year,,,,,For Profit,https://gtvseo.com,GTV helps businesses not only have more customers and monthly profits but also helps businesses build brands and stand firmly in their market. If you want would contact them please contact them via phone call or email.,,,,
CodeGym,https://www.crunchbase.com/organization/codegym,"Education, Training, Web Development","Nam Dinh, NA - Vietnam, Vietnam",CodeGym is a programming training system that provides programming education.,"452,944",Active,2017-01-01,year,,,,,For Profit,https://codegym.vn,"CodeGym provides programming training courses. Their courses include java course, PHP course, javascript course, HTML, web front end, Python, MySQL, angular platform, agile software development, git, Linux, web development, android, boot camp, and notejs.",,,,
TopOnSeek,https://www.crunchbase.com/organization/toponseek,"Developer Tools, Digital Marketing, Search Engine, SEO","Ho Chi Minh City, NA - Vietnam, Vietnam",TopOnSeek is a search engine optimization service providers.,"457,094",Active,2016-01-01,year,,,,,For Profit,https://www.toponseek.com,"Toponseek is an SEO agency that will identify opportunities to acquire links from relevant industry sites, quality directories, and various other sources. The idea is to generate traffic from these sources by ensuring the link points to something that will deliver value to the reader. Moreover, SEO services increase natural traffic to help the website optimize the conversion rate, bringing a stable source of revenue to customers.",,,,
Techup,https://www.crunchbase.com/organization/techup,"Information Technology, Software, Web Apps, Web Development","Ho Chi Minh City, NA - Vietnam, Vietnam","Techup offers mobile applications, web applications, data applications development, and enterprise business system solutions.","459,424",Active,2016-01-01,year,,,,,For Profit,https://techupcorp.com,,,,,
Audience Gain,https://www.crunchbase.com/organization/audience-gain,"Advertising, Digital Marketing, Social Media Marketing","Hanoi, NA - Vietnam, Vietnam","Audience Gain is a digital marketing firm that helps content creators develop and market their videos, brands, and many platforms.","463,900",Active,2016-01-01,year,,,,,For Profit,https://audiencegain.net/,,,,,
HotTab,https://www.crunchbase.com/organization/hottab,Apps,"Hanoi, NA - Vietnam, Vietnam",HotTab Multilingual tablet system for hotels.,"465,487",Active,2015-01-17,day,2019-10-01,day,,,For Profit,http://hottab.net/,"HotTab offers a multilingual POS application that enables restaurants, cafes, bars, and stores to manage their businesses. HotTab offers tools that enable businesses to connect with their customers, manage orders and tables, and access real-time reports and insights through their mobile phones or tablets. It also enables them to connect with their printer and manage printouts. HotTab was founded by Sanjeev Sapkota in January 2015. It is based in Hanoi, Vietnam.",M&A,,USD,
Caramo,https://www.crunchbase.com/organization/caramo,"Marketplace, Media and Entertainment, Secondhand Goods","Hanoi, NA - Vietnam, Vietnam",Caramo is a Vietnamese C2C second-handed car marketplace,"471,598",Active,2016-01-01,year,,,,,For Profit,https://caramo.vn,Caramo is an online marketplace that connects buyers and sellers. The platform monetises only through successful transactions and each car undergoes a 240-point inspection process before being uploaded to the platform.,Seed,,USD,
Money Bank,https://www.crunchbase.com/organization/money-bank,"Credit, Finance, FinTech","Ho Chi Minh City, NA - Vietnam, Vietnam",Online peer-to-peer micro-lending service  in Vietnam,"472,555",Active,2017-01-01,year,,,,,For Profit,http://moneybank.vn/en,,,,,
MOR Software JSC,https://www.crunchbase.com/organization/mor-software-jsc,"Consulting, Information Technology, Outsourcing, Software, Web Development","Ho Chi Minh City, NA - Vietnam, Vietnam",MOR Software JSC is an IT company that offers software development and information technology solutions.,"475,662",Active,2016-01-01,year,,,,,For Profit,https://morsoftware.com,,,,,
FINA Mortgage Advisory,https://www.crunchbase.com/organization/fina-mortgage-advisory,"Financial Services, FinTech, Mortgage, Real Estate","Ho Chi Minh City, NA - Vietnam, Vietnam",FINA Mortgage Advisory is a financial services company that offers a digital mortgage broking platform and related consulting services.,"480,276",Active,2017-01-01,year,,,,,For Profit,https://fina.com.vn,,,,,
Lotus Quality Assurance (LQA),https://www.crunchbase.com/organization/lotus-quality-assurance,"Autonomous Vehicles, Consulting, Information Technology, Mobile Apps, Outsourcing, Quality Assurance, Software, Web Development","Hanoi, NA - Vietnam, Vietnam","1st Vietnamese independent software testing company. Offering software QA, software testing, and AI data processing.","486,624",Active,2016-10-18,day,,,,,For Profit,https://www.lotus-qa.com,"Lotus Quality Assurance (LQA), established in 2016, is the First Independent Quality Assurance Firm located in Vietnam – an emerging Silicon Valley of Asia, with subsidiaries in Japan & U.S. Our software testing expertise covers diverse domains, including healthcare, fintech, gaming, education, construction, eCommerce, automotive, and more. Our services of strength include: - Mobile app testing - Web app testing - Automotive testing - Embedded testing We are passionate about bringing young, talented, and skillful Vietnamese to the Global market by helping clients to improve product quality. Working with us, you can focus on your business and leave quality assurance to us. During the years of operation, LQA has developed our experience towards industry specialization with the aim of best supporting the growth of our clients. Thanks to the relentless efforts of our passionate and talented team throughout the years, we have earned trust from clients in the most demanding markets of the USA, Japan, Korea, APAC, and more.",,,,
Greencap Investment,https://www.crunchbase.com/organization/greencap-investment,"Finance, Financial Services, Impact Investing","Ho Chi Minh City, NA - Vietnam, Vietnam","Greencap Investment is a financial firm that provides investment, financial planning, training, and management services.","492,598",Active,2015-01-01,year,,,,,For Profit,https://greencapinvestment.com,,,,,
nextX.ai,https://www.crunchbase.com/organization/nextx-ai,"Artificial Intelligence (AI), Internet of Things, Machine Learning, SaaS, Software","Hanoi, NA - Vietnam, Vietnam",AI for CRM and Farming,"496,263",Active,2016-06-23,day,,,,,For Profit,https://nextx.ai/,NextX AI is a AI product of NextVision in Vietnam.  NextX AI - Power your products with predictions in days regardless of your ML experience – AI Platform in Customer Data Platform (CDP) and Smart Farm,,,,
Mobicast,https://www.crunchbase.com/organization/mobicast,"Customer Service, Service Industry, Telecommunications, Wireless","Hanoi, NA - Vietnam, Vietnam",Mobicast focuses on service quality and customer experience and targets the younger and more digitally savvy consumer segment.,"496,474",Active,2016-01-01,year,2021-09-20,day,,,For Profit,https://www.mobicast.vn/,"Mobicast is a startup in the field of MVNO, based in Vietnam. With a customer-centric orientation, Mobicast team focuses on researching and designing useful telecommunication and technology solutions for users, towards a user-friendly experience and optimal performance.",M&A,,,
Spiderum,https://www.crunchbase.com/organization/spiderum,"Content, Digital Media, Internet, News, Open Source","Hanoi, NA - Vietnam, Vietnam",Spiderum provides a Sharing and discussion platform for Vietnamese people and useful content voted on by users.,"499,940",Active,2015-01-01,year,,,,,For Profit,https://spiderum.com,,,,,
Go Vietnam Travel,https://www.crunchbase.com/organization/go-vietnam-travel,Travel,"Hanoi, NA - Vietnam, Vietnam","Go Vietnam Travel is a local Travel Agency organizes Vietnam, Laos & Cambodia custom-made tours & package tours for individuals & groups.","500,666",Active,2017-01-01,year,,,,,For Profit,https://govietnamtravel.asia,,,,,
Energy Capital Vietnam,https://www.crunchbase.com/organization/energy-capital-vietnam,"Asset Management, Energy, Service Industry","Ho Chi Minh City, NA - Vietnam, Vietnam","Energy Capital Vietnam is a project holding, development, and asset management company.","501,298",Active,2015-01-01,year,,,,,For Profit,https://ecvholdings.com,,,,,
Golden Owl Consulting Company,https://www.crunchbase.com/organization/golden-owl-consulting-company,"Consulting, Information Technology, Robotics, Software","Ho Chi Minh City, NA - Vietnam, Vietnam",Golden Owl Consulting Company provides software outsourcing and consulting services using latest ruby on rails and Java script technologies.,"507,222",Active,2015-10-10,day,,,,,For Profit,http://goldenowl.asia/,,,,,
CTIN,https://www.crunchbase.com/organization/ctin,"Stock Exchanges, Telecommunications","Hanoi, NA - Vietnam, Vietnam",CTIN is a Telecommunications - Informatics Joint Stock Company.,"508,071",Active,2017-01-01,year,,,,,For Profit,http://ctin.vn/,"CTIN is the first enterprise to implement mobile network projects in Vietnam. As the No. 1 Company in Vietnam, with the largest market share of construction services, integrating mobile network infrastructure for the largest GSM operators such as Vinaphone, Mobifone; is a company in Cisco's TOP SI for network equipment for the Telecommunications Market.",,,,
MarketOi,https://www.crunchbase.com/organization/marketoi,"Delivery, Delivery Service, E-Commerce, Food and Beverage, Food Delivery, Internet","Ho Chi Minh City, NA - Vietnam, Vietnam",MarketOi is an online delivery service. ,"509,053",Active,2015-04-01,month,,,,,For Profit,https://marketoi.com,"MarketOi is an online delivery service based in Vietnam. They focus on delivering cooked food, groceries, and household items directly to consumers. ",,,,
EloQ Communications,https://www.crunchbase.com/organization/eloq-communications,"Content Marketing, Digital Marketing, Marketing, Public Relations, Social Media Marketing","Ho Chi Minh City, NA - Vietnam, Vietnam",PR and Marketing agency in Vietnam (and beyond),"519,671",Active,2015-01-01,year,,,,,For Profit,https://www.eloqasia.com/,"EloQ Communications is a leading Public Relations (PR) and Integrated Marketing Communications (IMC) agency based in Ho Chi Minh City, Vietnam and handling projects in Vietnam and throughout the ASEAN region. We are a proud member of PRCA (Public Relations & Communications Association) and GlobalCom PR network. With this, we are abide and committed to the fairness, honesty and high professional standards of the PR industry worldwide.  EloQ Communications agency offers a range of marketing services, including PR, social marketing, digital marketing, influencer marketing, business and product branding, crisis communication, integrated strategic planning, and event planning. Our agency focuses on the kind of outside-the-box thinking that it takes to get noticed in today’s crowded marketing landscape, and we see ourselves as an all-around solutions provider that recognizes the interconnected nature of modern PR and marketing communication. As such, we are happy to combine our services into a custom communication strategy that best suits the goals of our clients. We also take a personal approach to our relationships with each client, providing effective communication, knowledgeable consultation, and genuine feedback along with complete metrics. We’re proud of our client relationships and always strive to deliver more than we need to.",,,,
PageFly,https://www.crunchbase.com/organization/pagefly,"Customer Service, E-Commerce Platforms, Software, Web Design","Hanoi, NA - Vietnam, Vietnam","PageFly is an app for building pages for online stores, aiming to boost sales and conversion rates.","520,849",Active,2017-01-01,year,,,,,For Profit,https://pagefly.io,,,,,
MAD Productions,https://www.crunchbase.com/organization/mad-productions,"Broadcasting, Content, Film Production","Ho Chi Minh City, NA - Vietnam, Vietnam",MAD Productions is a creative production house that specializes in commercial and branded content.,"532,402",Active,2017-01-01,day,,,,,For Profit,https://www.madproductions.vn/,,,,,
Happy Skin Vietnam,https://www.crunchbase.com/organization/happy-skin-vietnam,,"Ho Chi Minh City, NA - Vietnam, Vietnam",Happy Skin Vietnam is a medical spa that provides skin care and skin restoration services.,"534,566",Active,2015-01-01,year,,,,,For Profit,https://www.happyskin.vn,"Happy Skin Vietnam is a medical spa that offers services for skin restoration and skin care. They are developing an O2O company in the community beauty sector with a skincare-focused strategy and core goods and spa business models. Adequate corporate communities with upper internet resources, such as medical spas, support them. Their regional DTC cosmetics company is known for being a visionary in active cosmetics and moderate beauty products.",Seed,,USD,
Comicola,https://www.crunchbase.com/organization/comicola,"Books, Digital Entertainment","Hanoi, NA - Vietnam, Vietnam",Comicola  is a Vietnamese comic book company.,"547,628",Active,2015-01-01,year,,,,,For Profit,https://comicola.com/,"Comicola, the roof of the famous Vietnamese comic book projects such as Long Than Chronic, Hell's Gate, Bad Luck is a Vietnamese comic book company. Comicola aims to produce entertainment products, develop an IP-based ecosystem (intellectual property) of the Vietnamese author. Established in 2015, Comicola has published dozens of comic books by Vietnamese artists, and is the only company in Vietnam that is building a webtoon platform for copyrighted online content.",,,,
Up Co-working Space,https://www.crunchbase.com/organization/up-co-working-space,"Commercial Real Estate, Communities, Coworking, Real Estate","Hanoi, NA - Vietnam, Vietnam",UP is a co-working space for Vietnam's early-stage entrepreneurs & home for startups with bold & inspirational ambition to change the world.,"549,250",Active,2016-01-01,year,,,,,For Profit,https://www.up-gen.com,"UP International consists of a newly formed Executive team to develop the UP brand and pipeline of office solutions throughout south-east Asia. UP International is a subsidiary of the founding company UP Vietnam which started in April 2016. Today, it’s the largest office space solution operator in the country. UP offers customer-centric real estate and design and financing solutions for all types of office/client needs; from a one-client site, private offices, to more open collaborative spaces tailored to small and fast-growing businesses and independent entrepreneurs. UP International will start with developing several sites in Bangkok and Malaysia in 2019 with accelerated growth in other SE Asian cities in 2020.",,,,
The Fancy Company,https://www.crunchbase.com/organization/the-fancy-company,"Media and Entertainment, Software, Translation Service","Ho Chi Minh City, NA - Vietnam, Vietnam","Fancy Company provides software development, content/media creation and English - Vietnamese translation services.","551,762",Active,2016-09-01,day,,,,,For Profit,http://fancydistrict.net,,,,,
Moblaze,https://www.crunchbase.com/organization/moblaze,"Advertising, Digital Marketing, Mobile, SEO","Ho Chi Minh City, NA - Vietnam, Vietnam",Moblaze provides mobile digital marketing solutions to agencies and clients.,"553,843",Active,2016-01-01,day,,,,,For Profit,https://www.moblaze.asia/,,,,,
TopDev,https://www.crunchbase.com/organization/topdev-0719,"Information Technology, Online Portals, Recruiting","Ho Chi Minh City, NA - Vietnam, Vietnam",TopDev is an online portal for IT recruitment in Vietnam.,"554,791",Active,2015-01-01,year,,,,,For Profit,https://topdev.vn,,,,,
nbv,https://www.crunchbase.com/organization/nbv,"Finance, Financial Services, Professional Services","Ho Chi Minh City, NA - Vietnam, Vietnam",nbv is a professional pawn service provider.,"556,412",Active,2017-01-01,year,,,,,For Profit,https://nguoibanvang.vn,,,,,
Bongdalu Sports Media,https://www.crunchbase.com/organization/bongdalu-sports-media,Soccer,"Ho Chi Minh City, NA - Vietnam, Vietnam",Bongdalu.com offers live score information for fans and football news combination. The league information is updated daily.,"557,433",Active,2015-01-01,year,,,,,For Profit,https://tylekeobong.net/bongdalu/,"Livescore is a website which offers football and soccer match information in Vietnamese. The website is a top website in Vietnam. Daily, the site updates all league match information and free live streaming. In addition to the results of matches, the site provides schedules and information on the various teams. The data is presented actively in a number of different ways. The website user can look at various leagues, odds, live matches and details about the players and the teams.",,,,
Dr.OH,https://www.crunchbase.com/organization/dr-oh,"Health Care, Mobile Apps, Wellness","Ho Chi Minh City, NA - Vietnam, Vietnam",Dr.OH is an O2O booking platform for online consultations with doctors.,"559,858",Active,2015-01-01,year,,,,,For Profit,https://droh.co,"Dr.OH is an O2O booking platform for online consultations with doctors. With Dr.OH, users can schedule the consultation and subclinical examination, and get their test results on the app. Users can also schedule home healthcare through the app.",,,,
ISOCERT - Tổ chức chứng nhận ISO,https://www.crunchbase.com/organization/isocert-tổ-chức-chứng-nhận-iso,Consulting,"Hanoi, NA - Vietnam, Vietnam",ISO Certification,"564,786",Active,2015-01-01,year,,,,,For Profit,https://chungnhanquocte.com/,"ISOCERT, one of the leading ISO standard consulting companies in Vietnam, has announced that they are adding more assessment services to their offerings for the benefit of their clients. The Vietnam-based organization is trusted by a growing number of businesses to assist and guide them in the process of acquiring ISO certifications. The ISO certifications provided by ISOCERT is designed to meet global standards. Their services include: ISO 9001: 2015 - QUALITY MANAGEMENT SYSTEMS ISO 14001: 2015 - ENVIRONMENTAL MANAGEMENT SYSTEMS ISO 22000: 2018 - FOOD SAFETY MANAGEMENT ISO 45001: 2018 - OCCUPATIONAL HEALTH AND SAFETY MANAGEMENT SYSTEMS ISO 13485: 2016 - MEDICAL DEVICES — QUALITY MANAGEMENT SYSTEMS",,,,
ICTS Custom Software,https://www.crunchbase.com/organization/icts-custom-software,"Consulting, Information Technology, Mobile Apps, Software, Software Engineering, Web Development","Hanoi, NA - Vietnam, Vietnam","Mobile App development, Software development","567,206",Active,2016-01-01,day,,,,,For Profit,https://icts.io/,"Starting from a team of 7 tech passionates in mid-2016, ICTS has grown to 30 - engineer development company in 2020. We have collaborated with customers in 5 countries: Japan, Germany, France, Singapore and Vietnam. Since the beginning, ICTS has been mainly trusted by many software houses and digital agencies, acting as their extended development center based in Vietnam. We also provide consultation and development services to SMEs (small and medium companies), Start-ups that struggling to build their own systems (CRM, ERP) or their mobile app prototype at limited ressources. The most frequent hassle for software agencies or SMES is optimization while ensuring a required quality standard. This is where ICTS comes in and helps! Limited ressources can be human capacity, time or budget. ICTS understands deeply the challenges that software agencies and SMEs face everyday. We define our role as a dedicated supporter, who has fully knowledge, ability and willingness to help you overcome technical blockages. With our focus in technologies, we have constantly trained and been trained to become master of few tech stacks below: Javascript, Typescript, Python, Smart contract. Our focus and passion for innovation allows us boost our productivity and build a lean working process, which in return benefits significantly our customers. We provide mainly 3 service packages: custom software development, mobile app development and offshore development center at competitive rates while ensuring global-level quality assurance standards. For whom searching for trustable, professional and stable partner, ICTS is the perfect candidate.",,,,
Gem Digital,https://www.crunchbase.com/organization/gem-digital,"Advertising, Consulting, Content Creators, Digital Marketing, Graphic Design","Hanoi, NA - Vietnam, Vietnam","Gem Digital is a marketing consulting firm that specializes in web design, branding, social media marketing, and outdoor advertising.","569,899",Active,2016-03-11,day,,,,,For Profit,https://gemdigital.vn/,,,,,
"ELINKGATE Co., Ltd",https://www.crunchbase.com/organization/elinkgate-co-ltd,"Enterprise Software, Hardware, Information Technology, Software","Ho Chi Minh City, NA - Vietnam, Vietnam","Get the Remote IT Support You Need When You Need It Simply, Smartly and Securely","575,837",Active,2015-05-14,day,,,,,For Profit,http://www.elinkgate.com,"eLinkGate is a startup company whose aim is to help people learn about IT. eLinkGate has patented a technology called eLinkMe – a USB device that allows an IT expert to remotely access a computer, smart phone or tablet to fix any problem the user may have. Our eLinkMe technology has the following advantages + Simple: No pre-install software or hardware required + Smart:  Work for all operating system and ability to work when there is no OS (works at BIOS level). So remotely install a new operating system is possible now + Safe: Protects user data from supported person even if they intend to It is our belief that the eLinkMe technology, as well as our future technologies will enable users to easily request online service. Inexperienced users who lack sufficient knowledge about computers such as farmers, housewives and the elderly can also begin to find support that will make their life better. eLinkMe can also assist service providers in providing more services online, while allowing customers to review their results face to face, without worrying about online theft.",,,,
EASY CREDIT,https://www.crunchbase.com/organization/easy-credit-0a96,"Consumer Lending, Finance, Financial Services","Hanoi, NA - Vietnam, Vietnam",EASY CREDIT is a financial institution that offers personal and business loans.,"576,046",Active,2017-01-01,year,,,,,For Profit,https://easycredit.vn,,,,,
Adsota,https://www.crunchbase.com/organization/adsota,"Ad Network, Advertising, Affiliate Marketing, App Marketing, Lead Generation, Mobile Advertising","Hanoi, NA - Vietnam, Vietnam",Specializing in driving user & maximizing highly qualified sales leads for businesses,"577,121",Active,2015-01-01,year,,,,,For Profit,https://adsota.com/en,"Adsota is an advertising company under Appota Group. Adsota became the first & only Facebook gaming agency in Vietnam in 2017, and established joint venture with TNK Factory (of Kakao Group) in 2018. Adsota, as the official partner of Google and Facebook in Vietnam, provides advertisers with effective solution to achieve high return-on-investment, including driving high-quality users and boosting sales performance & brand awareness for businesses. On the aspect of app monetization, AppotaX, a collaborative project of Adsota and Google on Ad Exchange, is an advanced platform, helping mobile publishers leverage app traffic and maximize in-app ads revenue.",,,,
Infinity Blockchain Labs,https://www.crunchbase.com/organization/infinity-blockchain-labs,,"Ho Chi Minh City, NA - Vietnam, Vietnam",The world's Blockchain R&D pioneer,"584,006",Active,2015-10-01,month,,,,,For Profit,https://blockchainlabs.asia,"Infinity Blockchain Labs is a visionary R&D company engaged in intermediary and RegTech services employing blockchain technology. IBL focuses on forming alliances with established businesses and regulatory institutions across various industries, as well as providing collaborative incubation for early stage blockchain projects. By developing ambitious blockchain-enabled products and services we aim to inspire and empower through unprecedented yet accessible innovations for everyday life. Also we aspire to develop Vietnam into the global leader in blockchain research and service.",,,,
Stackposts,https://www.crunchbase.com/organization/stackposts,"SEO, Social Media Management, Social Media Marketing","Ho Chi Minh City, NA - Vietnam, Vietnam",Stackposts help you to optimize profile management on social networks.,"601,770",Active,2016-01-01,year,,,,,For Profit,https://stackposts.com/,,,,,
Chin Media,https://www.crunchbase.com/organization/chin-media,"Advertising, Advertising Platforms, Professional Services","Ho Chi Minh City, NA - Vietnam, Vietnam","Chin Media is a digital marketing agency specializing in digital solutions, advertising, performance display, & conversion optimization.","607,310",Active,2015-01-01,year,,,,,For Profit,https://chinmedia.vn/,,,,,
MeU Solutions,https://www.crunchbase.com/organization/meu-solutions,"Information Services, Information Technology","Ho Chi Minh City, NA - Vietnam, Vietnam",MeU Solutions provides information technology and services.,"614,659",Active,2016-01-01,day,,,,,For Profit,https://meu-solutions.com/,,,,,
Toong,https://www.crunchbase.com/organization/toong,"Coworking, Real Estate","Hanoi, NA - Vietnam, Vietnam",Toong is a co-working space chain in Vietnam with strong focus on community and value added services for it's members.,"617,097",Active,2015-01-01,year,,,,,For Profit,https://toong.asia/,"Toong is a co-working space chain in Vietnam with strong focus on community and value added services for it's members. Toong blends the very best features of working at an office, café, and home, partnered with outstanding club atmospherics. The company offers a wide range of services from dedicated and flexible desks to virtual offices.",Seed,,USD,
"Scuti., JSC",https://www.crunchbase.com/organization/scuti,"Blockchain, E-Commerce, Information Technology, Mobile Apps, Outsourcing, Software, Web Development","Hanoi, NA - Vietnam, Vietnam","Scuti., JSC - Leading IT Outsourcing and Staff Augmentation Company in Asia","617,889",Active,2015-11-05,day,2019-07-01,day,,,For Profit,https://www.scuti.asia/,"Scuti JSC - Your reliable Japanese IT outsourcing company based in Vietnam that serves high standard market like Japan but at very affordable price. At Scuti, we go beyond IT outsourcing. We are your trusted partner for custom software development and staff augmentation, excelling in PHP development and ChatGPT integration. With a proven track record in industries such as Education, Healthcare, Media & Entertainment, Logistics, Ecommerce, Real Estate, and System Integrators, we deliver unparalleled solutions tailored to your needs. Experience the key benefits of working with Scuti. From the initial stages of requirement definition and basic design, we transform your ideas into fully-fledged software products. Our commitment to affordability means we can reduce development costs compared to higher-priced countries, without compromising on quality. Quality and reliability are at the core of our IT outsourcing solutions. At Scuti, we ensure excellence through rigorous functional tests, usability evaluations, performance and scalability assessments, and robust security measures. Our mission is to create services that people love, improving the lives of individuals across Southeast Asia. What sets us apart is our ability to deliver high-quality output that impresses even our Japanese clientele, all at an affordable price point. Understanding your unique needs and challenges is our priority. We actively listen and comprehend your problems, working towards comprehensive resolutions that exceed expectations. We believe in transparent communication and collaboration. Throughout the outsourcing process, we keep the conversation flowing, ensuring we remain aligned with your vision and goals. Your data security and confidentiality are our utmost concern. We prioritize your privacy by signing non-disclosure agreements (NDAs) and strictly adhering to the agreed-upon terms. Choose Scuti as your strategic IT outsourcing partner and unlock a world of exceptional solutions, cost-efficiency, and unwavering dedication to your success.",M&A,,,
Công ty TNHH H2 Technology,https://www.crunchbase.com/organization/công-ty-tnhh-h2-technology,Software,"Ho Chi Minh City, NA - Vietnam, Vietnam",H2 Technology là một startup phát triển các sản phẩm dựa trên các ý tưởng đột phá và việc áp dụng các công nghệ mới và thông minh.,"620,213",Active,2015-10-03,day,,,,,For Profit,https://tienganhmoingay.com,H2 Technology (H2 Tech) là một startup chuyên về phát triển các sản phẩm cho người dùng dựa trên các ý tưởng đột phá và việc áp dụng các công nghệ mới và thông minh. Hiện H2 Technology đang tập trung vào lĩnh vực giáo dục trực tuyến với các sản phẩm chất lượng như: Gia sư TOEIC (http://giasutoeic.com): chương trình luyện thi TOEIC online số 1 hiện nay và LeeRit (http://leerit.com): chương trình học từ vựng tiếng Anh.,,,,
Hoayeuthuong,https://www.crunchbase.com/organization/hoayeuthuong,"E-Commerce, Flowers, Gift","Ho Chi Minh City, NA - Vietnam, Vietnam","Hoayeuthuong.com is an online florist that allows members to order and send flowers, cakes and other gift items.","620,680",Active,2015-04-15,day,,,,,For Profit,http://hoayeuthuong.com/,"Hoayeuthuong.com is an online florist that allows members to order and send flowers, cakes and other gift items.   Hoayeuthuong.com members can order natural flowers such as roses, daisies, orchids, and more. The site also caters for special occasions, such as weddings and birthdays.",,,,
SAIGON BPO,https://www.crunchbase.com/organization/saigon-bpo,"Finance, Outsourcing","Ho Chi Minh City, NA - Vietnam, Vietnam",SAIGON BPO is a BPO service provider specializes in data processing.,"624,578",Active,2016-01-01,day,,,,,For Profit,https://saigonbpo.vn/en/,,,,,
CirCO Coworking Space,https://www.crunchbase.com/organization/circo-coworking-space,Real Estate,"Ho Chi Minh City, NA - Vietnam, Vietnam",CirCO provides a shared & flexible workspace for enterprises at different scales.,"637,571",Active,2016-10-01,month,,,,,For Profit,https://www.circo.co/,"CirCo Coworking Space is a leading provider of flexible workspaces in Vietnam, catering to individuals, startups, freelancers, and businesses. With a strong presence in Ho Chi Minh City and multiple locations covering over 10,000 sqm, CirCo offers a vibrant and collaborative environment where innovation and connections thrive. Backed by an experienced leadership team with a proven track record in real estate and construction. CirCo combines a flexible business model with a strong community focus, hosting regular events and networking opportunities.",Seed,,USD,
Gearvn Treading Co.,https://www.crunchbase.com/organization/gearvn-treading-co,"Consumer Goods, E-Commerce, Electronics, Retail","Tân An, NA - Vietnam, Vietnam","Gearvn Treading Co. is an online retailer of computers, laptops, mobiles, speakers, gaming chairs, accessories, and network equipment.","637,932",Active,2015-01-01,year,,,,,For Profit,https://gearvn.com,,,,,
