Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Diwa Learning Systems,https://www.crunchbase.com/organization/diwa-learning-systems,"Books, Publishing","Makati, Manila, Philippines",Diwa Learning Systems is a company which creates and distributes books and other educational materials.,"393,003",Active,1983-01-01,day,,,,,For Profit,https://www.diwa.ph,,,,,
Rustan's Supercenters Inc,https://www.crunchbase.com/organization/rustan-s-supercenters-inc,"Consumer Goods, DIY, Retail","Makati, Manila, Philippines",Rustan's Supercenters owns and operates Shopwise chain of hypermarkets and Rustan’s Supermarkets.,"396,377",Closed,1970-01-01,year,2018-03-23,day,2018-12-12,day,For Profit,https://rustansfresh.com/,Rustan's Supercenters owns and operates Shopwise chain of hypermarkets and Rustan’s Supermarkets.,M&A,,,
First Datacorp,https://www.crunchbase.com/organization/first-datacorp,"Consulting, Information Technology, Software","Makati, Manila, Philippines",First Datacorp is a provider of information technology services and solutions.,"396,993",Active,1985-01-01,year,,,,,For Profit,https://www.first-datacorp.com,"First Datacorp is a provider of information technology solutions and services for businesses. Their services include software consulting and development, service management, system integration, and other IT-related work. Over the course of more than three decades in the industry, they have earned a reputation for being a company that focuses on the satisfaction of its customers and works closely with technology leaders.",,,,
Novaliches Development Cooperative,https://www.crunchbase.com/organization/novaliches-development-cooperative,"Finance, Financial Services, Professional Services","Novaliches, Quezon City, Philippines",Novaliches Development Cooperative (NOVADECI) is a financial services cooperative aiming for sustainable development and member success.,"397,195",Active,1976-01-01,year,,,,,For Profit,https://www.novadeci.com,,,,,
SSI Group,https://www.crunchbase.com/organization/ssi-group,"Property Management, Retail","Makati, Manila, Philippines",SSI Group operates retail stores.,"399,634",Active,1978-01-01,year,2014-11-07,day,,,For Profit,http://www.ssigroup.com.ph,"SSI Group provides luxury and bridge apparel, casual wear and fast fashion, footwear, accessories, and luggage, food, home and decor, and beauty and personal care products.",IPO,,,
Liberty Flour Mills,https://www.crunchbase.com/organization/liberty-flour-mills,"Food and Beverage, Food Processing, Manufacturing","Makati, Manila, Philippines",Liberty Flour Mills manufactures flour including bakery flour and mill feed.,"399,964",Active,1958-01-01,year,1985-04-25,day,,,For Profit,http://www.libertygroup.com.ph,"Liberty Flour Mills manufactures bakery flour and flour related products. Thier flour products include El msuperior and LFM bakers, pine tree, LFM soft flour and maya all purpose Flour. They also manufacture millfeed, which is a flour by-product used for animal feeds.",IPO,,,
Apo Production Unit,https://www.crunchbase.com/organization/apo-production-unit,"Manufacturing, Paper Manufacturing, Printing, Publishing","Quezon City, Quezon City, Philippines","Apo Production Unit is a printing company that provides press, pre press, bindery, security printing, and custom publication services.","401,384",Active,1974-06-24,day,,,,,For Profit,https://apo.gov.ph/,,,,,
Malaya Business Insight,https://www.crunchbase.com/organization/malaya-business-insight,"News, Tourism","Manila, Manila, Philippines","Malaya Business Insight is a broadsheet newspaper in Philippines, providing in-depth news, news analyses, prognosis of events, and more.","403,429",Active,1983-01-01,year,,,,,For Profit,http://www.malaya.com.ph,"Malaya Business Insight is a broadsheet newspaper in Philippines, providing in-depth news, news analyses, prognosis of events, commentaries, and balanced updates covering diverse business and industry sectors, politics, sports, arts, entertainment, and lifestyle. Its weekday sections provide timely articles on shipping, banking, information and technology, automotive and motoring, real estate and property development, travel and tourism, people, and more. Malaya Business Insight’s special issues and supplements are designed to improve current information and data files of readers with pre-selected topics of national and local significance. Founded by Jose Burgos, it was first published in 1983. It is based in Manila, Philippines.",,,,
UMAC Forwarders Express,https://www.crunchbase.com/organization/umac-forwarders-express,"Delivery, Freight Service, Transportation","Marikina, Rizal, Philippines",UMAC Forwarders Express is a freight forwarding company that provides transportation and delivery services.,"405,383",Active,1988-01-01,year,,,,,For Profit,https://www.umaccargo.net,,,,,
Crown Asia Chemical,https://www.crunchbase.com/organization/crown-asia-chemical,"Construction, Industrial, Manufacturing, Plastics and Rubber Manufacturing","Quezon City, Quezon City, Philippines","Crown Asia Chemical is a manufacturer of PVC compounds, pipes, and fittings for the construction industry.","405,439",Active,1989-01-01,year,2015-04-27,day,,,For Profit,http://www.crownpvc.com.ph,"Crown Asia Chemical is a PVC pipe manufacturing company. They offer products that include PVC compounds, pellets, container packaging, wires, cable, shrink-wrap films, window, door profiles, IC tubing, sandals, and safety boots.",IPO,,,
CAT Security,https://www.crunchbase.com/organization/cat-security,"Consulting, Security, Training","Mandaluyong, Cavite, Philippines","CAT Security is dedicated to offering competent, honest, and reliable security services.","406,749",Active,1974-01-01,year,,,,,For Profit,https://www.catsecurity.com.ph/,,,,,
Bangko Mabuhay,https://www.crunchbase.com/organization/bangko-mabuhay,"Banking, Finance, Financial Services, Lending","Tanza, Cavite, Philippines","Bangko Mabuhay is a bank that provides loans, fund management, and instapay services.","407,578",Active,1972-07-07,day,,,,,For Profit,http://bangkomabuhay.com.ph,,,,,
Panasonic Manufacturing Philippines,https://www.crunchbase.com/organization/panasonic-manufacturing-philippines,"Consumer Electronics, Consumer Goods, Home Appliances, Industrial Manufacturing, Manufacturing","Taytay, Rizal, Philippines","Panasonic Manufacturing Philippines manufactures electronic home appliances, electronic parts, and accessories.","407,906",Active,1963-01-01,year,1983-01-21,day,,,For Profit,http://www.panasonic.com.ph,,IPO,,,
RCBC Bankard,https://www.crunchbase.com/organization/rcbc-bankard,"Banking, Credit Cards, Finance, Financial Services","Pasig, Rizal, Philippines",RCBC Bankard provides credit cards for various purposes and expenditures.,"410,275",Active,1981-01-01,year,,,,,For Profit,https://rcbcbankard.com/,,,,,
BFAR,https://www.crunchbase.com/organization/bfar,"Government, Law Enforcement, Non Profit","Quezon City, Quezon City, Philippines","BFAR is a government agency that focuses development, management, and conservation of fisheries and aquatic resources.","412,926",Active,1974-05-17,day,,,,,For Profit,https://www.bfar.da.gov.ph,,,,,
AMA Education System,https://www.crunchbase.com/organization/ama-education-system,"E-Learning, Education, Higher Education, Office Administration, Training, Vocational Education","Quezon, Quezon City, Philippines","AMA Education System is the group that manages and operates the educational institutions are universities, college","413,739",Active,1980-01-01,year,,,,,For Profit,https://amaes.edu.ph/,"AMA University is a choice for IT-based education in the philippines and a member of the AMA education system. Operates the following educational institutions: ABE international business college,  ACLC college, AMA computer learning center, augustine school of nursing, delta air international aviation academy,  southern luzon college, veronica college, AMA basic education.",,,,
Unilox,https://www.crunchbase.com/organization/unilox,"Chemical, Industrial Manufacturing, Manufacturing","Pasig, Rizal, Philippines","Unilox is engaged in manufacturing of chemicals, fertilizers, feeds, sacrificial anodes, and more.","415,336",Active,1974-01-01,year,,,,,For Profit,https://unilox.com,,,,,
All Transport Network,https://www.crunchbase.com/organization/all-transport-network,"Freight Service, Logistics, Transportation","Parañaque, Rizal, Philippines","All Transport Network specializes in offering international freight services by air, sea, and land.","415,770",Active,1986-01-01,year,,,,,For Profit,https://www.atn.com.ph,"All Transport Network, Inc. operates as a freight forwarder, providing international freight services. The company offers transportation of goods by air, sea, and land, covering 85 countries globally. It is a part of the transportation, logistics, supply chain, and storage industry. The company supports career development and is actively hiring to expand its team of 178 employees. It is a member of the Aircargo Forwarders of the Philippines and the Philippine International Seafreight.",,,,
Greenfield Development,https://www.crunchbase.com/organization/greenfield-development-corporation,"Building Material, Real Estate","Mandaluyong, Cavite, Philippines",Greenfield Development Corporation began as one of the Philippines largest property ownership and landholding companies.,"417,893",Active,1971-01-01,year,,,,,For Profit,http://www.greenfield.com.ph,,,,,
Vizcarra Pharmaceutical,https://www.crunchbase.com/organization/vizcarra-pharmaceutical,"Chemical Engineering, Health Care, Industrial Manufacturing, Pharmaceutical, Therapeutics","Manila, Manila, Philippines","Vizcarra Pharmaceutical is a pharmaceutical firm that focuses on vaccine products, blood derivatives, cosmetics, and IV/IM products.","420,078",Active,1988-01-01,year,,,,,For Profit,https://vizcarrapharma.com/,,,,,
"Riverside Medical Center, Inc.",https://www.crunchbase.com/organization/riverside-medical-center-inc,"Health Care, Health Diagnostics, Hospital, Medical","Bacolod, Bacolod, Philippines","Riverside Medical Center, Inc. is a healthcare centre that delivers healthcare services, equipment, doctors, and a pharmacy.","420,295",Active,1954-01-01,year,,,,,For Profit,https://rivermedcenter.net,,,,,
Palawan Pawnshop,https://www.crunchbase.com/organization/palawan-pawnshop,"Consulting, Financial Services, Secondhand Goods","Puerto Princesa City, Puerto Princesa, Philippines",Palawan Pawnshop is a one-stop money shop offering various financial services to Filipinos nationwide.,"421,261",Active,1985-08-17,day,,,,,For Profit,https://www.palawanpawnshop.com,,,,,
Manila Standard Today,https://www.crunchbase.com/organization/manila-standard-today,"News, Publishing","Makati, Manila, Philippines",Manila Standard Today is an online edition of a nationally circulated newspaper-Manila Standard.,"424,073",Active,1987-02-12,day,,,,,For Profit,http://manilastandard.net,"Welcome to the online edition of The Standard (TS), a nationally circulated newspaper published daily in the Philippines since February 1987.   The TS’s website, launched in August 2002, extends the newspaper’s reach beyond its traditional readers and makes its brand of Philippine news and opinion available to a much wider and geographically diverse overseas readership.   In tone and content, the online edition mirrors the editorial thrust of the newspaper. While hewing to the traditional precepts of fairness and objectivity, TS believes the news of the day need not be staid, overly long or dry. Stories are succinct, readable and written in a lively style that has become a hallmark of the newspaper.   Opinion pieces reflect the wide range of viewpoints that contend for attention and acceptance in the place of all Filipinos regardless of where they live call home.   Twenty-eight years saw the track record of TS as the newspaper tallboy that arrived, survived and thrived in a highly competitive industry.   With journalistic ideals still intact, the TS remains steadfast in delivering brief but concise news and information that matters.",,,,
Northern Negros State College of Science and Technology,https://www.crunchbase.com/organization/northern-negros-state-college-of-science-and-technology,"Education, Higher Education, Universities","Sagay City, Negros Occidental, Philippines",Northern Negros State College of Science and Technology provides graduate and undergraduate courses in science and technology.,"425,634",Active,1970-01-01,year,,,,,For Profit,https://nonescost.edu.ph,,,,,
Acesite Hotel Corporation,https://www.crunchbase.com/organization/acesite-hotel-corporation,"Hospitality, Hotel","Ermita, Manila, Philippines",Acesite Hotel Corporation is engaged in the business of operating a hotel or other accommodations for the general public.,"426,158",Active,1952-01-01,year,1986-12-05,day,,,For Profit,https://www.waterfronthotels.com.ph/acesite/,"Acesite Hotel Corporation is an investment holding company for hotel, leisure, and tourism businesses. They provide marketing and promotion of hotels and casinos. The other guest services and facilities include a chapel, swimming pool, gym, business center, and valet-service basement carpark. They also provide booking services.",IPO,,,
Cebu Holdings,https://www.crunchbase.com/organization/cebu-holdings,"Property Management, Real Estate, Real Estate Investment","Cebu, Cebu City, Philippines","Cebu Holdings is a property development company that is engaged in real property ownership, development, marketing, and management.","428,950",Active,1988-01-01,year,1994-02-14,day,,,For Profit,http://www.cebuholdings.com,,IPO,,,
Ponce Health Sciences University,https://www.crunchbase.com/organization/ponce-health-sciences-university,"Health Care, Higher Education, Medical","Ponce, Leyte, Philippines",Ponce Health Sciences University is dedicated to providing the highest quality graduate medical education programs available.,"430,012",Active,1977-01-01,year,,,,,For Profit,https://www.psm.edu/,,,,,
Enertech Systems Industries,https://www.crunchbase.com/organization/enertech-systems-industries,"Industrial, Manufacturing, Sales","Marilao, Bulacan, Philippines","Enertech Systems Industries is a manufacturing company that provides boilers, pressure vessels, and steam outsourcing products.","432,357",Active,1978-01-01,year,,,,,For Profit,http://enertech.com.ph,,,,,
Blue Magic,https://www.crunchbase.com/organization/blue-magic,"E-Commerce, Gift, Toys","Quezon, Quezon City, Philippines","Blue Magic offers a variety of stuffed toys, pillows, and novelty items and gifts for occasion.s","432,719",Active,1985-01-01,year,,,,,For Profit,https://www.bluemagic.com.ph,Blue Magic offers a variety of colorful toys for various occasions and this can be ordered through online shopping.,,,,
GM Bank of Luzon,https://www.crunchbase.com/organization/gm-bank-of-luzon,"Banking, Financial Services, Lending, Professional Services","Cabanatuan City, Cabanatuan, Philippines",GM Bank of Luzon provides banking financial services.,"433,188",Active,1956-01-01,year,,,,,For Profit,https://gmbank.com.ph,GM Bank of Luzon Inc. envisions a region where economic resources are enjoyed not only by the wealthy few but also by the poor sectors of the community. They continue to maintain its social responsibility to the nation by means of encouraging safety and prioritizing health above all to its employees and clients.,,,,
BenLife,https://www.crunchbase.com/organization/benlife,"Employee Benefits, Financial Services, Insurance, Life Insurance","Makati, Manila, Philippines","BenLife is a brokerage firm that offers mutual funds, life insurance, employee benefits, and financial services.","436,079",Active,1960-03-16,day,,,,,For Profit,https://www.benlife.com.ph,,,,,
SM Markets,https://www.crunchbase.com/organization/sm-markets,"E-Commerce, Retail, Shopping, Shopping Mall","Makati, Manila, Philippines","SM Markets offers retails clothes, footwear, food, groceries, and other household needs.","437,390",Active,1985-01-01,year,,,,,For Profit,https://smmarkets.ph,,,,,
Mactan Rock Industries,https://www.crunchbase.com/organization/mactan-rock-industries,"Chemical, Industrial, Manufacturing, Water","Cebu, Cebu City, Philippines",Mactan Rock Industries is a manufacturer of water treatment chemicals and industrial preventive maintenance chemicals.,"439,354",Active,1983-01-01,year,,,,,For Profit,https://www.mactanrock.com,,,,,
Sydenham Laboratories,https://www.crunchbase.com/organization/sydenham-laboratories,"Industrial Manufacturing, Manufacturing, Medical Device","Cavite, Cavite City, Philippines","Sydenham Laboratories specializes in producing cardiovascular, endocrine, respiratory, anti-infective, and gastro intestinal products.","439,829",Active,1971-01-01,year,,,,,For Profit,https://www.sydenhamlab.com,,,,,
K Servico Trade,https://www.crunchbase.com/organization/k-servico-trade,"Automotive, E-Commerce, Shopping","Cubao, Quezon City, Philippines","K Servico Trade is an online store that sells motorcycles, electronics, furniture, etc.","440,901",Active,1971-04-13,day,,,,,For Profit,https://kservico.com.ph,,,,,
CPI Outsourcing,https://www.crunchbase.com/organization/cpi-outsourcing,"Human Resources, Outsourcing, Recruiting","Pasig, Rizal, Philippines","CPI Outsourcing is a recruitment services company specialized in payroll, HR, business process reengineering, time and attendance systems.","441,109",Active,1989-01-01,year,,,,,For Profit,https://www.cpi-outsourcing.com,,,,,
Silver Finance,https://www.crunchbase.com/organization/silver-finance,Financial Services,"Cubao, Quezon City, Philippines",Silver Finance made its humble beginnings in the pension loan industry which was then dominated by savings and loans associations.,"441,543",Active,1986-11-27,day,,,,,For Profit,https://www.silverfinance.com.ph/,,,,,
Ensinger,https://www.crunchbase.com/organization/ensinger-inc,Manufacturing,"Washington, Pangasinan, Philippines",Ensinger is a plastics company that provides polymer engineering and manufacturing facilities.,"442,760",Active,1985-01-01,day,,,,,For Profit,http://ensinger-ind.com,,,,,
Cash Mart,https://www.crunchbase.com/organization/cash-mart-philippines,"Finance, Financial Services, Lending","Taguig, Rizal, Philippines","Cash Mart is a full-service money lending company that provides various loan solutions including personal, salary, car and OFW.","442,852",Active,1969-01-01,year,,,,,For Profit,https://cashmart.ph,,,,,
MacroAsia Corporation,https://www.crunchbase.com/organization/macroasia-corporation,Finance,"Cebu, Cebu City, Philippines",MacroAsia is a provider of aviation-related support services in the philippines.,"445,214",Active,1970-02-16,day,1970-05-21,day,,,For Profit,https://www.macroasiacorp.com/,"MacroAsia provides in-flight catering, ground handling, and aircraft maintenance services. They also water distribution, natural resources development, water treatment, and water segment services.",IPO,,,
Cocogen Insurance,https://www.crunchbase.com/organization/cocogen-insurance,"Auto Insurance, Commercial Insurance, Insurance","Pasig, Rizal, Philippines","Cocogen Insurance offers motor car insurance, micro insurance, and pet insurance services.","445,584",Active,1963-01-01,year,,,,,For Profit,https://cocogen.com,"Cocogen Insurance is providing simple and innovative products, and services with a heart. It offers a wide array of quality and innovative insurance solutions designed to protect everything values, from tangible, hard-earned assets. It offers non-life insurance, motor insurance, home insurance, travel insurance, fire insurance, Casualty Insurance, business insurance, and more.",,,,
Philippine Daily Inquirer,https://www.crunchbase.com/organization/philippine-daily-inquirer,"Advertising, Content, News, Publishing, Subscription Service","Makati, Manila, Philippines",Philippine Daily Inquirer publishes newspapers on various topics along with advertising and subscription services.,"446,980",Active,1985-01-01,year,,,,,For Profit,https://inquirer.com.ph,,,,,
Maxima Machineries,https://www.crunchbase.com/organization/maxima-machineries,"Industrial, Machinery Manufacturing, Manufacturing","Quezon, Quezon City, Philippines",Maxima Machineries is a manufacturing company that offers industrial equipment along with spare parts and after-sales support.,"447,011",Active,1988-01-01,year,,,,,For Profit,https://maxima.com.ph/,,,,,
Phinma,https://www.crunchbase.com/organization/phinma,"Finance, Property Development, Real Estate Investment","Makati, Manila, Philippines",Phinma is an investment management company.,"449,209",Active,1956-01-01,year,1958-08-18,day,,,For Profit,https://phinma.com.ph,"Phinma offers property development, construction materials, educational services, and business process outsourcing among the company's segments. It also includes the manufacturing and trading of iron and steel products, as the provision of solar rooftop systems to customers.",IPO,,,
Southern Luzon State University,https://www.crunchbase.com/organization/southern-luzon-state-university,"Education, Higher Education, Universities","Quezon, Quezon City, Philippines",Southern Luzon State University is the premier higher education institution in Quezon Province in the Philippines.,"455,205",Active,1964-01-01,year,,,,,For Profit,https://www.slsu.edu.ph/,,,,,
Yamaha Motor Australia,https://www.crunchbase.com/organization/yamaha-motor-australia,"Automotive, Electric Vehicle, Machinery Manufacturing, Manufacturing, Recreational Vehicles","Australia, Isabela, Philippines","Yamaha Motor Australia manufactures motorbikes, off-roading bikes, golf carts, watercraft, aircraft, sports vehicles, and power engines.","457,620",Active,1955-01-01,year,,,,,For Profit,https://www.yamaha-motor.com.au/,,,,,
Calamba Medical Center,https://www.crunchbase.com/organization/calamba-medical-center,"Health Care, Hospital, Medical","Calamba, Laguna, Philippines",Calamba Medical Center is a private hospital and healthcare services provider.,"458,893",Active,1989-01-01,year,,,,,For Profit,http://cmc.ph/,,,,,
Robinsons Land Corporation,https://www.crunchbase.com/organization/robinsons-land-corporation,Real Estate,"Quezon City, Quezon City, Philippines","Robinsons Land Corporation (RLC), one of the Philippines' leading real estate companies.","459,542",Active,1980-01-01,year,,,,,For Profit,http://www.robinsonsland.com/,"Robinsons Land Corporation engages in acquiring, developing, operating, leasing, disposing, and selling real properties in the Philippines. It operates through four divisions: Commercial Centers, Residential, Office Buildings, and Hotels. The Commercial Centers division develops, leases, and operates shopping malls.",,,,
JAKA Investments Corporation,https://www.crunchbase.com/organization/jaka-investments-corporation,"Facility Management, Finance, Financial Services, Task Management","Makati, Manila, Philippines",JAKA Investments Corporation is an investment management firm responsible for the management and shared service delivery of the JAKA Group.,"463,929",Active,1974-08-01,month,,,,,For Profit,https://jakagroup.com,,,,,
De La Salle Medical and Health Sciences Institute,https://www.crunchbase.com/organization/de-la-salle-medical-and-health-sciences-institute,"Education, Health Care, Hospital, Medical","Dasmariñas, Cavite, Philippines",De La Salle Medical and Health Sciences Institute is a medical and health allied institution.,"467,403",Active,1977-01-01,year,,,,,For Profit,https://www.dlshsi.edu.ph,"De La Salle Medical and Health Sciences Institute provides medicine and health professions education, health care, and research services in a nurturing God-centered environment as it pursues its commitment of nurturing life.   They nurture future medical and health allied professionals who will have the commitment and dedication to become catalysts of the spiritual, social, and economic transformation of the country.",,,,
"Integrated Computer Systems, Inc.",https://www.crunchbase.com/organization/ics-network-systems-inc,"Consumer Electronics, Information Technology, Software","San Juan, Manila, Philippines","Integrated Computer Systems, Inc provides technological expertise and nationwide sales and services.","473,619",Active,1978-01-01,year,,,,,For Profit,http://www.ics.com.ph,,,,,
Service Resources,https://www.crunchbase.com/organization/service-resources,"Consulting, Recruiting, Staffing Agency","Pasig, Rizal, Philippines",Service Resources is a recruitment firm that offers manpower outsourcing services.,"476,594",Active,1979-08-01,month,,,,,For Profit,https://serviceresourcesinc.com,,,,,
Servicio Filipino,https://www.crunchbase.com/organization/servicio-filipino,"Construction, Consulting, Facility Management, Supply Chain Management","Quezon City, Quezon City, Philippines",Servicio Filipino provides workforce management solutions and outsourcing services.,"476,695",Active,1961-01-01,year,,,,,For Profit,https://www2.serviciofilipino.com,"Servicio Filipino provides human resource solutions. They provide integrated facilities management, facilities management services, construction, engineering and technical services, workforce development services, workforce management solutions, and talent supply chain management services. They provide inquiries through online applications, email, and phone calls.",,,,
Cebuana Lhuillier,https://www.crunchbase.com/organization/cebuana-lhuillier,"Financial Services, Insurance","Makati, Manila, Philippines","Philippines’ leading & largest non-bank financial services provider specializing in pawning, remittance, and micro-insurance.","477,049",Active,1988-01-01,year,,,,,For Profit,http://www.cebuanalhuillier.com,,,,,
John Clements,https://www.crunchbase.com/organization/john-clements-d0c4,"Consulting, Human Resources, Recruiting","Makati, Manila, Philippines",John Clements is a consulting company that offers human resources services.,"489,393",Active,1974-01-01,year,,,,,For Profit,http://www.johnclements.com/,,,,,
San Miguel Food and Beverage,https://www.crunchbase.com/organization/san-miguel-food-and-beverage,"Food and Beverage, Food Processing","Manila, Manila, Philippines","San Miguel Food and Beverage is a food and beverage company that offers processed meats, beef, poultry, dairy products.","493,051",Active,1956-01-01,year,,,,,For Profit,https://smfb.com.ph,,,,,
"Design Coordinates, Inc.",https://www.crunchbase.com/organization/design-coordinates-inc,"Building Material, Real Estate","Makati, Manila, Philippines",Design Coordinates is a construction company that provides construction management and architectural services.,"493,062",Active,1978-01-01,day,,,,,For Profit,http://dci.com.ph,,,,,
IberLibro,https://www.crunchbase.com/organization/iberlibro,"Books, E-Commerce, EBooks, Retail","Llanera, Nueva Ecija, Philippines","Iberlibro.com, the most important online platform for used and antiquarian books in the global Spanish-speaking community.","495,285",Active,1984-01-01,year,2009-03-18,day,,,For Profit,http://www.iberlibro.com/,"Iberlibro.com, the most important online platform for used and antiquarian books in the global Spanish-speaking community.",M&A,,,
Lodestar Investment Holdings,https://www.crunchbase.com/organization/lodestar-investment-holdings,"Finance, Financial Services, Impact Investing, Real Estate Investment","Mandaluyong, Cavite, Philippines",Lodestar Investment Holdings is an investment holdings company that invests in other companies.,"496,444",Active,1974-01-03,day,1989-05-26,day,,,For Profit,http://www.lodestarholdings.com,Lodestar Investment Holdings is an investment holdings company that invests in other companies.,IPO,,,
Batangas II Electric Cooperative,https://www.crunchbase.com/organization/batangas-ii-electric-cooperative,"Electrical Distribution, Electronics, Government","Lipa City, Lipa, Philippines",Batangas II Electric Cooperative is a firm that distributes electricity.,"496,666",Active,1977-01-01,year,,,,,For Profit,http://batelec2.com.ph/,"Batangas II Electric Cooperative provides limited resources and huge indebtedness, the management was able to continuously implement the programs and projects to improve the Coop's operations, hence, the Coop consistently improved, electrified 100% of its coverage area, and made its way to be the biggest Cooperative in the country.",,,,
Computer Professionals,https://www.crunchbase.com/organization/computer-professionals-15ae,"Consulting, Information Technology, Software","San Juan, Manila, Philippines","Computer Professionals is an IT company that provides migration, disaster recovery, and software development services.","497,295",Active,1987-01-01,year,,,,,For Profit,https://cpi.com.ph,,,,,
AP Cargo,https://www.crunchbase.com/organization/ap-cargo,"Logistics, Service Industry, Shipping, Transportation","Pasay City, Pasay, Philippines",AP Cargo is a shipping and logistics company.,"498,910",Active,1972-01-01,year,,,,,For Profit,https://apcargo.com.ph,,,,,
First Philippine Holdings Corporation,https://www.crunchbase.com/organization/first-philippine-holdings-corporation,"Energy, Property Management, Renewable Energy","Pasig, Rizal, Philippines","First Philippine Holdings Corporation provides energy, property, construction, and energy services.","499,636",Active,1961-01-01,year,2012-01-24,day,,,For Profit,http://www.fphc.com,"First Philippine Holdings Corporation provides energy, property, construction, and energy services.",IPO,,,
Advance Paper Corporation,https://www.crunchbase.com/organization/advance-paper-corporation,"Manufacturing, Paper Manufacturing, Printing","Baesa, Quezon City, Philippines","Advance Paper Corporation is engaged in the manufacturing, printing, and distribution of paper products for printers, school and office use.","499,837",Active,1981-01-01,year,,,,,For Profit,https://www.advancepaper.com.ph,,,,,
Pepsi-Cola Products Philippines,https://www.crunchbase.com/organization/pepsi-cola-products-philippines-inc,"Food and Beverage, Manufacturing, Snack Food","Muntinlupa, Rizal, Philippines",Pepsi-Cola Products Philippines is a manufacturer of pepsi products and snacks.,"500,151",Active,1989-01-01,day,2016-05-31,day,,,For Profit,https://pepsiphilippines.com/,"Pepsi-Cola Products Philippines is dedicated to making a positive impact on society through programs that promote community empowerment, responsible and ethical business practices, and environmental sustainability. They commit to operating in an ethical and purposeful manner that promotes good governance, compliance, responsible resource use, and the production of beverages.",IPO,,,
Comfac,https://www.crunchbase.com/organization/comfac,"Environmental Engineering, Furniture, Professional Services","Philippine, Benguet, Philippines",Comfac provides integrated workplace solutions.,"501,500",Active,1981-01-01,year,,,,,For Profit,https://comfacgroup.com,"Comfac delivers comprehensive workplace facility solutions and information technology planning and implementation services for both private and government accounts. They stand above the competition through their in-house expertise, strong partnerships with product vendors, and their very own manufacturing facilities for custom furniture.",,,,
Micro-D International,https://www.crunchbase.com/organization/micro-d-international,"Information Technology, Telecommunications","Cebu, Cebu City, Philippines",Micro-D International is a trusted communications technology solutions provider in the Philippines.,"502,649",Active,1988-01-01,day,,,,,For Profit,http://www.mdi.net.ph/,,,,,
Quartz Business Products Corp,https://www.crunchbase.com/organization/quartz-business-products-corp,"Consulting, Information Technology, Software","Makati, Manila, Philippines",Quartz Business Products Corporation is one of the largest Information Technology solutions companies in the Philippines.,"515,904",Active,1985-01-01,year,,,,,For Profit,https://www.quartz.com.ph,,,,,
ANSI Information Systems,https://www.crunchbase.com/organization/ansi-information-systems,"Enterprise Resource Planning (ERP), Information Technology, Software","Binondo, Manila, Philippines",ANSI Information Systems offers POS system development and SAP software solutions.,"518,863",Active,1987-01-01,year,,,,,For Profit,https://ansi.ph,,,,,
Light Rail Transit Authority,https://www.crunchbase.com/organization/light-rail-transit-authority,"Construction, Government, Railroad, Transportation","Santolan, Rizal, Philippines","Light Rail Transit Authority is a government organization that provides construction, operation, maintenance, and transportation services.","520,091",Active,1980-07-12,day,,,,,For Profit,https://www.lrta.gov.ph/,,,,,
Steel Asia,https://www.crunchbase.com/organization/steel-asia,"Industrial, Manufacturing, Mining","Taguig, Rizal, Philippines",Steel Asia is a steel company.,"520,645",Active,1965-01-01,year,,,,,For Profit,https://steelasia.com,"Steel Asia provides their country with world-class steel products and services by innovating and adapting to changing customer needs. They fulfill their role in nation-building by producing steel locally and enriching communities and the environment. SteelAsia is a provider of rebar solutions. As a manufacturer, it is part of the solution to country growth, expanding to meet the growing needs of the country. SteelAsia offers Bartec couplers. The Bartec system involves a cold-forging process to increase its rebar diameter prior to threading. Thread is then mechanically cut to the enlarged end of the bar.",,,,
Standard Insurance,https://www.crunchbase.com/organization/standard-insurance,"Commercial Insurance, Insurance, Property Insurance","Makati, Manila, Philippines",Standard Insurance provides personal and business insurance services.,"523,011",Active,1958-01-01,year,,,,,For Profit,https://standard-insurance.com,"Standard Insurance provides property and general insurance products for individuals, small-medium enterprises, local and global corporations.",,,,
National Kidney and Transplant Institute,https://www.crunchbase.com/organization/national-kidney-and-transplant-institute,"Health Care, Hospital, Medical","Quezon City, Quezon City, Philippines",National Kidney and Transplant Institute is a kidney transplant center.,"525,066",Active,1983-01-01,year,,,,,For Profit,https://nkti.gov.ph,,,,,
Everstrong Industrial Sales,https://www.crunchbase.com/organization/everstrong-industrial-sales,"Industrial, Industrial Manufacturing, Manufacturing","Cebu City, Cebu City, Philippines","Everstrong Industrial Sales is a manufacturer and supplier of diesel engines, industrial filters, lubricants, and industrial batteries.","527,385",Active,1987-01-01,year,,,,,For Profit,https://everstrongph.com,,,,,
